                 pdb     free_param_best         sp_cor_best                nres
              2EBN_A              11.100              -0.892                 285
              2ENG_A              10.400              -0.904                 205
              2F61_A               6.700              -0.847                 497
              2F9R_A              10.000              -0.900                 285
              2NLR_A               9.500              -0.885                 222
              2NMT_A               9.400              -0.886                 422
              2PEC_A               9.300              -0.863                 352
              2PIA_A               8.200              -0.895                 321
              2PTH_A              11.300              -0.926                 193
              2SQC_A               5.900              -0.855                 623
              2THI_A               8.700              -0.873                 362
              2TPS_A               9.700              -0.907                 226
              5EAT_A               9.400              -0.879                 532
              7ATJ_A               6.400              -0.891                 305
