                 pdb     free_param_best         sp_cor_best                nres
              1EH5_A              -3.000              -0.936                 279
              1EUG_A              -3.400              -0.948                 225
              1EUU_A              -3.300              -0.917                 601
              1EX1_A              -3.600              -0.941                 602
              1EXN_A              -3.400              -0.940                 267
              1EXP_A              -3.400              -0.940                 312
              1EYP_A              -3.200              -0.933                 212
              1FF3_A              -3.000              -0.938                 210
              1FGH_A              -3.600              -0.937                 753
              1FHL_A              -3.400              -0.932                 334
              1FOA_A              -3.500              -0.944                 342
              1G24_A              -3.200              -0.938                 210
              1G6T_A              -3.300              -0.940                 427
              1G8O_A              -3.300              -0.947                 287
              1GA8_A              -3.300              -0.936                 271
              1GAL_A              -3.700              -0.940                 581
              1GCU_A              -3.200              -0.944                 292
              1GOG_A              -3.400              -0.904                 639
              1GP5_A              -3.400              -0.941                 346
              1GQ8_A              -3.400              -0.930                 318
              1H19_A              -3.600              -0.930                 610
              1H3I_A              -3.200              -0.945                 293
              1HKA_A              -2.900              -0.936                 158
              1HPL_A              -3.100              -0.914                 449
              1HPM_A              -3.500              -0.950                 378
              1HQC_A              -3.000              -0.929                 314
              1I1E_A              -3.600              -0.931                1287
              1I1I_P              -3.500              -0.923                 665
              1I9A_A              -2.900              -0.958                 175
              1IDJ_A              -3.400              -0.929                 359
              1IG8_A              -3.500              -0.938                 469
              1IM5_A              -3.200              -0.961                 179
              1INP_A              -3.500              -0.951                 400
              1IU4_A              -3.200              -0.941                 331
              1J00_A              -2.900              -0.937                 176
              1J09_A              -3.200              -0.915                 468
              1JH6_A              -2.800              -0.951                 181
              1JMS_A              -3.300              -0.934                 360
              1JOA_A              -3.400              -0.941                 446
              1JS4_A              -3.400              -0.924                 605
              1K30_A              -3.400              -0.936                 363
              1KL7_A              -3.300              -0.922                 503
              1KNP_A              -3.500              -0.944                 529
              1L1D_A              -2.700              -0.940                 142
              1L1L_A              -3.600              -0.935                 717
              1L6P_A              -2.900              -0.952                 121
              1L7N_A              -3.200              -0.951                 207
              1L7Q_A              -3.500              -0.937                 571
              1L8T_A              -3.300              -0.939                 263
              1L9X_A              -3.400              -0.947                 288
              1LBA_A              -2.800              -0.945                 146
              1LDM_A              -3.200              -0.951                 329
              1LJL_A              -2.800              -0.946                 130
              1LVH_A              -2.800              -0.916                 220
              1M53_A              -3.500              -0.925                 556
              1MBB_A              -3.400              -0.936                 340
              1MJ9_A              -3.400              -0.950                 273
              1MLA_A              -3.400              -0.947                 305
              1MRQ_A              -3.300              -0.950                 323
              1MUD_A              -3.200              -0.951                 225
              1MUG_A              -2.700              -0.947                 165
              1NDH_A              -3.200              -0.937                 270
              1NDI_A              -3.600              -0.936                 596
              1NLU_A              -3.400              -0.950                 368
              1O8A_A              -3.500              -0.917                 574
              1O98_A              -3.600              -0.949                 509
              1OG1_A              -2.700              -0.928                 223
              1OGO_X              -3.400              -0.915                 572
              1OJ4_A              -3.400              -0.944                 277
              1ONR_A              -3.400              -0.952                 316
              1OPM_A              -3.200              -0.939                 310
              1OXA_A              -3.500              -0.943                 403
              1OYG_A              -3.700              -0.935                 440
              1P1X_A              -3.500              -0.953                 250
              1P3D_A              -3.600              -0.926                 449
              1P5D_X              -3.500              -0.942                 454
              1PA9_A              -3.200              -0.939                 279
              1PII_A              -3.400              -0.946                 452
              1PKN_A              -3.400              -0.942                 514
              1PMI_A              -3.400              -0.935                 440
              1PP4_A              -2.900              -0.928                 233
              1PS9_A              -3.800              -0.940                 671
              1PTD_A              -3.200              -0.933                 296
              1PUD_A              -3.800              -0.953                 372
              1PYL_A              -2.300              -0.914                  95
              1Q91_A              -2.800              -0.945                 194
              1QAM_A              -3.000              -0.948                 235
              1QAZ_A              -3.300              -0.941                 351
              1QBA_A              -3.500              -0.909                 858
              1QFM_A              -3.500              -0.924                 705
              1QGX_A              -3.600              -0.952                 354
              1QJE_A              -3.500              -0.942                 327
              1QK2_A              -3.600              -0.941                 363
              1QWN_A              -3.700              -0.925                1014
              1R1J_A              -3.400              -0.934                 696
              1R44_A              -2.900              -0.943                 202
              1R4Z_A              -3.200              -0.947                 179
              1RBN_A              -2.600              -0.935                 124
              1RDD_A              -3.000              -0.943                 155
              1RU4_A              -3.300              -0.931                 400
              1S3I_A              -3.300              -0.944                 307
              1S95_A              -3.300              -0.952                 324
              1SCA_A              -3.200              -0.953                 274
              1SLL_A              -3.500              -0.928                 679
              1SML_A              -3.600              -0.948                 266
              1SNZ_A              -3.600              -0.937                 344
              1TAH_B              -3.200              -0.939                 318
              1TLP_E              -3.300              -0.939                 316
              1U3F_A              -2.900              -0.951                 164
              1U5U_A              -3.400              -0.935                 366
              1UAS_A              -3.200              -0.916                 362
              1UN1_A              -3.200              -0.932                 267
              1VID_A              -3.300              -0.959                 213
              1VLB_A              -3.900              -0.938                 907
              1VNC_A              -3.600              -0.951                 576
              1VQ1_A              -3.100              -0.944                 263
              1W0H_A              -2.900              -0.937                 194
              1XQW_A              -3.100              -0.954                 290
              1Y9M_A              -3.500              -0.932                 517
              1YON_A              -3.500              -0.954                 292
              1YSC_A              -3.300              -0.932                 421
              1ZE1_A              -3.200              -0.929                 308
              1ZIO_A              -2.800              -0.931                 217
              206L_A              -2.800              -0.950                 162
              2A0N_A              -3.600              -0.943                 251
              2ABK_A              -3.200              -0.948                 211
              2ACY_A              -2.400              -0.942                  98
              2AYH_A              -2.700              -0.935                 214
              2CPO_A              -3.300              -0.945                 298
              2CPU_A              -3.200              -0.903                 495
              2DLN_A              -3.400              -0.944                 306
              2EBN_A              -3.200              -0.920                 285
              2ENG_A              -3.200              -0.955                 205
              2F61_A              -3.500              -0.920                 497
              2F9R_A              -3.400              -0.953                 285
              2NLR_A              -2.900              -0.933                 222
              2NMT_A              -3.400              -0.939                 422
              2PEC_A              -3.500              -0.910                 352
              2PIA_A              -3.200              -0.923                 321
              2PTH_A              -2.600              -0.952                 193
              2SQC_A              -3.700              -0.931                 623
              2THI_A              -3.700              -0.948                 362
              2TPS_A              -3.400              -0.946                 226
              5EAT_A              -3.600              -0.936                 532
              7ATJ_A              -3.400              -0.948                 305
