                 pdb     free_param_best         sp_cor_best                nres
              1INP_A              17.600              -0.647                 400
              1IU4_A               8.900              -0.369                 331
              1J00_A              32.300              -0.570                 176
              1J09_A              25.800              -0.608                 468
              1JH6_A              16.800              -0.663                 181
              1JMS_A              14.100              -0.649                 360
              1JOA_A              18.800              -0.520                 446
              1JS4_A              17.000              -0.660                 605
              1K30_A              36.900              -0.601                 363
              1KL7_A              40.600              -0.790                 503
              1KNP_A              13.000              -0.635                 529
              1L1D_A               7.500              -0.670                 142
              1L1L_A              46.100              -0.702                 717
              1L6P_A              10.900              -0.518                 121
              1L7N_A               9.900              -0.702                 207
              1L7Q_A              11.700              -0.539                 571
              1L8T_A              19.600              -0.674                 263
              1L9X_A              24.400              -0.652                 288
              1LBA_A              18.600              -0.702                 146
              1LDM_A              23.400              -0.586                 329
              1LJL_A               9.600              -0.718                 130
              1LVH_A              17.800              -0.728                 220
              1M53_A              14.800              -0.696                 556
              1MBB_A              21.400              -0.742                 340
              1MJ9_A              29.800              -0.636                 273
              1MLA_A              16.800              -0.675                 305
              1MRQ_A              15.000              -0.610                 323
              1MUD_A              19.800              -0.560                 225
              1MUG_A              24.600              -0.675                 165
              1NDH_A               9.200              -0.567                 270
              1NDI_A              12.400              -0.701                 596
              1NLU_A              18.200              -0.657                 368
              1O8A_A              11.000              -0.663                 574
              1O98_A              29.200              -0.760                 509
              1OG1_A              11.700              -0.691                 223
              1OGO_X              19.100              -0.414                 572
              1OJ4_A              15.200              -0.754                 277
              1ONR_A              26.900              -0.802                 316
              1OPM_A               9.000              -0.483                 310
              1OXA_A               8.800              -0.470                 403
              1OYG_A              28.500              -0.686                 440
              1P1X_A              17.800              -0.689                 250
              1P3D_A              19.700              -0.673                 449
              1P5D_X              18.400              -0.708                 454
              1PA9_A              17.800              -0.616                 279
              1PII_A              14.000              -0.727                 452
              1PKN_A              20.500              -0.549                 514
              1PMI_A              28.200              -0.729                 440
              1PP4_A              10.200              -0.575                 233
              1PS9_A              18.000              -0.652                 671
              1PTD_A              17.500              -0.693                 296
              1PUD_A              14.600              -0.566                 372
              1PYL_A               9.900              -0.585                  95
              1Q91_A              26.400              -0.621                 194
              1QAM_A              20.100              -0.486                 235
              1QAZ_A              12.200              -0.308                 351
              1QBA_A              13.100              -0.644                 858
              1QFM_A              10.100              -0.629                 705
              1QGX_A              27.400              -0.735                 354
              1QJE_A              12.100              -0.590                 327
              1QK2_A               9.500              -0.664                 363
              1QWN_A              14.500              -0.659                1014
              1R1J_A              10.800              -0.620                 696
              1R44_A              14.900              -0.775                 202
              1R4Z_A               9.700              -0.633                 179
              1RBN_A               8.500              -0.672                 124
              1RDD_A               7.800              -0.611                 155
              1RU4_A              10.100              -0.553                 400
              1S3I_A              29.000              -0.604                 307
              1S95_A              15.100              -0.681                 324
              1SCA_A              10.400              -0.742                 274
              1SLL_A               9.800              -0.455                 679
              1SML_A              11.200              -0.565                 266
              1SNZ_A               8.700              -0.614                 344
              1TAH_B              15.400              -0.535                 318
              1TLP_E              15.400              -0.647                 316
              1U3F_A              16.600              -0.585                 164
              1U5U_A              21.300              -0.367                 366
              1UAS_A              22.100              -0.648                 362
              1UN1_A              10.300              -0.557                 267
              1VID_A               9.600              -0.629                 213
              1VLB_A              10.300              -0.581                 907
              1VNC_A              11.300              -0.559                 576
              1VQ1_A              10.900              -0.664                 263
              1W0H_A              15.800              -0.693                 194
              1XQW_A               9.200              -0.695                 290
              1Y9M_A              24.500              -0.687                 517
              1YON_A              19.300              -0.695                 292
              1YSC_A              13.900              -0.701                 421
              1ZE1_A              19.600              -0.522                 308
              1ZIO_A              10.000              -0.734                 217
              206L_A              14.700              -0.606                 162
              2A0N_A              37.900              -0.706                 251
              2ABK_A              21.400              -0.628                 211
              2ACY_A              10.000              -0.562                  98
              2AYH_A              12.300              -0.611                 214
              2CPO_A              14.500              -0.426                 298
              2CPU_A              11.600              -0.677                 495
              2DLN_A              23.300              -0.757                 306
              2EBN_A              32.700              -0.527                 285
              2ENG_A              10.800              -0.594                 205
              2F61_A              17.300              -0.670                 497
              2F9R_A              39.100              -0.637                 285
              2NLR_A              14.200              -0.523                 222
              2NMT_A              13.200              -0.554                 422
              2PEC_A              14.400              -0.538                 352
              2PIA_A               9.800              -0.721                 321
              2PTH_A               9.200              -0.508                 193
              2SQC_A              15.200              -0.647                 623
              2THI_A              15.400              -0.466                 362
              2TPS_A              18.700              -0.748                 226
              5EAT_A               9.000              -0.400                 532
              7ATJ_A               9.200              -0.701                 305
