                 pdb     free_param_best         sp_cor_best                nres
              1EYP_A              -3.100              -0.487                 212
              1FF3_A              -2.500              -0.670                 210
              1FGH_A              -2.200              -0.820                 753
              1FHL_A              -2.400              -0.586                 334
              1FOA_A              -2.500              -0.642                 342
              1G24_A              -0.500              -0.556                 210
              1G6T_A              -1.900              -0.785                 427
              1G8O_A              -2.500              -0.652                 287
              1GA8_A              -0.200              -0.757                 271
              1GAL_A              -1.500              -0.701                 581
              1GCU_A              -1.500              -0.781                 292
              1GOG_A              -2.300              -0.766                 639
              1GP5_A              -2.200              -0.768                 346
              1GQ8_A              -2.800              -0.752                 318
              1H19_A              -2.900              -0.698                 610
              1H3I_A              -3.000              -0.586                 293
              1HKA_A              -2.200              -0.677                 158
              1HPL_A              -1.800              -0.789                 449
              1HPM_A              -1.700              -0.794                 378
              1HQC_A              -3.300              -0.575                 314
              1I1E_A              -2.900              -0.670                1287
              1I1I_P              -2.400              -0.665                 665
              1I9A_A              -2.800              -0.379                 175
              1IDJ_A              -1.900              -0.749                 359
              1IG8_A              -2.900              -0.661                 469
              1IM5_A              -2.600              -0.698                 179
              1INP_A              -1.700              -0.772                 400
              1IU4_A              -2.200              -0.710                 331
              1J00_A               8.900               0.629                 176
              1J09_A              -2.400              -0.656                 468
              1JH6_A              -2.200              -0.673                 181
              1JMS_A              -2.300              -0.639                 360
              1JOA_A              -2.900              -0.507                 446
              1JS4_A              -2.700              -0.716                 605
              1K30_A              -2.500              -0.683                 363
              1KL7_A              -2.000              -0.566                 503
              1KNP_A               2.200               0.653                 529
              1L1D_A              -1.300              -0.705                 142
              1L1L_A              -2.100              -0.688                 717
              1L6P_A              -2.400              -0.697                 121
              1L7N_A              -3.300              -0.669                 207
              1L7Q_A              -1.700              -0.704                 571
              1L8T_A              -1.600              -0.636                 263
              1L9X_A              -2.600              -0.758                 288
              1LBA_A               0.200               0.709                 146
              1LDM_A               8.600               0.731                 329
              1LJL_A              -0.500              -0.774                 130
              1LVH_A              -1.200              -0.752                 220
              1M53_A              -2.700              -0.622                 556
              1MBB_A              -1.900              -0.725                 340
              1MJ9_A              -1.200              -0.779                 273
              1MLA_A              -1.700              -0.652                 305
              1MRQ_A              -2.600              -0.659                 323
              1MUD_A              -3.600              -0.567                 225
              1MUG_A              29.200               0.510                 165
              1NDH_A              -1.800              -0.594                 270
              1NDI_A              -1.700              -0.539                 596
              1NLU_A              -2.300              -0.785                 368
              1O8A_A              -2.200              -0.695                 574
              1O98_A              -2.700              -0.755                 509
              1OG1_A              -2.800              -0.676                 223
              1OGO_X              -2.000              -0.747                 572
              1OJ4_A              -2.300              -0.737                 277
              1ONR_A              -1.400              -0.742                 316
              1OPM_A              -1.500              -0.618                 310
              1OXA_A              -1.600              -0.795                 403
              1OYG_A              -3.800              -0.578                 440
              1P1X_A              -1.600              -0.802                 250
              1P3D_A              -2.100              -0.542                 449
              1P5D_X              -3.400              -0.601                 454
              1PA9_A              -2.100              -0.765                 279
              1PII_A              -2.600              -0.647                 452
              1PKN_A              -2.800              -0.469                 514
              1PMI_A              -2.900              -0.753                 440
              1PP4_A              -2.500              -0.786                 233
              1PS9_A              -1.300              -0.733                 671
              1PTD_A              -1.300              -0.721                 296
              1PUD_A              -3.200              -0.455                 372
              1PYL_A              -2.000              -0.700                  95
              1Q91_A               0.600               0.762                 194
              1QAM_A              -2.100              -0.728                 235
              1QAZ_A              -2.500              -0.785                 351
              1QBA_A              -2.500              -0.757                 858
              1QFM_A              -3.000              -0.749                 705
              1QGX_A              -2.100              -0.823                 354
              1QJE_A              -2.400              -0.725                 327
              1QK2_A              -1.900              -0.680                 363
              1QWN_A              -2.400              -0.870                1014
              1R1J_A              -2.200              -0.714                 696
              1R44_A              -1.400              -0.769                 202
              1R4Z_A              -2.400              -0.715                 179
              1RBN_A              -1.800              -0.746                 124
              1RDD_A              14.600               0.592                 155
              1RU4_A              -2.000              -0.760                 400
              1S3I_A              -1.000              -0.703                 307
              1S95_A              -2.700              -0.391                 324
              1SCA_A              -2.200              -0.738                 274
              1SLL_A              -2.700              -0.720                 679
              1SML_A               4.800               0.777                 266
              1SNZ_A              -2.500              -0.723                 344
              1TAH_B              -2.600              -0.567                 318
              1TLP_E              -3.200              -0.702                 316
              1U3F_A              -0.300              -0.702                 164
              1U5U_A              30.000               0.725                 366
              1UAS_A              -1.800              -0.807                 362
              1UN1_A              -1.100              -0.711                 267
              1VID_A              -1.200              -0.702                 213
              1VLB_A              -2.100              -0.864                 907
              1VNC_A              -2.100              -0.726                 576
              1VQ1_A              -4.000              -0.228                 263
              1W0H_A              -2.600              -0.550                 194
              1XQW_A              -1.400              -0.765                 290
              1Y9M_A              -2.200              -0.743                 517
              1YON_A              -2.800              -0.586                 292
              1YSC_A              -2.700              -0.516                 421
              1ZE1_A              29.700               0.473                 308
              1ZIO_A              -3.100              -0.737                 217
              206L_A              -2.000              -0.739                 162
              2A0N_A              -5.100              -0.502                 251
              2ABK_A              -1.500              -0.633                 211
              2ACY_A              -2.400              -0.751                  98
              2AYH_A              -2.100              -0.602                 214
              2CPO_A              -1.700              -0.810                 298
              2CPU_A              -2.300              -0.702                 495
              2DLN_A               1.000               0.781                 306
              2EBN_A              -2.000              -0.783                 285
              2ENG_A              -2.600              -0.837                 205
              2F61_A              -2.600              -0.440                 497
              2F9R_A              -2.700              -0.685                 285
              2NLR_A              -0.700              -0.759                 222
              2NMT_A               1.100               0.506                 422
              2PEC_A              -2.500              -0.752                 352
              2PIA_A              -2.600              -0.641                 321
              2PTH_A              -2.100              -0.795                 193
              2SQC_A              -1.900              -0.756                 623
              2THI_A              -3.000              -0.676                 362
              2TPS_A              -2.100              -0.810                 226
              5EAT_A              -2.300              -0.651                 532
              7ATJ_A              -2.200              -0.732                 305
