                 pdb     free_param_best         sp_cor_best                nres
              1CVR_A              -1.900              -0.880                 432
              1CWY_A              -2.500              -0.732                 500
              1CZ1_A              -1.800              -0.858                 394
              1CZF_A              -1.600              -0.710                 335
              1D1Q_A              -1.400              -0.748                 159
              1D4C_A              -0.900              -0.762                 570
              1D6O_A              -2.600              -0.640                 107
              1DDJ_A              -1.600              -0.638                 247
              1DGK_N              -2.200              -0.744                 898
              1DGS_A              -1.800              -0.522                 581
              1DIN_A               0.400               0.705                 232
              1DNP_A              -1.400              -0.749                 469
              1DVE_A               0.400               0.517                 214
              1E0C_A              -1.700              -0.665                 270
              1E1A_A              -2.400              -0.864                 312
              1E6E_A              -2.600              -0.677                 457
              1EB6_A               0.100               0.780                 177
              1EH5_A               2.100               0.817                 279
              1EUG_A              -1.600              -0.634                 225
              1EUU_A              -2.800              -0.485                 601
              1EX1_A              -2.600              -0.682                 602
              1EXN_A              -3.200              -0.343                 267
              1EXP_A              -0.200              -0.725                 312
              1EYP_A              -2.600              -0.446                 212
              1FF3_A              -2.000              -0.641                 210
              1FGH_A              -2.000              -0.840                 753
              1FHL_A              -1.500              -0.521                 334
              1FOA_A              -2.000              -0.669                 342
              1G24_A              -0.600              -0.593                 210
              1G6T_A              -0.800              -0.753                 427
              1G8O_A              -3.000              -0.629                 287
              1GA8_A               0.100               0.804                 271
              1GAL_A              -0.100              -0.746                 581
              1GCU_A              -1.300              -0.813                 292
              1GOG_A              -1.900              -0.740                 639
              1GP5_A              -2.200              -0.782                 346
              1GQ8_A              -2.600              -0.771                 318
              1H19_A              -2.400              -0.679                 610
              1H3I_A              -2.500              -0.582                 293
              1HKA_A              -1.100              -0.642                 158
              1HPL_A              -1.000              -0.811                 449
              1HPM_A              -0.700              -0.832                 378
              1HQC_A              30.000               0.397                 314
              1I1E_A              -2.900              -0.682                1287
              1I1I_P              -2.200              -0.677                 665
              1I9A_A              -2.700              -0.306                 175
              1IDJ_A              -1.600              -0.734                 359
              1IG8_A              -2.600              -0.609                 469
              1IM5_A              -1.700              -0.688                 179
              1INP_A              -1.600              -0.816                 400
              1IU4_A              -1.700              -0.685                 331
              1J00_A              29.800               0.694                 176
              1J09_A              -2.000              -0.591                 468
              1JH6_A              -2.400              -0.544                 181
              1JMS_A              -2.000              -0.658                 360
              1JOA_A               1.500               0.446                 446
              1JS4_A              -2.300              -0.618                 605
              1K30_A              -2.200              -0.720                 363
              1KL7_A              -1.300              -0.582                 503
              1KNP_A               3.300               0.661                 529
              1L1D_A              -1.900              -0.774                 142
              1L1L_A              -2.400              -0.700                 717
              1L6P_A              -1.600              -0.628                 121
              1L7N_A              -3.500              -0.545                 207
              1L7Q_A              -1.600              -0.740                 571
              1L8T_A              -1.600              -0.634                 263
              1L9X_A              -2.200              -0.754                 288
              1LBA_A              -1.100              -0.677                 146
              1LDM_A               6.700               0.770                 329
              1LJL_A               0.100               0.767                 130
              1LVH_A              -1.100              -0.758                 220
              1M53_A              -2.200              -0.560                 556
              1MBB_A              -1.600              -0.734                 340
              1MJ9_A              -0.900              -0.798                 273
              1MLA_A              -1.300              -0.685                 305
              1MRQ_A              -2.700              -0.673                 323
              1MUD_A              -3.300              -0.441                 225
              1MUG_A              30.000               0.428                 165
              1NDH_A              -1.700              -0.614                 270
              1NDI_A              -2.000              -0.543                 596
              1NLU_A              -1.300              -0.781                 368
              1O8A_A              -1.400              -0.621                 574
              1O98_A              -2.600              -0.666                 509
              1OG1_A              -2.100              -0.562                 223
              1OGO_X              -1.700              -0.740                 572
              1OJ4_A              -2.500              -0.769                 277
              1ONR_A               0.300               0.741                 316
              1OPM_A              -2.100              -0.665                 310
              1OXA_A              -1.600              -0.811                 403
              1OYG_A              -4.400              -0.549                 440
              1P1X_A              -1.100              -0.796                 250
              1P3D_A              -1.200              -0.512                 449
              1P5D_X              -3.200              -0.668                 454
              1PA9_A              -2.200              -0.862                 279
              1PII_A              -2.400              -0.545                 452
              1PKN_A               0.300               0.244                 514
              1PMI_A              -2.200              -0.698                 440
              1PP4_A              -2.100              -0.778                 233
              1PS9_A              -1.300              -0.754                 671
              1PTD_A              -1.000              -0.695                 296
              1PUD_A              -3.100              -0.467                 372
              1PYL_A              -1.900              -0.803                  95
              1Q91_A               0.300               0.730                 194
              1QAM_A              -1.800              -0.730                 235
              1QAZ_A              -2.500              -0.810                 351
              1QBA_A              -2.200              -0.777                 858
              1QFM_A              -2.600              -0.764                 705
              1QGX_A              -1.700              -0.844                 354
              1QJE_A              -2.100              -0.700                 327
              1QK2_A              -2.100              -0.707                 363
              1QWN_A              -2.100              -0.908                1014
              1R1J_A              -1.900              -0.765                 696
              1R44_A              -1.100              -0.751                 202
              1R4Z_A              -2.300              -0.686                 179
              1RBN_A              -1.000              -0.778                 124
              1RDD_A              24.600               0.564                 155
              1RU4_A              -1.300              -0.794                 400
              1S3I_A              -0.700              -0.717                 307
              1S95_A              -2.200              -0.240                 324
              1SCA_A              -1.400              -0.690                 274
              1SLL_A              -2.300              -0.746                 679
              1SML_A               7.500               0.763                 266
              1SNZ_A              -1.800              -0.703                 344
              1TAH_B              -2.400              -0.339                 318
              1TLP_E              -2.400              -0.549                 316
              1U3F_A               2.700               0.707                 164
              1U5U_A              30.000               0.721                 366
              1UAS_A              -1.400              -0.818                 362
              1UN1_A              -1.700              -0.761                 267
              1VID_A               0.200               0.693                 213
              1VLB_A              -1.700              -0.843                 907
              1VNC_A              -1.600              -0.670                 576
              1VQ1_A              -2.100              -0.250                 263
              1W0H_A              -2.800              -0.453                 194
              1XQW_A              -0.500              -0.797                 290
              1Y9M_A              -1.900              -0.711                 517
              1YON_A              -2.000              -0.487                 292
              1YSC_A              -3.600              -0.447                 421
              1ZE1_A              30.000               0.481                 308
              1ZIO_A              -1.800              -0.685                 217
              206L_A              -1.300              -0.450                 162
              2A0N_A              -3.400              -0.370                 251
              2ABK_A              -0.900              -0.592                 211
              2ACY_A              -1.200              -0.572                  98
              2AYH_A              -0.800              -0.718                 214
              2CPO_A              -1.900              -0.832                 298
              2CPU_A              -1.900              -0.555                 495
              2DLN_A               0.900               0.812                 306
              2EBN_A              -1.800              -0.823                 285
              2ENG_A              -1.900              -0.817                 205
              2F61_A              -2.700              -0.436                 497
              2F9R_A              -2.300              -0.736                 285
              2NLR_A               0.100               0.765                 222
              2NMT_A               3.300               0.471                 422
              2PEC_A              -2.500              -0.767                 352
              2PIA_A              -1.800              -0.639                 321
              2PTH_A              -1.300              -0.849                 193
              2SQC_A              -0.300              -0.754                 623
              2THI_A              -2.600              -0.632                 362
              2TPS_A              -2.300              -0.753                 226
              5EAT_A              -2.000              -0.654                 532
              7ATJ_A              -0.400              -0.612                 305
