                 pdb     free_param_best         sp_cor_best                nres
              1PII_A               7.000              -0.651                 452
              1PKN_A               5.600              -0.471                 514
              1PMI_A               7.800              -0.760                 440
              1PP4_A               7.600              -0.790                 233
              1PS9_A              19.800              -0.736                 671
              1PTD_A              14.000              -0.725                 296
              1PUD_A               7.600              -0.482                 372
              1PYL_A               5.600              -0.698                  95
              1Q91_A              34.600              -0.761                 194
              1QAM_A              12.200              -0.730                 235
              1QAZ_A               7.800              -0.794                 351
              1QBA_A              10.400              -0.739                 858
              1QFM_A               7.400              -0.766                 705
              1QGX_A              13.200              -0.815                 354
              1QJE_A               7.400              -0.734                 327
              1QK2_A               9.000              -0.698                 363
              1QWN_A              10.200              -0.865                1014
              1R1J_A              10.200              -0.683                 696
              1R44_A              15.600              -0.758                 202
              1R4Z_A               7.000              -0.733                 179
              1RBN_A               7.800              -0.761                 124
              1RDD_A              45.800              -0.555                 155
              1RU4_A              10.600              -0.755                 400
              1S3I_A              20.800              -0.693                 307
              1S95_A               5.600              -0.398                 324
              1SCA_A               8.600              -0.735                 274
              1SLL_A               7.400              -0.717                 679
              1SML_A              50.000              -0.760                 266
              1SNZ_A               7.000              -0.726                 344
              1TAH_B               7.600              -0.576                 318
              1TLP_E               6.800              -0.692                 316
              1U3F_A              30.400              -0.698                 164
              1U5U_A              49.600              -0.658                 366
              1UAS_A              15.000              -0.797                 362
              1UN1_A              13.200              -0.719                 267
              1VID_A              11.600              -0.703                 213
              1VLB_A              13.800              -0.852                 907
              1VNC_A              10.400              -0.715                 576
              1VQ1_A               5.400              -0.230                 263
              1W0H_A               6.600              -0.587                 194
              1XQW_A              22.400              -0.755                 290
              1Y9M_A              11.200              -0.736                 517
              1YON_A               7.600              -0.611                 292
              1YSC_A               6.800              -0.531                 421
              1ZE1_A               6.800              -0.411                 308
              1ZIO_A               5.400              -0.726                 217
              206L_A              11.000              -0.743                 162
              2A0N_A               3.400              -0.499                 251
              2ABK_A              13.400              -0.625                 211
              2ACY_A               8.000              -0.746                  98
              2AYH_A               6.400              -0.611                 214
              2CPO_A              10.800              -0.809                 298
              2CPU_A               8.200              -0.713                 495
              2DLN_A              36.600              -0.781                 306
              2EBN_A              10.200              -0.779                 285
              2ENG_A               8.000              -0.829                 205
              2F61_A               7.400              -0.454                 497
              2F9R_A               6.200              -0.699                 285
              2NLR_A              17.800              -0.757                 222
              2NMT_A              45.000              -0.505                 422
              2PEC_A               7.400              -0.765                 352
              2PIA_A               7.800              -0.641                 321
              2PTH_A               9.000              -0.796                 193
              2SQC_A              16.200              -0.739                 623
              2THI_A               7.200              -0.686                 362
              2TPS_A               8.400              -0.816                 226
              5EAT_A              10.800              -0.644                 532
              7ATJ_A              10.000              -0.723                 305
