                 pdb     free_param_best         sp_cor_best                nres
              1INP_A               9.800              -0.809                 400
              1IU4_A               5.200              -0.687                 331
              1J00_A              45.600              -0.580                 176
              1J09_A               7.800              -0.596                 468
              1JH6_A               3.400              -0.546                 181
              1JMS_A               4.600              -0.660                 360
              1JOA_A              41.600              -0.443                 446
              1JS4_A               5.000              -0.633                 605
              1K30_A               4.800              -0.716                 363
              1KL7_A              12.000              -0.582                 503
              1KNP_A              48.200              -0.653                 529
              1L1D_A               3.600              -0.777                 142
              1L1L_A               4.400              -0.694                 717
              1L6P_A               5.200              -0.633                 121
              1L7N_A               2.600              -0.552                 207
              1L7Q_A               8.400              -0.740                 571
              1L8T_A               6.800              -0.636                 263
              1L9X_A               3.800              -0.756                 288
              1LBA_A              31.600              -0.675                 146
              1LDM_A              49.000              -0.681                 329
              1LJL_A               8.800              -0.770                 130
              1LVH_A               8.600              -0.755                 220
              1M53_A               4.600              -0.570                 556
              1MBB_A               5.800              -0.734                 340
              1MJ9_A              10.600              -0.798                 273
              1MLA_A              10.000              -0.680                 305
              1MRQ_A               3.000              -0.670                 323
              1MUD_A               2.800              -0.472                 225
              1MUG_A              11.200              -0.401                 165
              1NDH_A               6.000              -0.625                 270
              1NDI_A               6.200              -0.536                 596
              1NLU_A               6.000              -0.784                 368
              1O8A_A               7.800              -0.621                 574
              1O98_A               4.000              -0.661                 509
              1OG1_A               3.600              -0.579                 223
              1OGO_X               6.800              -0.747                 572
              1OJ4_A               4.000              -0.771                 277
              1ONR_A              30.800              -0.741                 316
              1OPM_A               4.800              -0.669                 310
              1OXA_A               7.800              -0.808                 403
              1OYG_A               1.800              -0.572                 440
              1P1X_A               7.600              -0.798                 250
              1P3D_A               9.000              -0.512                 449
              1P5D_X               3.000              -0.669                 454
              1PA9_A               5.000              -0.862                 279
              1PII_A               4.400              -0.550                 452
              1PKN_A              36.000              -0.244                 514
              1PMI_A               5.000              -0.716                 440
              1PP4_A               4.400              -0.782                 233
              1PS9_A              10.600              -0.759                 671
              1PTD_A              10.600              -0.697                 296
              1PUD_A               2.600              -0.495                 372
              1PYL_A               6.600              -0.800                  95
              1Q91_A              25.000              -0.729                 194
              1QAM_A               5.600              -0.726                 235
              1QAZ_A               4.000              -0.811                 351
              1QBA_A               5.800              -0.771                 858
              1QFM_A               4.000              -0.781                 705
              1QGX_A               7.000              -0.844                 354
              1QJE_A               4.400              -0.709                 327
              1QK2_A               4.800              -0.713                 363
              1QWN_A               6.400              -0.903                1014
              1R1J_A               8.600              -0.743                 696
              1R44_A               7.600              -0.748                 202
              1R4Z_A               2.800              -0.695                 179
              1RBN_A               7.200              -0.780                 124
              1RDD_A              34.400              -0.479                 155
              1RU4_A               8.200              -0.800                 400
              1S3I_A              13.600              -0.714                 307
              1S95_A               3.600              -0.251                 324
              1SCA_A               5.200              -0.693                 274
              1SLL_A               5.400              -0.758                 679
              1SML_A              49.600              -0.690                 266
              1SNZ_A               5.200              -0.705                 344
              1TAH_B               8.600              -0.335                 318
              1TLP_E               4.600              -0.550                 316
              1U3F_A              34.200              -0.700                 164
              1U5U_A              49.600              -0.618                 366
              1UAS_A               8.200              -0.816                 362
              1UN1_A               5.800              -0.760                 267
              1VID_A              23.200              -0.694                 213
              1VLB_A               7.000              -0.838                 907
              1VNC_A               9.200              -0.664                 576
              1VQ1_A               5.400              -0.266                 263
              1W0H_A               2.800              -0.461                 194
              1XQW_A              14.600              -0.795                 290
              1Y9M_A               6.000              -0.714                 517
              1YON_A               4.800              -0.510                 292
              1YSC_A               2.000              -0.445                 421
              1ZE1_A              49.600              -0.348                 308
              1ZIO_A               4.400              -0.686                 217
              206L_A               7.600              -0.458                 162
              2A0N_A               2.400              -0.386                 251
              2ABK_A              10.000              -0.588                 211
              2ACY_A               5.200              -0.592                  98
              2AYH_A               9.800              -0.720                 214
              2CPO_A               6.400              -0.828                 298
              2CPU_A               6.800              -0.553                 495
              2DLN_A              38.600              -0.812                 306
              2EBN_A               5.600              -0.819                 285
              2ENG_A               4.000              -0.825                 205
              2F61_A               3.600              -0.443                 497
              2F9R_A               3.400              -0.743                 285
              2NLR_A              28.200              -0.765                 222
              2NMT_A              44.600              -0.468                 422
              2PEC_A               3.800              -0.768                 352
              2PIA_A               6.200              -0.629                 321
              2PTH_A               6.200              -0.850                 193
              2SQC_A              49.400              -0.752                 623
              2THI_A               4.000              -0.640                 362
              2TPS_A               4.200              -0.757                 226
              5EAT_A               6.800              -0.646                 532
              7ATJ_A              15.200              -0.611                 305
