"pdb","wcn","variable","value"
"1A4L_A","wcnSC","rsa",-0.880255990692548
"1A4L_A","wcnSC","seqent",-0.603277942170343
"1A65_A","wcnAA","ddgent",-0.690429699033522
"1A65_A","wcnAA","hbe",-0.38816984735527
"1A65_A","wcnAA","hpshh",-0.198665903738073
"1A65_A","wcnAA","r4s_JC",-0.619848107018584
"1A65_A","wcnAA","resvol",0.170748248782457
"1A65_A","wcnAA","rsa",-0.834325445672475
"1A65_A","wcnAA","seqent",-0.50205499828866
"1A65_A","wcnC","ddgent",-0.587062631284429
"1A65_A","wcnC","hbe",-0.415012807362259
"1A65_A","wcnC","hpshh",-0.136552453266865
"1A65_A","wcnC","r4s_JC",-0.573095238605742
"1A65_A","wcnC","resvol",0.247546416315525
"1A65_A","wcnC","rsa",-0.761489673269465
"1A65_A","wcnC","seqent",-0.450670609413226
"1A65_A","wcnCA","ddgent",-0.63683472010933
"1A65_A","wcnCA","hbe",-0.413150892055823
"1A65_A","wcnCA","hpshh",-0.160157260129429
"1A65_A","wcnCA","r4s_JC",-0.605832908627968
"1A65_A","wcnCA","resvol",0.253503939552875
"1A65_A","wcnCA","rsa",-0.797855664143985
"1A65_A","wcnCA","seqent",-0.481301450100089
"1A65_A","wcnCB","ddgent",-0.706391167375755
"1A65_A","wcnCB","hbe",-0.412994837873816
"1A65_A","wcnCB","hpshh",-0.181194398206715
"1A65_A","wcnCB","r4s_JC",-0.63627060419478
"1A65_A","wcnCB","resvol",0.228598083391479
"1A65_A","wcnCB","rsa",-0.845084497576862
"1A65_A","wcnCB","seqent",-0.518324296082081
"1A65_A","wcnN","ddgent",-0.604033695048005
"1A65_A","wcnN","hbe",-0.434655383346893
"1A65_A","wcnN","hpshh",-0.14264103740424
"1A65_A","wcnN","r4s_JC",-0.597599539042561
"1A65_A","wcnN","resvol",0.234803993543945
"1A65_A","wcnN","rsa",-0.752748715569493
"1A65_A","wcnN","seqent",-0.479211055765008
"1A65_A","wcnO","ddgent",-0.573167313891287
"1A65_A","wcnO","hbe",-0.446555956198654
"1A65_A","wcnO","hpshh",-0.134153648254509
"1A65_A","wcnO","r4s_JC",-0.543941873145424
"1A65_A","wcnO","resvol",0.25797720869434
"1A65_A","wcnO","rsa",-0.758846580864583
"1A65_A","wcnO","seqent",-0.435346518734795
"1A65_A","wcnSC","ddgent",-0.730000571769759
"1A65_A","wcnSC","hbe",-0.369342747054082
"1A65_A","wcnSC","hpshh",-0.221722784060679
"1A65_A","wcnSC","r4s_JC",-0.643274618101329
"1A65_A","wcnSC","resvol",0.195944164043556
"1A65_A","wcnSC","rsa",-0.856309386357596
"1A65_A","wcnSC","seqent",-0.529780995550581
"1A8H_A","wcnAA","ddgent",-0.640869763479054
"1A8H_A","wcnAA","hbe",-0.349154942631016
"1A8H_A","wcnAA","hpshh",-0.42288116657827
"1A8H_A","wcnAA","r4s_JC",-0.321476714885829
"1A8H_A","wcnAA","resvol",-0.0239988434752447
"1A8H_A","wcnAA","rsa",-0.778176469453002
"1A8H_A","wcnAA","seqent",-0.279176373146719
"1A8H_A","wcnC","ddgent",-0.513773607094428
"1A8H_A","wcnC","hbe",-0.449325683142812
"1A8H_A","wcnC","hpshh",-0.307423531426067
"1A8H_A","wcnC","r4s_JC",-0.22700545750655
"1A8H_A","wcnC","resvol",0.0845295663231134
"1A8H_A","wcnC","rsa",-0.662197291372382
"1A8H_A","wcnC","seqent",-0.202006925983442
"1A8H_A","wcnCA","ddgent",-0.57997911991648
"1A8H_A","wcnCA","hbe",-0.407370565064651
"1A8H_A","wcnCA","hpshh",-0.338170582419868
"1A8H_A","wcnCA","r4s_JC",-0.284049846041151
"1A8H_A","wcnCA","resvol",0.0779381485382702
"1A8H_A","wcnCA","rsa",-0.713441617083711
"1A8H_A","wcnCA","seqent",-0.250875957829605
"1A8H_A","wcnCB","ddgent",-0.645217812871251
"1A8H_A","wcnCB","hbe",-0.389749841785452
"1A8H_A","wcnCB","hpshh",-0.40774056015849
"1A8H_A","wcnCB","r4s_JC",-0.33178054561093
"1A8H_A","wcnCB","resvol",0.0583194844172345
"1A8H_A","wcnCB","rsa",-0.77645858368131
"1A8H_A","wcnCB","seqent",-0.290193111011802
"1A8H_A","wcnN","ddgent",-0.482366121464486
"1A8H_A","wcnN","hbe",-0.442345757638261
"1A8H_A","wcnN","hpshh",-0.269487901698736
"1A8H_A","wcnN","r4s_JC",-0.213994675995396
"1A8H_A","wcnN","resvol",0.0693028013900557
"1A8H_A","wcnN","rsa",-0.626938780332953
"1A8H_A","wcnN","seqent",-0.182828514222573
"1A8H_A","wcnO","ddgent",-0.52135667742671
"1A8H_A","wcnO","hbe",-0.463407283179216
"1A8H_A","wcnO","hpshh",-0.307798926318082
"1A8H_A","wcnO","r4s_JC",-0.203336921440932
"1A8H_A","wcnO","resvol",0.0931705081244852
"1A8H_A","wcnO","rsa",-0.663751855323999
"1A8H_A","wcnO","seqent",-0.185090567545168
"1A8H_A","wcnSC","ddgent",-0.678964443857775
"1A8H_A","wcnSC","hbe",-0.321712731080303
"1A8H_A","wcnSC","hpshh",-0.457192134560729
"1A8H_A","wcnSC","r4s_JC",-0.362969290921689
"1A8H_A","wcnSC","resvol",0.00860081463389909
"1A8H_A","wcnSC","rsa",-0.810698245581599
"1A8H_A","wcnSC","seqent",-0.311421423079739
"1A8S_A","wcnAA","ddgent",-0.697867074960248
"1A8S_A","wcnAA","hbe",-0.349496679216081
"1A8S_A","wcnAA","hpshh",-0.299315354262808
"1A8S_A","wcnAA","r4s_JC",-0.514140929708373
"1A8S_A","wcnAA","resvol",-0.0407788432775892
"1A8S_A","wcnAA","rsa",-0.884294663908358
"1A8S_A","wcnAA","seqent",-0.421564178978938
"1A8S_A","wcnC","ddgent",-0.591095786995315
"1A8S_A","wcnC","hbe",-0.403887540517506
"1A8S_A","wcnC","hpshh",-0.194547559136131
"1A8S_A","wcnC","r4s_JC",-0.458042291849947
"1A8S_A","wcnC","resvol",0.0388465294099909
"1A8S_A","wcnC","rsa",-0.799067915607712
"1A8S_A","wcnC","seqent",-0.361893952145487
"1A8S_A","wcnCA","ddgent",-0.667199052557576
"1A8S_A","wcnCA","hbe",-0.367234176202855
"1A8S_A","wcnCA","hpshh",-0.231243739715581
"1A8S_A","wcnCA","r4s_JC",-0.511500573991883
"1A8S_A","wcnCA","resvol",0.0507745610200956
"1A8S_A","wcnCA","rsa",-0.848911666686927
"1A8S_A","wcnCA","seqent",-0.420616601844814
"1A8S_A","wcnCB","ddgent",-0.717928861606406
"1A8S_A","wcnCB","hbe",-0.361134671751379
"1A8S_A","wcnCB","hpshh",-0.281230847302951
"1A8S_A","wcnCB","r4s_JC",-0.534302064282977
"1A8S_A","wcnCB","resvol",0.0380259699414569
"1A8S_A","wcnCB","rsa",-0.889292801318532
"1A8S_A","wcnCB","seqent",-0.445012952821781
"1A8S_A","wcnN","ddgent",-0.547876393679313
"1A8S_A","wcnN","hbe",-0.382941454652007
"1A8S_A","wcnN","hpshh",-0.197055961795246
"1A8S_A","wcnN","r4s_JC",-0.436972530450535
"1A8S_A","wcnN","resvol",0.044162984565868
"1A8S_A","wcnN","rsa",-0.756658465699986
"1A8S_A","wcnN","seqent",-0.328645290163895
"1A8S_A","wcnO","ddgent",-0.593950971741869
"1A8S_A","wcnO","hbe",-0.427981158275345
"1A8S_A","wcnO","hpshh",-0.212719582266085
"1A8S_A","wcnO","r4s_JC",-0.440082092683828
"1A8S_A","wcnO","resvol",0.055333850110423
"1A8S_A","wcnO","rsa",-0.79045230093819
"1A8S_A","wcnO","seqent",-0.358071202437266
"1A8S_A","wcnSC","ddgent",-0.719879304894333
"1A8S_A","wcnSC","hbe",-0.325224609879677
"1A8S_A","wcnSC","hpshh",-0.317895391969562
"1A8S_A","wcnSC","r4s_JC",-0.545341246141534
"1A8S_A","wcnSC","resvol",0.0137148961278654
"1A8S_A","wcnSC","rsa",-0.899400119607694
"1A8S_A","wcnSC","seqent",-0.442272853489959
"1AF7_A","wcnAA","ddgent",-0.67294603207012
"1AF7_A","wcnAA","hbe",-0.382970476486522
"1AF7_A","wcnAA","hpshh",-0.37213213133082
"1AF7_A","wcnAA","r4s_JC",-0.664419902802304
"1AF7_A","wcnAA","resvol",-0.0410383389776719
"1AF7_A","wcnAA","rsa",-0.826838625718471
"1AF7_A","wcnAA","seqent",-0.628637016466124
"1AF7_A","wcnC","ddgent",-0.563319600107921
"1AF7_A","wcnC","hbe",-0.481425634790796
"1AF7_A","wcnC","hpshh",-0.217843343537046
"1AF7_A","wcnC","r4s_JC",-0.57236276021554
"1AF7_A","wcnC","resvol",0.0532559492770823
"1AF7_A","wcnC","rsa",-0.722685976089735
"1AF7_A","wcnC","seqent",-0.553951362954511
"1AF7_A","wcnCA","ddgent",-0.629393088663162
"1AF7_A","wcnCA","hbe",-0.432289954199336
"1AF7_A","wcnCA","hpshh",-0.298870276765903
"1AF7_A","wcnCA","r4s_JC",-0.63392611834066
"1AF7_A","wcnCA","resvol",0.0537473982969501
"1AF7_A","wcnCA","rsa",-0.763365519871471
"1AF7_A","wcnCA","seqent",-0.610693943386987
"1AF7_A","wcnCB","ddgent",-0.687940089107972
"1AF7_A","wcnCB","hbe",-0.418348213191007
"1AF7_A","wcnCB","hpshh",-0.343015206668726
"1AF7_A","wcnCB","r4s_JC",-0.687388466586083
"1AF7_A","wcnCB","resvol",0.0640314675241598
"1AF7_A","wcnCB","rsa",-0.823822036952375
"1AF7_A","wcnCB","seqent",-0.657226925446449
"1AF7_A","wcnN","ddgent",-0.529489488613576
"1AF7_A","wcnN","hbe",-0.463498705405181
"1AF7_A","wcnN","hpshh",-0.242867597082301
"1AF7_A","wcnN","r4s_JC",-0.568298691852244
"1AF7_A","wcnN","resvol",0.0475896241816614
"1AF7_A","wcnN","rsa",-0.685943247164858
"1AF7_A","wcnN","seqent",-0.550877574380863
"1AF7_A","wcnO","ddgent",-0.553898947767561
"1AF7_A","wcnO","hbe",-0.532812684248107
"1AF7_A","wcnO","hpshh",-0.194962814394136
"1AF7_A","wcnO","r4s_JC",-0.525267928827273
"1AF7_A","wcnO","resvol",0.0376732620373361
"1AF7_A","wcnO","rsa",-0.722188761865457
"1AF7_A","wcnO","seqent",-0.505431414889765
"1AF7_A","wcnSC","ddgent",-0.713145248911672
"1AF7_A","wcnSC","hbe",-0.357624561710394
"1AF7_A","wcnSC","hpshh",-0.401567543833863
"1AF7_A","wcnSC","r4s_JC",-0.700480524607915
"1AF7_A","wcnSC","resvol",0.014977466012415
"1AF7_A","wcnSC","rsa",-0.857813143798241
"1AF7_A","wcnSC","seqent",-0.661516753549755
"1AGM_A","wcnAA","ddgent",-0.650545445193832
"1AGM_A","wcnAA","hbe",-0.448216932190945
"1AGM_A","wcnAA","hpshh",-0.235117918557364
"1AGM_A","wcnAA","r4s_JC",-0.591940567627256
"1AGM_A","wcnAA","resvol",0.152350530699558
"1AGM_A","wcnAA","rsa",-0.854447159264794
"1AGM_A","wcnAA","seqent",-0.32524060009644
"1AGM_A","wcnC","ddgent",-0.553078623686015
"1AGM_A","wcnC","hbe",-0.512073921971607
"1AGM_A","wcnC","hpshh",-0.173420867955093
"1AGM_A","wcnC","r4s_JC",-0.502790732620419
"1AGM_A","wcnC","resvol",0.204713182282275
"1AGM_A","wcnC","rsa",-0.780881701961601
"1AGM_A","wcnC","seqent",-0.214046199218105
"1AGM_A","wcnCA","ddgent",-0.613271685827729
"1AGM_A","wcnCA","hbe",-0.470714626304231
"1AGM_A","wcnCA","hpshh",-0.183657152430287
"1AGM_A","wcnCA","r4s_JC",-0.559872108280249
"1AGM_A","wcnCA","resvol",0.217809821060054
"1AGM_A","wcnCA","rsa",-0.81024015456396
"1AGM_A","wcnCA","seqent",-0.276842548186861
"1AGM_A","wcnCB","ddgent",-0.67047071574927
"1AGM_A","wcnCB","hbe",-0.445271284511722
"1AGM_A","wcnCB","hpshh",-0.226178918521977
"1AGM_A","wcnCB","r4s_JC",-0.606449372102672
"1AGM_A","wcnCB","resvol",0.218245480270636
"1AGM_A","wcnCB","rsa",-0.853657049422697
"1AGM_A","wcnCB","seqent",-0.335207593885606
"1AGM_A","wcnN","ddgent",-0.540714486537749
"1AGM_A","wcnN","hbe",-0.513253776378473
"1AGM_A","wcnN","hpshh",-0.153975342426682
"1AGM_A","wcnN","r4s_JC",-0.463077492099405
"1AGM_A","wcnN","resvol",0.228917941555307
"1AGM_A","wcnN","rsa",-0.739269076550988
"1AGM_A","wcnN","seqent",-0.173411972332692
"1AGM_A","wcnO","ddgent",-0.54721400066055
"1AGM_A","wcnO","hbe",-0.524546552954478
"1AGM_A","wcnO","hpshh",-0.189056812638721
"1AGM_A","wcnO","r4s_JC",-0.506277096808443
"1AGM_A","wcnO","resvol",0.197341380538159
"1AGM_A","wcnO","rsa",-0.788032763540375
"1AGM_A","wcnO","seqent",-0.232081865898483
"1AGM_A","wcnSC","ddgent",-0.692902609867049
"1AGM_A","wcnSC","hbe",-0.407123930333702
"1AGM_A","wcnSC","hpshh",-0.256978103530005
"1AGM_A","wcnSC","r4s_JC",-0.626262649031984
"1AGM_A","wcnSC","resvol",0.201727736017935
"1AGM_A","wcnSC","rsa",-0.86764229475439
"1AGM_A","wcnSC","seqent",-0.369133954083659
"1AGY_A","wcnAA","ddgent",-0.728040270099733
"1AGY_A","wcnAA","hbe",-0.523152137804815
"1AGY_A","wcnAA","hpshh",-0.330852644254063
"1AGY_A","wcnAA","r4s_JC",-0.646489070883297
"1AGY_A","wcnAA","resvol",-0.00602722976382137
"1AGY_A","wcnAA","rsa",-0.920777602512889
"1AGY_A","wcnAA","seqent",-0.490688231149079
"1AGY_A","wcnC","ddgent",-0.595922448351745
"1AGY_A","wcnC","hbe",-0.644006789540103
"1AGY_A","wcnC","hpshh",-0.211248936160363
"1AGY_A","wcnC","r4s_JC",-0.50683672041624
"1AGY_A","wcnC","resvol",0.108487769654923
"1AGY_A","wcnC","rsa",-0.815328514210099
"1AGY_A","wcnC","seqent",-0.384084370198418
"1AGY_A","wcnCA","ddgent",-0.676142445903142
"1AGY_A","wcnCA","hbe",-0.59253391342542
"1AGY_A","wcnCA","hpshh",-0.2855906959799
"1AGY_A","wcnCA","r4s_JC",-0.607839282448511
"1AGY_A","wcnCA","resvol",0.120543806578473
"1AGY_A","wcnCA","rsa",-0.871542440482889
"1AGY_A","wcnCA","seqent",-0.454679585683745
"1AGY_A","wcnCB","ddgent",-0.744075479753507
"1AGY_A","wcnCB","hbe",-0.54206038106522
"1AGY_A","wcnCB","hpshh",-0.308234663073479
"1AGY_A","wcnCB","r4s_JC",-0.656881592223753
"1AGY_A","wcnCB","resvol",0.101969969763766
"1AGY_A","wcnCB","rsa",-0.915307291659223
"1AGY_A","wcnCB","seqent",-0.50171480951942
"1AGY_A","wcnN","ddgent",-0.552178785681324
"1AGY_A","wcnN","hbe",-0.623254509768086
"1AGY_A","wcnN","hpshh",-0.244653433589655
