                 pdb     free_param_best         sp_cor_best                nres
              1O8A_A               2.400              -0.687                 574
              1O98_A              15.800              -0.766                 509
              1OG1_A               1.800              -0.723                 223
              1OGO_X               6.200              -0.414                 572
              1OJ4_A               5.400              -0.771                 277
              1ONR_A              12.200              -0.816                 316
              1OPM_A               3.000              -0.491                 310
              1OXA_A               3.400              -0.454                 403
              1OYG_A               9.600              -0.692                 440
              1P1X_A              21.400              -0.688                 250
              1P3D_A               6.000              -0.689                 449
              1P5D_X               8.600              -0.725                 454
              1PA9_A              14.600              -0.608                 279
              1PII_A               3.000              -0.733                 452
              1PKN_A               9.600              -0.564                 514
              1PMI_A              17.600              -0.750                 440
              1PP4_A               2.200              -0.610                 233
              1PS9_A               4.600              -0.661                 671
              1PTD_A              14.800              -0.693                 296
              1PUD_A               4.200              -0.573                 372
              1PYL_A               2.200              -0.612                  95
              1Q91_A               6.600              -0.634                 194
              1QAM_A              10.000              -0.496                 235
              1QAZ_A               2.600              -0.295                 351
              1QBA_A               3.800              -0.666                 858
              1QFM_A               2.400              -0.650                 705
              1QGX_A              15.000              -0.740                 354
              1QJE_A               4.400              -0.580                 327
              1QK2_A               3.000              -0.683                 363
              1QWN_A               4.600              -0.665                1014
              1R1J_A               2.600              -0.636                 696
              1R44_A               4.600              -0.775                 202
              1R4Z_A               2.600              -0.631                 179
              1RBN_A               2.200              -0.684                 124
              1RDD_A               1.600              -0.563                 155
              1RU4_A               2.600              -0.577                 400
              1S3I_A              23.200              -0.631                 307
              1S95_A               5.800              -0.686                 324
              1SCA_A               2.400              -0.753                 274
              1SLL_A               2.000              -0.471                 679
              1SML_A               2.600              -0.564                 266
              1SNZ_A               2.200              -0.613                 344
              1TAH_B               5.200              -0.536                 318
              1TLP_E               5.000              -0.669                 316
              1U3F_A              47.600              -0.580                 164
              1U5U_A              11.400              -0.367                 366
              1UAS_A               7.800              -0.661                 362
              1UN1_A               2.200              -0.590                 267
              1VID_A               2.400              -0.625                 213
              1VLB_A               2.200              -0.602                 907
              1VNC_A               2.800              -0.565                 576
              1VQ1_A               5.600              -0.687                 263
              1W0H_A               3.600              -0.708                 194
              1XQW_A               2.400              -0.699                 290
              1Y9M_A               7.400              -0.698                 517
              1YON_A               8.000              -0.697                 292
              1YSC_A               3.000              -0.723                 421
              1ZE1_A               7.600              -0.539                 308
              1ZIO_A               2.800              -0.753                 217
              206L_A               3.600              -0.609                 162
              2A0N_A              46.400              -0.649                 251
              2ABK_A              11.200              -0.634                 211
              2ACY_A               3.000              -0.522                  98
              2AYH_A               4.400              -0.614                 214
              2CPO_A               3.200              -0.426                 298
              2CPU_A               3.200              -0.694                 495
              2DLN_A              10.600              -0.760                 306
              2EBN_A              50.000              -0.529                 285
              2ENG_A               1.800              -0.595                 205
              2F61_A               4.200              -0.679                 497
              2F9R_A              49.800              -0.602                 285
              2NLR_A               4.600              -0.513                 222
              2NMT_A               3.800              -0.557                 422
              2PEC_A               4.800              -0.544                 352
              2PIA_A               3.400              -0.718                 321
              2PTH_A               4.600              -0.489                 193
              2SQC_A               3.400              -0.665                 623
              2THI_A               3.600              -0.470                 362
              2TPS_A              29.000              -0.746                 226
              5EAT_A               1.600              -0.397                 532
              7ATJ_A               2.200              -0.711                 305
