"pdb","r.seqent_ddgent","p.seqent_ddgent","r.seqent_asa","p.seqent_asa","r.seqent_rsa","p.seqent_rsa","r.seqent_wcnca","p.seqent_wcnca","r.seqent_hbe","p.seqent_hbe","r.ddgent_asa","p.ddgent_asa","r.ddgent_rsa","p.ddgent_rsa","r.ddgent_wcnca","p.ddgent_wcnca","r.ddgent_hbe","p.ddgent_hbe","r.asa_rsa","p.asa_rsa","r.asa_wcnca","p.asa_wcnca","r.asa_hbe","p.asa_hbe","r.rsa_wcnca","p.rsa_wcnca","r.rsa_hbe","p.rsa_hbe","r.wcnca_hbe","p.wcnca_hbe"
"1AGY",0.599120912958283,0,0.427963342779674,3.54294593662985e-10,0.422166534690176,6.45177467006874e-10,-0.417300895941748,1.05778206644631e-09,0.0573194632441864,0.423678766596172,0.64417505090666,0,0.652060457920196,0,-0.595354030666586,2.79294196264117e-20,0.268729252667995,0.000134392252737481,0.94133458870187,0,-0.705827780551244,5.10288718268678e-31,0.4427375482988,7.29785121222903e-11,-0.805967918656094,2.79103536656194e-46,0.516851887860392,7.54951656745106e-15,-0.591081005425033,6.030300149097e-20
"1AH7",0.411943537448662,1.87407867002776e-11,0.361626291193871,5.54626966575711e-09,0.391476468155694,2.13159268014351e-10,-0.480862127442231,1.39745825841626e-15,0.111591521339085,0.0812987688971902,0.63011813294569,0,0.666138312410827,0,-0.582387788942089,1.20379436401353e-23,0.276534235169031,1.12176893698468e-05,0.965978740902781,0,-0.740695092524504,7.30158730167074e-44,0.420808931326927,6.20392626160537e-12,-0.789507290406642,1.95293912223092e-53,0.47380487294871,3.99680288865056e-15,-0.477933885380616,2.18906516244567e-15
"1AJ0",0.425278735173785,8.17124146124115e-14,0.42031367072567,1.69197988952874e-13,0.41263246509503,5.08926234488172e-13,-0.466129612822557,1.2859734653058e-16,0.0261618180084606,0.661781298713456,0.630011181402924,0,0.621289994703077,0,-0.512824242933832,2.57140524470708e-20,0.248920452583433,2.35505287218274e-05,0.95258690221762,0,-0.704241918343027,1.49348524304089e-43,0.357291833627023,6.47414122312284e-10,-0.771275431706274,7.13788084358204e-57,0.414729092055466,3.77919917582403e-13,-0.462742076925493,2.2710967246775e-16
"1AK0",0.502148586499684,0,0.497800526102044,0,0.520266180049309,0,-0.555691086456654,8.56313136557021e-23,0.150217910592309,0.0145637746334348,0.652042781673096,0,0.651313352214178,0,-0.508533186318311,9.07586122431961e-19,0.1702856616541,0.00553761010331244,0.94206255962064,0,-0.709368890486485,1.09445493189388e-41,0.396980489888473,2.13087325562356e-11,-0.778060694509636,7.94293555685582e-55,0.47114933047417,4.44089209850063e-16,-0.469981667954219,6.52589757165206e-16
"1AKO",0.440018894947236,4.06341627012807e-14,0.391445699516068,3.02486924397272e-11,0.421730270953343,5.55777646127353e-13,-0.416756866787167,1.10177154561422e-12,-0.0210683877785415,0.731349967436958,0.669885300886259,0,0.682700391898923,0,-0.619153027445658,9.32892840714264e-30,0.237306892221508,8.74877410914632e-05,0.961264584538301,0,-0.738004190999355,2.39659424096211e-47,0.358465210789911,1.51360213251905e-09,-0.797654243786634,2.35933712609706e-60,0.400602903648667,9.42357303301833e-12,-0.454610893108529,4.49495951937491e-15
"1AMY",0.421945009836475,0,0.378301102184817,3.5527136788005e-15,0.404081893803795,0,-0.427852021130246,2.28312376345061e-19,0.0534892007536207,0.284070586678103,0.629716026666629,0,0.623690912745749,0,-0.526668804018896,3.86583006766767e-30,0.143230170934908,0.00396083670845382,0.931821367984954,0,-0.665792439722263,5.96575033819862e-53,0.287955397313141,3.91185261960914e-09,-0.760709916261857,2.8373019005355e-77,0.350466305142689,4.33209024208736e-13,-0.322133360390011,3.49397028901229e-11
"1AQ2",0.482755273751656,0,0.497780063799041,0,0.494725634508848,0,-0.569517053737427,3.07358230345788e-47,0.0906846696831525,0.0361719908770106,0.632640547029066,0,0.629072088143068,0,-0.510262158979326,9.70427631752283e-37,0.269843331908714,2.31246133353125e-10,0.955400679829602,0,-0.696610128682171,9.46335957076715e-79,0.414222274489028,0,-0.753559813418703,5.48514049407652e-99,0.458876264405328,0,-0.441225160214888,7.5593851708503e-27
"1AQL",0.554894841960373,0,0.442922415300333,0,0.446257079379478,0,-0.469435040248674,1.6434382343835e-30,0.151665467447088,0.000447632979520662,0.623193807759871,0,0.6313654122115,0,-0.527485696252259,1.94627295240133e-39,0.200152304970224,3.2739061768261e-06,0.958114496527806,0,-0.681777495681881,5.71962540907972e-74,0.388251445263783,0,-0.728142600051432,5.44070540514238e-89,0.433547912547179,0,-0.376433248132171,2.36154090344159e-19
"1AST",0.59141461215013,0,0.540130435499685,0,0.568116229158186,0,-0.525368856311488,1.38182278611232e-15,0.0760736929885091,0.284325337369063,0.660505658109674,0,0.638861308930195,0,-0.464154228489776,4.43459136629499e-12,0.160067742605839,0.0235661531299112,0.936468778941265,0,-0.701645860708574,5.74451430849993e-31,0.313273543952656,6.27794226404355e-06,-0.797395236077629,2.61927548778452e-45,0.381789672429927,2.42975715103455e-08,-0.368022717711922,8.2596188330943e-08
"1B04",0.363022248941013,4.33693081447473e-11,0.411464738110836,4.2632564145606e-14,0.431409589879369,1.77635683940025e-15,-0.394556460802261,5.45018394207629e-13,0.0431230632526157,0.449322711750895,0.633317186552286,0,0.659639548374401,0,-0.505852662340616,1.51950408462606e-21,0.196420612907574,0.0005045768653682,0.943013218391572,0,-0.661200418332167,2.46256633473854e-40,0.258132168175219,4.12862210330545e-06,-0.735946109110572,4.15456152849067e-54,0.357019878838014,9.46682732205772e-11,-0.281897698043151,4.51220789980467e-07
"1B2R",0.369235528585096,5.8419269421961e-11,0.360681603618373,1.71619607414186e-10,0.356631467923561,2.82727619094203e-10,-0.409108237636882,2.48609532435558e-13,0.145578500772807,0.0123101631446672,0.649879629212828,0,0.625546251462174,0,-0.532639377974816,5.11744880416486e-23,0.282204970162904,8.35205225424573e-07,0.944214644081019,0,-0.687364773721727,1.37559019162274e-42,0.469398259943179,0,-0.775140300925028,2.21525655919661e-60,0.525060861385952,0,-0.449306422342777,4.60514262353342e-16
"1BBS",0.567679903053775,0,0.57742027210414,0,0.56392554175768,0,-0.550613060774416,1.23902220104079e-27,0.154682948173751,0.00479400998486845,0.586130479815868,0,0.584100907957926,0,-0.437113912779337,7.05512636871919e-17,0.259798761998095,1.65734695567465e-06,0.948396623429512,0,-0.699795511975696,5.39590211694999e-50,0.45764489447351,0,-0.74756100845063,2.00997447030469e-60,0.505193139283913,0,-0.391263174059403,1.48955624068362e-13
"1BF2",0.343069652218346,0,0.346307812022499,0,0.345146357413767,0,-0.410265323722146,8.18588702122375e-32,0.10178515612371,0.00526915722240928,0.620327570373852,0,0.590725139233189,0,-0.436761357046995,2.77335762093505e-36,0.194949316559547,7.37775929238182e-08,0.944439708024386,0,-0.701944140672036,2.39230562877843e-112,0.390649508087676,0,-0.756616396853742,3.69540413563183e-140,0.435461142015595,0,-0.345970784708231,1.63796941647756e-22
"1BG0",0.535844014442613,0,0.506895789356001,0,0.511159202583551,0,-0.574587789838361,1.15673331502017e-32,0.137565078058754,0.00935473137402387,0.62738849640327,0,0.604116792020721,0,-0.50880893868885,7.70449765814933e-25,0.144734878558877,0.00622540326842191,0.944318305136437,0,-0.683054528995772,3.05447795102065e-50,0.301286083193862,6.63230115272029e-09,-0.753869851519738,1.48805443297394e-66,0.371768210161233,4.12558875950708e-13,-0.311172839708981,1.97123241729711e-09
"1BH2",0.437603642225283,4.44089209850063e-16,0.491825749247892,0,0.53975985068207,0,-0.499343893212057,2.86976101232032e-21,0.0878732627562721,0.119611193546824,0.649864188015575,0,0.676601899455106,0,-0.474270738439539,4.51629125688645e-19,0.245483157731319,1.04718535838266e-05,0.958634745638916,0,-0.677737622660635,1.0599065301409e-43,0.409144426059895,3.81916720471054e-14,-0.728132026746376,2.806855721961e-53,0.455886514938806,0,-0.400845968153195,1.37652680241481e-13
"1BOL",0.49294447746998,5.32907051820075e-15,0.422128680925242,5.25890442304444e-11,0.414185821214388,1.29823707339938e-10,-0.381156981767175,4.35395073826699e-09,0.0873191352309199,0.194920955001735,0.589455835822058,0,0.556286609307455,0,-0.407713755452826,2.66455070420812e-10,0.127391560046844,0.0580785447409937,0.948676320091272,0,-0.728015525196045,6.2584910093471e-38,0.405244485905957,3.49150486300687e-10,-0.807873525870333,2.01806511462886e-52,0.447275238561973,2.56306087464964e-12,-0.516173218859708,1.62356404861984e-16
"1BP2",0.706254828982782,0,0.592084364355732,5.48894263374677e-13,0.583494050416383,1.41531231179215e-12,-0.575023328252994,3.50780961770648e-12,0.107511510202847,0.236563528339445,0.65627817440741,2.22044604925031e-16,0.639171522361992,1.77635683940025e-15,-0.484602117224408,1.35041120951119e-08,0.0561025318863008,0.537670218639153,0.954435561747972,0,-0.710259697738978,3.60266433408763e-20,0.24512757405996,0.00628251294614657,-0.775925913609725,5.70719912279699e-26,0.291340660337489,0.00107792090163672,-0.464495947012142,6.23642770403245e-08
"1BQC",0.40925614761477,1.26565424807268e-13,0.387537073012022,2.92121882239371e-12,0.367479261287833,4.34852154285181e-11,-0.476279786658949,1.66182620395377e-18,0.145636421089603,0.0112794630975059,0.650039295695304,0,0.620515499822182,0,-0.522078967384141,1.62376567537939e-22,0.209806370393318,0.000240776054976743,0.936572592063795,0,-0.74056049529592,1.00245557083101e-53,0.379006408519104,9.42312894380848e-12,-0.803426140168347,1.58819625255286e-69,0.426600547341561,8.88178419700125e-15,-0.432562974665787,3.35458054181428e-15
"1BS0",0.403613800632873,2.22044604925031e-16,0.425620165143516,0,0.422035978058774,0,-0.454063887163634,7.03858939322297e-21,0.00762202812484558,0.881805651355754,0.620733111980947,0,0.63910169363068,0,-0.495097692101861,4.45278166688426e-25,0.228842788349148,6.06594916230385e-06,0.942491559925503,0,-0.692792129421978,4.72304062317988e-56,0.279312937515621,2.70663806922755e-08,-0.753919435610943,1.64844977918497e-71,0.356747360601432,6.15507644852187e-13,-0.245021341967948,1.21196601667082e-06
"1BS4",0.461108574742364,3.17380344228013e-10,0.476415568741959,6.68431976436068e-11,0.477108184725777,6.21795948063664e-11,-0.47889859121603,5.15379411654596e-11,0.0902108081709797,0.244866577141476,0.689693892205666,0,0.675916302624281,0,-0.537618599157191,5.72900216216375e-14,0.273923244732225,0.000327002314882474,0.950757768079337,0,-0.709961302396233,4.56241066233585e-27,0.389959754056477,1.74085120097089e-07,-0.784456885951081,2.84052959197296e-36,0.456626260244348,4.93669105594563e-10,-0.416011749243013,2.04470593903673e-08
"1BS9",0.563806073254981,0,0.376616429352755,2.23100187213277e-08,0.350937341261059,2.16746371961563e-07,-0.393101881803086,4.65405460663557e-09,0.0969782967307832,0.16449718353147,0.626733008683632,0,0.575051581384711,0,-0.484683927589404,1.35996639620676e-13,0.166933729305507,0.0162119793690494,0.947028816686602,0,-0.72192438863411,1.26845532914225e-34,0.460246706112941,3.01136893199327e-12,-0.785662454333748,1.24741861179275e-44,0.513793500967613,2.44249065417534e-15,-0.538398355329279,5.9072890957057e-17
"1BT1",0.469415020802458,0,0.459992754870138,0,0.461549355541305,0,-0.451047973863626,3.04576405253139e-18,0.13213140053651,0.0153667599721992,0.683988887179147,0,0.685173511347049,0,-0.608063424980471,2.36202362050413e-35,0.192227530750335,0.000394762171605834,0.95608178608544,0,-0.739704899742651,2.05051912112e-59,0.300832194147205,1.85919901696252e-08,-0.801101530792996,1.91277925689856e-76,0.361955927411567,7.73026087586004e-12,-0.422220617107417,5.86380730368724e-16
"1BU7",0.406742974926325,0,0.322381027196677,1.83186799063151e-12,0.308266141079725,1.79443127024115e-11,-0.260205170016463,1.77710191427825e-08,0.0536241770128469,0.253654489530857,0.714917803399615,0,0.717584342926189,0,-0.551501570768924,1.44269674424085e-37,0.289694272654986,3.01626279508582e-10,0.953823300715697,0,-0.691615479358036,5.27889251016737e-66,0.402772624273901,0,-0.739280297073974,8.14968108602817e-80,0.457610891393441,0,-0.423935764497954,2.84665931783504e-21
"1BVV",0.462105418138232,3.560129968605e-11,0.438362222047988,4.35631308803863e-10,0.408166134263543,8.06031996702927e-09,-0.329313956303807,4.71424414065564e-06,0.228637016220415,0.00174632944168063,0.627580036727064,0,0.588814714279341,0,-0.490929182345373,1.29873234270062e-12,0.252861389692214,0.000515477755989702,0.928417211381055,0,-0.716202125036648,2.11949406779883e-30,0.501413306581848,3.59934304583476e-13,-0.801147320985882,1.15741986778135e-42,0.55294843061298,4.44089209850063e-16,-0.567988787214512,3.40924165908738e-17
"1BVZ",0.477493143191426,0,0.407137641531878,0,0.438344873282185,0,-0.433822149258825,3.03809344149657e-28,0.106683351287472,0.0098178409429599,0.621636613842403,0,0.628419386971267,0,-0.46245295474119,2.44874312776135e-32,0.243410099733523,2.45156073219732e-09,0.952151848500046,0,-0.65118933576308,7.19303447203514e-72,0.343866406380616,0,-0.709967662161124,7.6923324444085e-91,0.41363172378209,0,-0.362150926566793,1.43606576831972e-19
"1BWL",0.491788116960313,0,0.47199769645257,0,0.454064178528291,0,-0.436279800525798,5.70254684668003e-20,0.0393863864256006,0.432700658869417,0.630042001578191,0,0.616631482674995,0,-0.52079575472543,4.04714748030553e-29,0.146069335846799,0.00345255696902047,0.953888870229001,0,-0.714892692264121,1.15395029968426e-63,0.248759869767573,4.83585791855035e-07,-0.761320818769629,1.03523691657433e-76,0.277805504654228,1.6690676840625e-08,-0.332311502628563,9.64994019966886e-12
"1BWZ",0.520992525174612,0,0.527073171902572,0,0.495750114299553,0,-0.538109163001043,5.71721896891511e-22,0.236482239619323,7.72444314018905e-05,0.66696419914233,0,0.633460319314067,0,-0.51294289563935,8.64140756761703e-20,0.34950854497011,2.72152567148964e-09,0.955155098209343,0,-0.716178828159815,2.19957705647296e-44,0.522477932546858,0,-0.754587902578834,1.09402028106496e-51,0.574521209936914,0,-0.496723288863908,1.77176250941259e-18
"1BYA",0.504126971936204,0,0.483440515018912,0,0.438168551932344,0,-0.409416907886092,2.87719886666944e-21,0.0580693150558155,0.19895497810274,0.644925528987286,0,0.613754768934952,0,-0.475956763132285,3.98374427784997e-29,0.214835033323176,1.55135086643554e-06,0.945993178090698,0,-0.686477924385872,1.13182283057015e-69,0.338402895152955,1.28785870856518e-14,-0.723643390618346,8.86158899902059e-81,0.374802309965271,0,-0.382046878150511,1.64574376912773e-18
"1BZC",0.555824909043473,0,0.537262583862596,0,0.558700265986371,0,-0.596489567474252,5.23630881551219e-30,0.11545155664671,0.0468207655781077,0.679461394194289,0,0.69231841275115,0,-0.660951455268378,1.15054310117267e-38,0.278185408412265,1.11362574073404e-06,0.969740900166237,0,-0.724382109049279,1.42614423185221e-49,0.397055100820458,1.17550413847312e-12,-0.77322904922132,2.62623102751559e-60,0.422016872714674,2.95319324550292e-14,-0.378367043804848,1.52400002794346e-11
"1C82",0.493819795709532,0,0.37072729454471,0,0.38349546533547,0,-0.403973364907962,1.33514569508006e-29,0.177435853299825,1.68824176904891e-06,0.654366115234686,0,0.664490122189368,0,-0.548129634165996,1.26515942202886e-57,0.371127420216789,0,0.965561422201385,0,-0.686165013727762,3.53213421155969e-101,0.468685605706942,0,-0.723318435273086,2.00034386833009e-117,0.507580934838738,0,-0.402815704655781,1.99725544948098e-29
"1CA2",0.675279355661214,0,0.549315489413924,0,0.585081028316941,0,-0.557482756640068,2.6306753861321e-22,0.134960211795349,0.030874883298925,0.658421926149795,0,0.666895497176879,0,-0.609852988882497,1.81506791982795e-27,0.25506635848247,3.63395119920007e-05,0.95848498760453,0,-0.743795413952534,2.43641615987033e-46,0.41068651715633,7.74913466727867e-12,-0.801882650383017,9.56032752114206e-59,0.458048222648098,1.11022302462516e-14,-0.509369156919045,2.63171200821077e-18
"1CB8",0.490033633670032,0,0.405043780950584,0,0.420266420293258,0,-0.484696689735394,5.2963427534312e-41,0.135193133109034,0.000432404879956216,0.642874250578507,0,0.652287202468941,0,-0.507941940028498,1.71858893128166e-45,0.222759460417482,5.03389685491129e-09,0.960456082590127,0,-0.661415987646674,5.19347757458841e-86,0.410198015010615,0,-0.711072546758813,6.89894076247481e-105,0.440226031573894,0,-0.300908948305514,1.42464814499671e-15
"1CBX",0.432456255801191,1.99840144432528e-15,0.453326704248417,0,0.486078786299287,0,-0.448298142107928,1.39053566791978e-16,0.0442697354399575,0.439591490785336,0.593482849763036,0,0.566924827599274,0,-0.498383738839663,1.11397368942131e-20,0.183715786117838,0.00122328934683491,0.946893985768136,0,-0.73948086242864,2.33821199951792e-54,0.417955565344581,2.08721928629529e-14,-0.806932911982029,1.01393227623193e-71,0.456378123553073,0,-0.489141436678363,7.14821117794615e-20
"1CDG",0.450078896137466,0,0.338808847810613,0,0.346523729315536,0,-0.246992906731152,5.408543946005e-11,0.067329844926464,0.078025284159208,0.623090828039303,0,0.585104073575987,0,-0.390077968708449,2.35968272302871e-26,0.181519239538552,1.70631176055203e-06,0.949681215392431,0,-0.662323864615822,7.83883321234698e-88,0.347762983788748,0,-0.722967896307012,5.97929001221906e-112,0.400640749141439,0,-0.279349401098649,9.18510162635563e-14
"1CEL",0.638441612189901,0,0.553007147698986,0,0.547746217393047,0,-0.505440702117077,1.85558129051924e-29,0.215440343201621,6.0885781090203e-06,0.650962854037837,0,0.625360440859472,0,-0.491371423804754,1.06426572808787e-27,0.20860551995979,1.20604563607074e-05,0.949470192703926,0,-0.713651940332063,1.26193120035602e-68,0.448085824414837,0,-0.776373045884406,1.95339107401627e-88,0.483968878909723,0,-0.387211315306128,6.14028034275428e-17
"1CHD",0.540987748392566,2.22044604925031e-16,0.420375259564324,7.01195546071176e-10,0.420361971015296,7.02149893783144e-10,-0.360752852697041,1.7797395259186e-07,0.0663731135628008,0.352855871411056,0.672503112193311,0,0.671602211265438,0,-0.626011527132577,6.10317290047958e-23,0.217820479268701,0.00205131926881785,0.941601437936014,0,-0.706095689565209,3.34758032920885e-31,0.380672594007651,3.15995047905915e-08,-0.810593994574587,1.97865315057249e-47,0.457176329254091,1.28226318452107e-11,-0.489107297016014,2.64358771178201e-13
"1CHK",0.441400603057718,9.06608121908903e-13,0.403124925262041,1.02861497097706e-10,0.36408152735903,7.16364301212025e-09,-0.300331610836391,2.3785365498384e-06,0.124135194613573,0.0558267992214434,0.6361136088494,0,0.591052000630809,0,-0.444830164663947,5.75911109483408e-13,0.311959760186894,9.08742488370251e-07,0.923848044378511,0,-0.67413383079014,6.76065734027206e-33,0.466053778195019,3.10862446895044e-14,-0.786814977527056,2.27361016081242e-51,0.56974993862325,0,-0.558928363935737,5.87900361949922e-21
"1CM0",0.397876660777956,1.57960144298031e-07,0.303720752262557,8.52915352536066e-05,0.297668232700826,0.000119604953840113,-0.276239601570045,0.000373373120642137,0.120491000357111,0.126687829548409,0.663428991190884,0,0.655182835082913,0,-0.621177201939601,1.15649958166196e-18,0.398869958327686,1.46168792181101e-07,0.94529961541092,0,-0.782290370618823,1.02952704488263e-34,0.513182250259908,2.89945845111106e-12,-0.836553465941315,1.16388113624484e-43,0.579525430661735,6.66133814775094e-16,-0.649958445445654,8.13079232721702e-21
"1CNS",0.633496047901659,0,0.6065394857064,0,0.583934420867442,0,-0.486270825635349,7.93027834974834e-16,0.276319689122415,1.2391622816077e-05,0.635393195319544,0,0.605324570246846,0,-0.508553739591691,2.18071817498254e-17,0.357886153913929,9.38862521060457e-09,0.912195921177346,0,-0.687340443422134,2.54333544708857e-35,0.439109228497072,7.0921046813055e-13,-0.794131075790216,4.86033711874949e-54,0.514553931688307,0,-0.534975928340781,2.1568814129579e-19
"1COY",0.443480504432413,0,0.363260499914419,0,0.357139582875142,0,-0.456975567540395,3.22350727622644e-27,0.125592073216501,0.00487371621636745,0.620758093260478,0,0.613583416513565,0,-0.501159582415153,3.23652390486603e-33,0.2247375388795,3.71705396240429e-07,0.938739809856623,0,-0.654330052726795,1.50670726657495e-62,0.339991741276568,5.10702591327572e-15,-0.714282122712406,2.27977543410268e-79,0.393632922113857,0,-0.306858784797717,2.19700433738409e-12
"1CQQ",0.497725011515632,1.17306164781894e-12,0.369136101502462,3.41043481899561e-07,0.313186720075069,1.86255736820407e-05,-0.281605717128697,0.000128346122844129,0.14658624246226,0.049578871484619,0.669037380946967,0,0.635859642222076,0,-0.635745489641824,9.0175535732845e-22,0.342209940741122,2.57637762501872e-06,0.945538855594592,0,-0.746278799949091,2.7364036089975e-33,0.566801550934947,0,-0.820324040999738,4.6111780273806e-45,0.640633750553662,0,-0.544351111814464,2.82607029628027e-15
"1CVR",0.477840049539831,0,0.312169676128466,3.22133431041038e-11,0.314051440449507,2.41850983684344e-11,-0.370492825996155,1.67386556300084e-15,0.0495164268137606,0.304501618773116,0.643347023764572,0,0.636056067634021,0,-0.578392309194008,6.19871677134054e-40,0.203093345355243,2.10555085664588e-05,0.962743205778345,0,-0.708950417212214,3.33490579361607e-67,0.340567864446177,3.41948691584548e-13,-0.765707928685671,1.93028932653247e-84,0.40311439074747,0,-0.364804141686753,4.80664083600691e-15
"1CWY",0.516185092837603,0,0.497238966027558,0,0.524594200458649,0,-0.569330470193722,2.69606294426349e-44,0.00174212092560721,0.969003970838747,0.644644863538897,0,0.662102740873167,0,-0.49166377661706,8.59872867408374e-32,0.16923256681712,0.000143450167943371,0.937546188198102,0,-0.64560532387053,2.68743904656024e-60,0.253613606697627,8.86809603528604e-09,-0.712176198894555,1.49897653528476e-78,0.315551553856786,5.06039654624146e-13,-0.226445842629208,3.09722975147652e-07
"1CZ1",0.603150013584839,0,0.49377865505047,0,0.489143676764849,0,-0.565376501080283,1.16370153677739e-34,0.0883881176781331,0.0797203867179193,0.666521544730322,0,0.653717247134566,0,-0.598810689643374,1.06285529376136e-39,0.157952285243956,0.00166048636342042,0.95745273103784,0,-0.734728697589625,4.6842238271101e-68,0.297148389936392,1.78884906887333e-09,-0.787378457799014,2.25748536680815e-84,0.337357986358038,6.08069150587198e-12,-0.357003654363305,2.75326838223016e-13
