"pdb","variable","value"
"132L_A","r.bfAA.wcnAA",-0.8132871754524
"132L_A","r.bfAA.wcnC",-0.755688434303698
"132L_A","r.bfAA.wcnCA",-0.75120692368214
"132L_A","r.bfAA.wcnCB",-0.760484657749803
"132L_A","r.bfAA.wcnN",-0.65963808025177
"132L_A","r.bfAA.wcnO",-0.757450826121165
"132L_A","r.bfAA.wcnSC",-0.75458064516129
"132L_A","sum.bfC",2490.41
"132L_A","mean.bfC",20.0839516129032
"132L_A","median.bfC",15.58
"132L_A","sd.bfC",17.8420839325049
"132L_A","r.bfC.bfCA",0.542911231734481
"132L_A","r.bfC.bfCB",0.504520269443145
"132L_A","r.bfC.bfN",0.446859804733375
"132L_A","r.bfC.bfO",0.714823464242775
"132L_A","r.bfC.bfSC",0.496434950559232
"132L_A","r.bfC.ddgent",0.256236270317254
"132L_A","r.bfC.hbe_mean",0.426769645592405
"132L_A","r.bfC.hpshh",0.181240305895848
"132L_A","r.bfC.hpskd",-0.165171451367218
"132L_A","r.bfC.hpsww",-0.0955699567656118
"132L_A","r.bfC.rsa",0.431805503048012
"132L_A","r.bfC.seqent",0.259549216366636
"132L_A","r.bfC.sizeAA",-0.00911405900529924
"132L_A","r.bfC.sizeSC",-0.00911405900529924
"132L_A","r.bfC.wcnAA",-0.543611403493392
"132L_A","r.bfC.wcnC",-0.600567134356261
"132L_A","r.bfC.wcnCA",-0.551101851603776
"132L_A","r.bfC.wcnCB",-0.498712776290558
"132L_A","r.bfC.wcnN",-0.48908534739574
"132L_A","r.bfC.wcnO",-0.594883206084263
"132L_A","r.bfC.wcnSC",-0.46272715288966
"132L_A","sum.bfCA",2142.34
"132L_A","mean.bfCA",17.276935483871
"132L_A","median.bfCA",12.185
"132L_A","sd.bfCA",18.1219666002125
"132L_A","r.bfCA.bfCB",0.708542492211705
"132L_A","r.bfCA.bfN",0.71342494901894
"132L_A","r.bfCA.bfO",0.614446474552412
"132L_A","r.bfCA.bfSC",0.546429032365638
"132L_A","r.bfCA.ddgent",0.309686901606451
"132L_A","r.bfCA.hbe_mean",0.28456851620243
"132L_A","r.bfCA.hpshh",0.0747704910876662
"132L_A","r.bfCA.hpskd",-0.0674453335754044
"132L_A","r.bfCA.hpsww",-0.0669999149349506
"132L_A","r.bfCA.rsa",0.360080932183905
"132L_A","r.bfCA.seqent",0.275960609449042
"132L_A","r.bfCA.sizeAA",-0.0783225887843468
"132L_A","r.bfCA.sizeSC",-0.0783225887843468
"132L_A","r.bfCA.wcnAA",-0.481388289711685
"132L_A","r.bfCA.wcnC",-0.537424054420406
"132L_A","r.bfCA.wcnCA",-0.56159449378929
"132L_A","r.bfCA.wcnCB",-0.507749175148374
"132L_A","r.bfCA.wcnN",-0.536300506652868
"132L_A","r.bfCA.wcnO",-0.517171869871088
"132L_A","r.bfCA.wcnSC",-0.42739505301734
"132L_A","sum.bfCB",2251.27
"132L_A","mean.bfCB",18.1554032258065
"132L_A","median.bfCB",13.83
"132L_A","sd.bfCB",16.1603410673575
"132L_A","r.bfCB.bfN",0.579970699729588
"132L_A","r.bfCB.bfO",0.64755433400412
"132L_A","r.bfCB.bfSC",0.828325680510638
"132L_A","r.bfCB.ddgent",0.43683427880407
"132L_A","r.bfCB.hbe_mean",0.444866178728286
"132L_A","r.bfCB.hpshh",0.312638662368523
"132L_A","r.bfCB.hpskd",-0.255237176521104
"132L_A","r.bfCB.hpsww",-0.335151587604874
"132L_A","r.bfCB.rsa",0.580498344820595
"132L_A","r.bfCB.seqent",0.413504539803931
"132L_A","r.bfCB.sizeAA",0.0120050456749978
"132L_A","r.bfCB.sizeSC",0.0120050456749978
"132L_A","r.bfCB.wcnAA",-0.647177397167137
"132L_A","r.bfCB.wcnC",-0.647957891112826
"132L_A","r.bfCB.wcnCA",-0.650000393414245
"132L_A","r.bfCB.wcnCB",-0.679917229896968
"132L_A","r.bfCB.wcnN",-0.630692609717473
"132L_A","r.bfCB.wcnO",-0.655967395515154
"132L_A","r.bfCB.wcnSC",-0.613896254120135
"132L_A","sum.bfN",2014.31
"132L_A","mean.bfN",16.244435483871
"132L_A","median.bfN",13.135
"132L_A","sd.bfN",13.8787443670955
"132L_A","r.bfN.bfO",0.701074795314845
"132L_A","r.bfN.bfSC",0.470175123894753
"132L_A","r.bfN.ddgent",0.249465769947578
"132L_A","r.bfN.hbe_mean",0.401718712798651
"132L_A","r.bfN.hpshh",0.111133480214282
"132L_A","r.bfN.hpskd",-0.0995534434488019
"132L_A","r.bfN.hpsww",-0.0422879438436606
"132L_A","r.bfN.rsa",0.390268997134204
"132L_A","r.bfN.seqent",0.247876831857349
"132L_A","r.bfN.sizeAA",-0.0564908449378808
"132L_A","r.bfN.sizeSC",-0.0564908449378808
"132L_A","r.bfN.wcnAA",-0.540839095279136
"132L_A","r.bfN.wcnC",-0.588194381090396
"132L_A","r.bfN.wcnCA",-0.618583338343904
"132L_A","r.bfN.wcnCB",-0.514358908210886
"132L_A","r.bfN.wcnN",-0.60401514415102
"132L_A","r.bfN.wcnO",-0.542755714476255
"132L_A","r.bfN.wcnSC",-0.455680148062621
"132L_A","sum.bfO",2573.74
"132L_A","mean.bfO",20.7559677419355
"132L_A","median.bfO",15.01
"132L_A","sd.bfO",18.8573158872225
"132L_A","r.bfO.bfSC",0.639058972053962
"132L_A","r.bfO.ddgent",0.347799130348941
"132L_A","r.bfO.hbe_mean",0.547438381528704
"132L_A","r.bfO.hpshh",0.32971074848091
"132L_A","r.bfO.hpskd",-0.277995229648313
"132L_A","r.bfO.hpsww",-0.241174515807578
"132L_A","r.bfO.rsa",0.575070592244293
"132L_A","r.bfO.seqent",0.333041161743962
"132L_A","r.bfO.sizeAA",-0.0015328771992761
"132L_A","r.bfO.sizeSC",-0.0015328771992761
"132L_A","r.bfO.wcnAA",-0.707419320825027
"132L_A","r.bfO.wcnC",-0.76080292622349
"132L_A","r.bfO.wcnCA",-0.707293430940819
"132L_A","r.bfO.wcnCB",-0.664116347904531
"132L_A","r.bfO.wcnN",-0.631271677114627
"132L_A","r.bfO.wcnO",-0.766313755904702
"132L_A","r.bfO.wcnSC",-0.618943910203544
"132L_A","sum.bfSC",3200.2953452379
"132L_A","mean.bfSC",25.8088334293379
"132L_A","median.bfSC",15.681
"132L_A","sd.bfSC",22.2864831446247
"132L_A","r.bfSC.ddgent",0.538015008678886
"132L_A","r.bfSC.hbe_mean",0.425841184693304
"132L_A","r.bfSC.hpshh",0.454661649330991
"132L_A","r.bfSC.hpskd",-0.457019643249604
"132L_A","r.bfSC.hpsww",-0.381988250531251
"132L_A","r.bfSC.rsa",0.72082986339306
"132L_A","r.bfSC.seqent",0.492923615338941
"132L_A","r.bfSC.sizeAA",0.346075303923352
"132L_A","r.bfSC.sizeSC",0.346075303923352
"132L_A","r.bfSC.wcnAA",-0.752643198495343
"132L_A","r.bfSC.wcnC",-0.644353492295829
"132L_A","r.bfSC.wcnCA",-0.649905035256564
"132L_A","r.bfSC.wcnCB",-0.714430707208921
"132L_A","r.bfSC.wcnN",-0.567295935950248
"132L_A","r.bfSC.wcnO",-0.648894805500104
"132L_A","r.bfSC.wcnSC",-0.730219874461761
"132L_A","sum.ddgent",276.434122062
"132L_A","mean.ddgent",2.22930743598387
"132L_A","median.ddgent",2.5059848585
"132L_A","sd.ddgent",0.752119115389037
"132L_A","r.ddgent.hbe_mean",0.331971707879615
"132L_A","r.ddgent.hpshh",0.413785762049493
"132L_A","r.ddgent.hpskd",-0.435291119721694
"132L_A","r.ddgent.hpsww",-0.476416208349101
"132L_A","r.ddgent.rsa",0.730665445616754
"132L_A","r.ddgent.seqent",0.597512175566689
"132L_A","r.ddgent.sizeAA",0.188559175196839
"132L_A","r.ddgent.sizeSC",0.188559175196839
"132L_A","r.ddgent.wcnAA",-0.640648308418568
"132L_A","r.ddgent.wcnC",-0.498284815106216
"132L_A","r.ddgent.wcnCA",-0.561277734067663
"132L_A","r.ddgent.wcnCB",-0.671364280094414
"132L_A","r.ddgent.wcnN",-0.466284815106216
"132L_A","r.ddgent.wcnO",-0.506341463414634
"132L_A","r.ddgent.wcnSC",-0.725797010228167
"132L_A","sum.hbe_mean",-88.975
"132L_A","mean.hbe_mean",-0.717540322580645
"132L_A","median.hbe_mean",-0.75
"132L_A","sd.hbe_mean",0.389691610387495
"132L_A","r.hbe_mean.hpshh",0.291278619113918
"132L_A","r.hbe_mean.hpskd",-0.194410542762792
"132L_A","r.hbe_mean.hpsww",-0.247650525536736
"132L_A","r.hbe_mean.rsa",0.514402423939871
"132L_A","r.hbe_mean.seqent",0.220395321653384
"132L_A","r.hbe_mean.sizeAA",-0.0417379567993142
"132L_A","r.hbe_mean.sizeSC",-0.0417379567993142
"132L_A","r.hbe_mean.wcnAA",-0.540447321023771
"132L_A","r.hbe_mean.wcnC",-0.53818997385798
"132L_A","r.hbe_mean.wcnCA",-0.518239054765066
"132L_A","r.hbe_mean.wcnCB",-0.541782209724322
"132L_A","r.hbe_mean.wcnN",-0.476791390277423
"132L_A","r.hbe_mean.wcnO",-0.53605541126606
"132L_A","r.hbe_mean.wcnSC",-0.5161737552661
"132L_A","sum.hpshh",117.2
"132L_A","mean.hpshh",0.945161290322581
"132L_A","median.hpshh",0.74
"132L_A","sd.hpshh",1.2176269629605
"132L_A","r.hpshh.hpskd",-0.94165753050497
"132L_A","r.hpshh.hpsww",-0.815970222005583
"132L_A","r.hpshh.rsa",0.543416370639182
"132L_A","r.hpshh.seqent",0.338138897816035
"132L_A","r.hpshh.sizeAA",0.233605966813556
"132L_A","r.hpshh.sizeSC",0.233605966813556
"132L_A","r.hpshh.wcnAA",-0.481166199363055
"132L_A","r.hpshh.wcnC",-0.345310144083543
"132L_A","r.hpshh.wcnCA",-0.368564585140564
"132L_A","r.hpshh.wcnCB",-0.456037011022122
"132L_A","r.hpshh.wcnN",-0.308310712418037
"132L_A","r.hpshh.wcnO",-0.361747322289971
"132L_A","r.hpshh.wcnSC",-0.525869769277773
"132L_A","sum.hpskd",-41.4
"132L_A","mean.hpskd",-0.333870967741935
"132L_A","median.hpskd",-0.7
"132L_A","sd.hpskd",2.91081211523643
"132L_A","r.hpskd.hpsww",0.718022247177118
"132L_A","r.hpskd.rsa",-0.52441102828846
"132L_A","r.hpskd.seqent",-0.332503288851693
"132L_A","r.hpskd.sizeAA",-0.442351865158491
"132L_A","r.hpskd.sizeSC",-0.442351865158491
"132L_A","r.hpskd.wcnAA",0.461245359071584
"132L_A","r.hpskd.wcnC",0.28367806187872
"132L_A","r.hpskd.wcnCA",0.302608308474862
"132L_A","r.hpskd.wcnCB",0.39974977975257
"132L_A","r.hpskd.wcnN",0.23389864187561
"132L_A","r.hpskd.wcnO",0.303584127044169
"132L_A","r.hpskd.wcnSC",0.498579924073917
"132L_A","sum.hpsww",-10.86
"132L_A","mean.hpsww",-0.0875806451612903
"132L_A","median.hpsww",-0.13
"132L_A","sd.hpsww",0.710860432447251
"132L_A","r.hpsww.rsa",-0.456642011888994
"132L_A","r.hpsww.seqent",-0.363331407172064
"132L_A","r.hpsww.sizeAA",-0.0780590683626684
"132L_A","r.hpsww.sizeSC",-0.0780590683626684
"132L_A","r.hpsww.wcnAA",0.379027189932098
"132L_A","r.hpsww.wcnC",0.279681364585758
"132L_A","r.hpsww.wcnCA",0.310807219323046
"132L_A","r.hpsww.wcnCB",0.410904206039034
"132L_A","r.hpsww.wcnN",0.241141736498451
"132L_A","r.hpsww.wcnO",0.315875980498069
"132L_A","r.hpsww.wcnSC",0.430724766549089
"132L_A","sum.rsa",35.9462974291751
"132L_A","mean.rsa",0.289889495396573
"132L_A","median.rsa",0.227665317139
"132L_A","sd.rsa",0.252816911404662
"132L_A","r.rsa.seqent",0.541964999059899
"132L_A","r.rsa.sizeAA",0.157005269173357
"132L_A","r.rsa.sizeSC",0.157005269173357
"132L_A","r.rsa.wcnAA",-0.903891770402267
"132L_A","r.rsa.wcnC",-0.757028916233658
"132L_A","r.rsa.wcnCA",-0.816382930031184
"132L_A","r.rsa.wcnCB",-0.890347985998886
"132L_A","r.rsa.wcnN",-0.68930054945775
"132L_A","r.rsa.wcnO",-0.762437614886612
"132L_A","r.rsa.wcnSC",-0.943065482473695
"132L_A","sum.seqent",169.76309999
"132L_A","mean.seqent",1.36905725798387
"132L_A","median.seqent",1.4463506265
"132L_A","sd.seqent",0.714101274962818
"132L_A","r.seqent.sizeAA",0.0799696365235759
"132L_A","r.seqent.sizeSC",0.0799696365235759
"132L_A","r.seqent.wcnAA",-0.539160811667448
"132L_A","r.seqent.wcnC",-0.462842351252337
"132L_A","r.seqent.wcnCA",-0.529146570799783
"132L_A","r.seqent.wcnCB",-0.578808645247225
"132L_A","r.seqent.wcnN",-0.4177121771347
"132L_A","r.seqent.wcnO",-0.463009150361698
"132L_A","r.seqent.wcnSC",-0.600486235158123
"132L_A","sum.sizeAA",956
"132L_A","mean.sizeAA",7.70967741935484
"132L_A","median.sizeAA",8
"132L_A","sd.sizeAA",2.51426561890601
"132L_A","r.sizeAA.sizeSC",1
"132L_A","r.sizeAA.wcnAA",-0.159230805760293
"132L_A","r.sizeAA.wcnC",-0.0106625343112461
"132L_A","r.sizeAA.wcnCA",0.0337028245396291
"132L_A","r.sizeAA.wcnCB",0.0116929472909044
"132L_A","r.sizeAA.wcnN",0.0558631036829003
"132L_A","r.sizeAA.wcnO",-0.0284195579886485
"132L_A","r.sizeAA.wcnSC",-0.0990284474177139
"132L_A","sum.sizeSC",460
"132L_A","mean.sizeSC",3.70967741935484
"132L_A","median.sizeSC",4
"132L_A","sd.sizeSC",2.51426561890601
"132L_A","r.sizeSC.wcnAA",-0.159230805760293
"132L_A","r.sizeSC.wcnC",-0.0106625343112461
"132L_A","r.sizeSC.wcnCA",0.0337028245396291
"132L_A","r.sizeSC.wcnCB",0.0116929472909044
"132L_A","r.sizeSC.wcnN",0.0558631036829003
"132L_A","r.sizeSC.wcnO",-0.0284195579886485
"132L_A","r.sizeSC.wcnSC",-0.0990284474177139
"132L_A","sum.wcnAA",92.04374862029
"132L_A","mean.wcnAA",0.742288295324919
"132L_A","median.wcnAA",0.7384787194765
"132L_A","sd.wcnAA",0.144879236367585
"132L_A","r.wcnAA.wcnC",0.905611329661684
"132L_A","r.wcnAA.wcnCA",0.926621557828482
"132L_A","r.wcnAA.wcnCB",0.94148859166011
"132L_A","r.wcnAA.wcnN",0.821035405192762
"132L_A","r.wcnAA.wcnO",0.902539732494099
"132L_A","r.wcnAA.wcnSC",0.943125098347758
"132L_A","sum.wcnC",107.878149681701
"132L_A","mean.wcnC",0.869985078078234
"132L_A","median.wcnC",0.876738465862
"132L_A","sd.wcnC",0.147761294352766
"132L_A","r.wcnC.wcnCA",0.948437450826121
"132L_A","r.wcnC.wcnCB",0.871351691581432
"132L_A","r.wcnC.wcnN",0.879043273013375
"132L_A","r.wcnC.wcnO",0.965261998426436
"132L_A","r.wcnC.wcnSC",0.795386309992132
"132L_A","sum.wcnCA",98.559298132357
"132L_A","mean.wcnCA",0.794833049454492
"132L_A","median.wcnCA",0.7845169371945
"132L_A","sd.wcnCA",0.143782131011775
"132L_A","r.wcnCA.wcnCB",0.925904012588513
"132L_A","r.wcnCA.wcnN",0.912560188827695
"132L_A","r.wcnCA.wcnO",0.903553107789142
"132L_A","r.wcnCA.wcnSC",0.863376868607396
"132L_A","sum.wcnCB",90.205611705406
"132L_A","mean.wcnCB",0.727464610527468
"132L_A","median.wcnCB",0.724184487928
"132L_A","sd.wcnCB",0.162964251538762
"132L_A","r.wcnCB.wcnN",0.815093627065303
"132L_A","r.wcnCB.wcnO",0.86585051140834
"132L_A","r.wcnCB.wcnSC",0.950596380802518
"132L_A","sum.wcnN",112.735503172208
"132L_A","mean.wcnN",0.909157283646839
"132L_A","median.wcnN",0.922669636417
"132L_A","sd.wcnN",0.144121552053483
"132L_A","r.wcnN.wcnO",0.806974036191975
"132L_A","r.wcnN.wcnSC",0.735911880409127
"132L_A","sum.wcnO",98.782609096173
"132L_A","mean.wcnO",0.796633944323976
"132L_A","median.wcnO",0.801719001494
"132L_A","sd.wcnO",0.16040633716076
"132L_A","r.wcnO.wcnSC",0.797708890637293
"132L_A","sum.wcnSC",85.936996047756
"132L_A","mean.wcnSC",0.69304029070771
"132L_A","median.wcnSC",0.664485480659
"132L_A","sd.wcnSC",0.167710193991453
"13PK_A","sum.asa",17185
"13PK_A","mean.asa",41.4096385542169
"13PK_A","median.asa",22
"13PK_A","sd.asa",47.6611520435695
"13PK_A","r.asa.bfAA",0.558404585498227
"13PK_A","r.asa.bfC",0.402447112810805
"13PK_A","r.asa.bfCA",0.436697426475403
"13PK_A","r.asa.bfCB",0.509083765991072
"13PK_A","r.asa.bfN",0.399810114335888
"13PK_A","r.asa.bfO",0.389944819901791
"13PK_A","r.asa.bfSC",0.603784553546702
"13PK_A","r.asa.ddgent",0.807787521220756
"13PK_A","r.asa.hbe_mean",0.344412670635616
"13PK_A","r.asa.hpshh",0.550985260439393
"13PK_A","r.asa.hpskd",-0.567765901138103
"13PK_A","r.asa.hpsww",-0.507024395543002
"13PK_A","r.asa.rsa",0.985027955316373
"13PK_A","r.asa.seqent",0.445300883408039
"13PK_A","r.asa.sizeAA",0.370917686173062
"13PK_A","r.asa.sizeSC",0.370917686173062
"13PK_A","r.asa.wcnAA",-0.818081903845991
"13PK_A","r.asa.wcnC",-0.722603804545471
"13PK_A","r.asa.wcnCA",-0.765579455424958
"13PK_A","r.asa.wcnCB",-0.808482195847946
"13PK_A","r.asa.wcnN",-0.64745759615563
"13PK_A","r.asa.wcnO",-0.72219891522802
"13PK_A","r.asa.wcnSC",-0.828413669957603
"13PK_A","sum.bfAA",16970.2478492067
"13PK_A","mean.bfAA",40.8921634920643
"13PK_A","median.bfAA",38.9155555556
"13PK_A","sd.bfAA",12.884465950745
"13PK_A","r.bfAA.bfC",0.916214072028182
"13PK_A","r.bfAA.bfCA",0.949072530754174
"13PK_A","r.bfAA.bfCB",0.973961290529781
"13PK_A","r.bfAA.bfN",0.904732912746324
"13PK_A","r.bfAA.bfO",0.872700471968435
"13PK_A","r.bfAA.bfSC",0.974612699220352
"13PK_A","r.bfAA.ddgent",0.522928189468921
"13PK_A","r.bfAA.hbe_mean",0.179621715165303
"13PK_A","r.bfAA.hpshh",0.393927065550752
"13PK_A","r.bfAA.hpskd",-0.388035360674622
"13PK_A","r.bfAA.hpsww",-0.351412793574788
"13PK_A","r.bfAA.rsa",0.558538305828334
"13PK_A","r.bfAA.seqent",0.328007456113719
"13PK_A","r.bfAA.sizeAA",0.220822238445186
"13PK_A","r.bfAA.sizeSC",0.220822238445186
"13PK_A","r.bfAA.wcnAA",-0.637244909287859
"13PK_A","r.bfAA.wcnC",-0.578105842185878
"13PK_A","r.bfAA.wcnCA",-0.61635667319599
"13PK_A","r.bfAA.wcnCB",-0.615483279920824
"13PK_A","r.bfAA.wcnN",-0.534660822834013
"13PK_A","r.bfAA.wcnO",-0.546690631534946
"13PK_A","r.bfAA.wcnSC",-0.631545858666517
"13PK_A","sum.bfC",16252.61
"13PK_A","mean.bfC",39.1629156626506
"13PK_A","median.bfC",38.23
"13PK_A","sd.bfC",10.794681882173
"13PK_A","r.bfC.bfCA",0.975291294278651
"13PK_A","r.bfC.bfCB",0.9163157081767
"13PK_A","r.bfC.bfN",0.928640217955884
"13PK_A","r.bfC.bfO",0.962627483433756
"13PK_A","r.bfC.bfSC",0.821196548363757
"13PK_A","r.bfC.ddgent",0.382095003840751
"13PK_A","r.bfC.hbe_mean",0.180927956479306
"13PK_A","r.bfC.hpshh",0.202466212082593
"13PK_A","r.bfC.hpskd",-0.192235114229951
"13PK_A","r.bfC.hpsww",-0.191035776269046
"13PK_A","r.bfC.rsa",0.420003391549828
"13PK_A","r.bfC.seqent",0.248815767961243
"13PK_A","r.bfC.sizeAA",0.108652602219849
"13PK_A","r.bfC.sizeSC",0.108652602219849
"13PK_A","r.bfC.wcnAA",-0.542038422954905
"13PK_A","r.bfC.wcnC",-0.543349437339379
"13PK_A","r.bfC.wcnCA",-0.547944409699534
"13PK_A","r.bfC.wcnCB",-0.528040026359827
"13PK_A","r.bfC.wcnN",-0.475626398257409
"13PK_A","r.bfC.wcnO",-0.520368363393861
"13PK_A","r.bfC.wcnSC",-0.51609768177887
"13PK_A","sum.bfCA",16090.68
"13PK_A","mean.bfCA",38.7727228915663
"13PK_A","median.bfCA",37.9
"13PK_A","sd.bfCA",11.2581607999237
"13PK_A","r.bfCA.bfCB",0.958336780447695
"13PK_A","r.bfCA.bfN",0.963425320625788
"13PK_A","r.bfCA.bfO",0.927150875197973
"13PK_A","r.bfCA.bfSC",0.875440522065806
"13PK_A","r.bfCA.ddgent",0.420001011572662
"13PK_A","r.bfCA.hbe_mean",0.191388913535243
"13PK_A","r.bfCA.hpshh",0.253609938738698
"13PK_A","r.bfCA.hpskd",-0.243911978572959
"13PK_A","r.bfCA.hpsww",-0.23204148132333
"13PK_A","r.bfCA.rsa",0.451195896676143
"13PK_A","r.bfCA.seqent",0.259866281991899
"13PK_A","r.bfCA.sizeAA",0.125429920046957
"13PK_A","r.bfCA.sizeSC",0.125429920046957
"13PK_A","r.bfCA.wcnAA",-0.568475919224785
"13PK_A","r.bfCA.wcnC",-0.555445355256359
"13PK_A","r.bfCA.wcnCA",-0.571014672207824
"13PK_A","r.bfCA.wcnCB",-0.552899382752239
"13PK_A","r.bfCA.wcnN",-0.509669310256891
"13PK_A","r.bfCA.wcnO",-0.526939663902202
"13PK_A","r.bfCA.wcnSC",-0.549906219680675
"13PK_A","sum.bfCB",16206.59
"13PK_A","mean.bfCB",39.0520240963855
"13PK_A","median.bfCB",37.69
"13PK_A","sd.bfCB",12.9327363058599
"13PK_A","r.bfCB.bfN",0.912503734636392
"13PK_A","r.bfCB.bfO",0.862644197480668
"13PK_A","r.bfCB.bfSC",0.94918707769489
"13PK_A","r.bfCB.ddgent",0.486602670382932
"13PK_A","r.bfCB.hbe_mean",0.190336211727529
"13PK_A","r.bfCB.hpshh",0.348974985428337
"13PK_A","r.bfCB.hpskd",-0.330751418747882
"13PK_A","r.bfCB.hpsww",-0.310086353892234
"13PK_A","r.bfCB.rsa",0.519615530894931
"13PK_A","r.bfCB.seqent",0.291277529205914
"13PK_A","r.bfCB.sizeAA",0.15466563337633
"13PK_A","r.bfCB.sizeSC",0.15466563337633
"13PK_A","r.bfCB.wcnAA",-0.601575618171575
"13PK_A","r.bfCB.wcnC",-0.559617785202701
"13PK_A","r.bfCB.wcnCA",-0.591289985435247
"13PK_A","r.bfCB.wcnCB",-0.586714740832047
"13PK_A","r.bfCB.wcnN",-0.522885793077001
"13PK_A","r.bfCB.wcnO",-0.533588059250617
"13PK_A","r.bfCB.wcnSC",-0.595170393254156
"13PK_A","sum.bfN",16106.47
"13PK_A","mean.bfN",38.8107710843373
"13PK_A","median.bfN",37.87
"13PK_A","sd.bfN",10.7977196055165
"13PK_A","r.bfN.bfO",0.871560366224927
"13PK_A","r.bfN.bfSC",0.824172374007858
"13PK_A","r.bfN.ddgent",0.384299992268625
"13PK_A","r.bfN.hbe_mean",0.188916519961655
"13PK_A","r.bfN.hpshh",0.220104605903415
"13PK_A","r.bfN.hpskd",-0.214988531135934
"13PK_A","r.bfN.hpsww",-0.195520446987723
"13PK_A","r.bfN.rsa",0.412040641687761
"13PK_A","r.bfN.seqent",0.250540116013087
"13PK_A","r.bfN.sizeAA",0.133521187522214
"13PK_A","r.bfN.sizeSC",0.133521187522214
"13PK_A","r.bfN.wcnAA",-0.549405157609615
"13PK_A","r.bfN.wcnC",-0.540337606646714
"13PK_A","r.bfN.wcnCA",-0.563212492257189
"13PK_A","r.bfN.wcnCB",-0.532597020503842
"13PK_A","r.bfN.wcnN",-0.530371477115231
"13PK_A","r.bfN.wcnO",-0.505456824869907
"13PK_A","r.bfN.wcnSC",-0.526393017144914
"13PK_A","sum.bfO",16741.02
"13PK_A","mean.bfO",40.3398072289157
"13PK_A","median.bfO",39.03
"13PK_A","sd.bfO",10.8557741914652
"13PK_A","r.bfO.bfSC",0.768842684309944
"13PK_A","r.bfO.ddgent",0.374090109372659
"13PK_A","r.bfO.hbe_mean",0.192860145595205
"13PK_A","r.bfO.hpshh",0.188395997453497
"13PK_A","r.bfO.hpskd",-0.178062235605424
"13PK_A","r.bfO.hpsww",-0.167250740422037
"13PK_A","r.bfO.rsa",0.411924696581009
"13PK_A","r.bfO.seqent",0.235195780768991
"13PK_A","r.bfO.sizeAA",0.0982469774773731
"13PK_A","r.bfO.sizeSC",0.0982469774773731
"13PK_A","r.bfO.wcnAA",-0.51994921821847
"13PK_A","r.bfO.wcnC",-0.528489241149693
"13PK_A","r.bfO.wcnCA",-0.528464980197888
"13PK_A","r.bfO.wcnCB",-0.508160830131211
"13PK_A","r.bfO.wcnN",-0.450437226004761
"13PK_A","r.bfO.wcnO",-0.514611389081718
"13PK_A","r.bfO.wcnSC",-0.490923214003928
"13PK_A","sum.bfSC",17419.6942261901
"13PK_A","mean.bfSC",41.9751668100966
"13PK_A","median.bfSC",38.8366666667
"13PK_A","sd.bfSC",15.9604704992655
"13PK_A","r.bfSC.ddgent",0.564826420605455
"13PK_A","r.bfSC.hbe_mean",0.172673854270943
"13PK_A","r.bfSC.hpshh",0.469282817870968
"13PK_A","r.bfSC.hpskd",-0.463218190135918
"13PK_A","r.bfSC.hpsww",-0.408784694405954
"13PK_A","r.bfSC.rsa",0.595520217564702
"13PK_A","r.bfSC.seqent",0.344225033863761
