"pdb","r.seqent_ddgent","r.seqent_asa","r.seqent_rsa","r.seqent_hbe","r.ddgent_asa","r.ddgent_rsa","r.ddgent_hbe","r.asa_rsa","r.asa_hbe","r.rsa_hbe"
"1CQQ_A",0.507213185592148,0.414870068392396,0.367339685141525,0.172833970905716,0.825615620343733,0.794002056093487,0.444902841345537,0.972294049796554,0.571030428241173,0.623991336571061
"1CVR_A",0.425283802449167,0.379935847559812,0.37567886456428,0.0827273662237102,0.806113097615849,0.800937033418573,0.27337577322193,0.986599326210254,0.386380001630465,0.415528387285934
"1CWY_A",0.559167764926028,0.531939433734271,0.542335667321633,0.00471412530316485,0.807349749425291,0.810705763002934,0.205463315888203,0.979327445086958,0.275734222273204,0.314978740375691
"1CZ1_A",0.619653582361375,0.564927361010343,0.559309283101651,0.112404606951662,0.808517701738244,0.80077651841431,0.201284076175139,0.982984356857422,0.343307241422554,0.368382601056294
"1CZF_A",0.52840301946272,0.478248073148342,0.447731813982157,-0.0584458423481478,0.775102177588167,0.752625016373807,0.183990362432425,0.977908868852274,0.349090846841247,0.4052026501924
"1D1Q_A",0.499676448895137,0.503027248785187,0.493516079072073,0.162682553608632,0.835878990667991,0.803910568645644,0.426818505405626,0.981232815620242,0.510532691680707,0.545373913264218
"1D4C_A",0.455503094827781,0.448347495135599,0.435563142387631,0.0803416371780631,0.814750800146999,0.804605537950423,0.247094637777646,0.980672139910215,0.357720778976837,0.377212417099833
"1D6O_A",0.57424314628276,0.494094896881656,0.416601289569607,0.145678524200462,0.814660302717638,0.780815512759447,0.400266526203972,0.950295794316841,0.449063592362882,0.551139725423924
"1DDJ_A",0.600290447535364,0.575986998604244,0.548247384112691,0.271088501424445,0.826769049230051,0.832273487834565,0.454164293114566,0.981344502691996,0.526683427510963,0.563598140278019
"1DGK_N",0.516539423007719,0.523614228875662,0.509267770193258,0.0916398223148009,0.832098250986783,0.818931032647894,0.304644953041822,0.985595935114437,0.405304241185106,0.43153095408459
"1DGS_A",0.392556177479519,0.424463674644694,0.400084697048486,0.000153553047910117,0.805105882752139,0.806146704482828,0.240016096143482,0.974710084787982,0.309994122358074,0.351801353623159
"1DIN_A",0.510486713159963,0.568911276002927,0.566988282234715,0.24248354119585,0.795960289554387,0.808012355178881,0.352196308396768,0.979773779496346,0.46734412089435,0.503317413303039
"1DNP_A",0.56257085921883,0.528991943037598,0.565050206039317,0.13771082754348,0.820114417602491,0.834380850198001,0.211344175173782,0.978645085607059,0.294517124414579,0.330170496561187
"1DVE_A",0.573328517070692,0.525969120743211,0.540065907105107,0.263203589806619,0.828504735992827,0.845974529533732,0.360620149731392,0.977123708298014,0.427589392813397,0.477377690337349
"1E0C_A",0.541387360135385,0.503831281618637,0.505218708439694,0.240237533389317,0.842297586336305,0.840309222636231,0.436064692782109,0.973669851801179,0.530265953425682,0.57994571673302
"1E1A_A",0.366413921113269,0.345944428197099,0.33340557498063,0.208029999407676,0.834080132755533,0.820295617050073,0.370893508536003,0.987511048868624,0.539334564874684,0.562565156360756
"1E6E_A",0.520670403039359,0.542460916818595,0.54271556076808,0.0983002785355225,0.811923463915366,0.811237456318934,0.288675243667497,0.977353175117611,0.368113874093814,0.402486832293731
"1EB6_A",0.50144128391129,0.480307405140575,0.47458905700468,0.0775878606898208,0.735907576065251,0.725696058016356,0.246066368536392,0.979940658558263,0.485504547255466,0.520911873968085
"1EH5_A",0.621248439036789,0.565744625342274,0.558807986253827,0.0332861854331041,0.796269956280145,0.811194252065136,0.279686363413787,0.980304045632856,0.318057943449748,0.362027175834108
"1EUG_A",0.625955838140012,0.622275192288959,0.599269231842199,0.071653378718405,0.827390783431718,0.813603328231942,0.238377793799841,0.977065928089139,0.317277610878243,0.358693243755294
"1EUU_A",0.230715888796526,0.239992008203235,0.238613764603199,0.106562758118854,0.799189200188995,0.780404839285576,0.351189560557877,0.975517254764568,0.47249081854065,0.520891554829932
"1EX1_A",0.563007610960488,0.479854390325852,0.484123874697472,0.0868255995743853,0.795375957696237,0.79279653268861,0.206137280667514,0.986805569202911,0.347795694615387,0.369197864845748
"1EXN_A",0.210601272585121,0.26007541213935,0.264587335304871,0.121274368088184,0.81140715597595,0.811974483569881,0.320871410573863,0.978488094153422,0.416933570970715,0.448101240925353
"1EXP_A",0.51685139763693,0.502776267607491,0.509556813342855,0.0818862145670238,0.773926592035906,0.785359543014207,0.253016167331733,0.973314943583825,0.350380116289035,0.383055393077228
"1EYP_A",0.366315572051643,0.331641079859089,0.350054654490163,0.186594672040823,0.827934765111209,0.813536160122005,0.419943204340599,0.977695277250531,0.547880742818738,0.585727889071333
"1FF3_A",0.562777133621727,0.49108464802408,0.49454273660816,0.167587138888541,0.796649174477931,0.799222428522216,0.360561675398811,0.970893586778001,0.499813506743058,0.546555591364985
"1FGH_A",0.564495813342458,0.553025284977506,0.541723793421533,0.10120167980631,0.782763433506163,0.765525941256895,0.294237618085945,0.987400909633868,0.419495630734857,0.449296416072851
"1FHL_A",0.53094214958546,0.475988166241587,0.472164584855469,0.130102613312725,0.789064430858685,0.788761671824476,0.283278673694803,0.982753542607078,0.366601810423019,0.404282432266132
"1FOA_A",0.577776507820512,0.577217683164897,0.579199733866382,0.146372248899557,0.828261185184861,0.840372944911807,0.335656346776793,0.978556573425027,0.421926129349047,0.464124539443394
"1G24_A",0.27111790678765,0.319748988263041,0.355627544077507,0.15050684590692,0.77382616038563,0.78751086079358,0.292797935685117,0.966186874449661,0.409697978500789,0.458211611536182
"1G6T_A",0.60033865027984,0.573384406264673,0.560767032113583,0.0417318038618799,0.770137287242992,0.745312192416266,0.272697604740944,0.986223825116764,0.382599596240995,0.403516609490127
"1G8O_A",0.618649931299443,0.530056699875933,0.5397394507281,0.182711378153234,0.831478450541411,0.840598988934428,0.318222078538122,0.986611864783079,0.461467985632095,0.486297670902045
"1GA8_A",0.415152074705333,0.466981570546266,0.464323475893446,0.159212838332847,0.823296245626902,0.838399687199487,0.387033909929402,0.973374952811501,0.475468496931124,0.520261117902751
"1GAL_A",0.426505565057535,0.414560287794792,0.407138868467703,0.0676779531709059,0.796011642025785,0.789812517766538,0.230106174797411,0.986597621302986,0.334378044921518,0.356874060190448
"1GCU_A",0.435555804048039,0.375973337526418,0.376040403999907,0.104052994729118,0.80847890052765,0.814955709137401,0.309314850999792,0.977071468068831,0.435127070642597,0.476405557920144
"1GOG_A",0.504656617196581,0.453838066239512,0.448532453780228,0.126495226401932,0.798117718437667,0.783486715420254,0.309635528039424,0.985028181389175,0.449750384880254,0.479633620798706
"1GP5_A",0.498438191227086,0.51122202266535,0.496409104736367,0.16933220384801,0.841766971547303,0.835107526602624,0.399378508983383,0.980486663866444,0.459454801160018,0.510409626309059
"1GQ8_A",0.612570882928752,0.55539535556801,0.576862266993969,0.254637126696796,0.79587367914368,0.804797789003415,0.497564744324229,0.972858431689588,0.585092161996085,0.627303228453664
"1H19_A",0.597226417350112,0.572335586895217,0.576494396434421,0.0444335993943061,0.811029488562774,0.815397923748469,0.304723465002274,0.987456307425955,0.374227479387206,0.403288113295557
"1H3I_A",0.324399358545756,0.283961417009109,0.268666994839098,0.00425097235359663,0.811868754410201,0.813709377566016,0.380595218420236,0.972973725534367,0.450446698547016,0.50832757395047
"1HKA_A",0.400977225473992,0.461708621245355,0.464330402877124,0.120360251219082,0.809540163802947,0.806311757736106,0.396866571433053,0.973726023578531,0.472793267201346,0.52229742065988
"1HPL_A",0.650643558169304,0.627032206738902,0.616840398608713,0.260777497274781,0.810545610513192,0.804430534288673,0.417497537471868,0.983178495935052,0.492061798278991,0.52418213993858
"1HPM_A",0.345389861901442,0.317105874323085,0.326025083467638,0.0462862880568888,0.794513870840354,0.783241060950831,0.25046780887846,0.976584019472685,0.355755015842475,0.404700880199576
"1HQC_A",0.279419427257068,0.305024331248673,0.297923371229749,-0.0780240953526404,0.793471478149358,0.798937937699674,0.275388596534287,0.969495848510514,0.355034707261048,0.397076157550493
"1I1E_A",0.453556225995164,0.436916766762181,0.43679011942454,0.198918113992929,0.835146513501273,0.837058421630709,0.343673201456883,0.98829921613784,0.429727875730024,0.452039173657071
"1I1I_P",0.40244674474462,0.4077537735205,0.411698908076273,0.0473243006655133,0.799834674606895,0.807563560783211,0.243796665536943,0.981233657228418,0.310241172614793,0.35050795250025
"1I9A_A",0.430981957751985,0.52727953801383,0.544832629666021,0.297058494145211,0.783969728757135,0.803685746556938,0.328503431943952,0.973991668861102,0.403726120938026,0.45761652564486
"1IDJ_A",0.578415777951337,0.555923744049871,0.551740247431397,0.239202793093315,0.778030419440921,0.775181817381076,0.35117906262127,0.978165265427601,0.506000990970245,0.543058138037875
"1IG8_A",0.495600504107324,0.58354724268077,0.564624818493499,0.148837835553841,0.83694518274992,0.827162996566245,0.325718460651224,0.981893889126908,0.401961050559435,0.438513941314175
"1IM5_A",0.616392976137847,0.628499027090995,0.611277631435429,0.0635441527106287,0.805527482457094,0.77660174970773,0.293335683956311,0.974164012416769,0.387065207569766,0.446077362852017
"1INP_A",0.38475925991626,0.390887908367907,0.377827709110909,0.198465976340717,0.82580198735005,0.816745282980576,0.466662760951497,0.982363643246961,0.521312883131486,0.55732305210804
"1IU4_A",0.35295145136025,0.346851581893495,0.364509455697946,0.0530508359522349,0.830392864880249,0.843896677952399,0.312902152096599,0.974885562845207,0.341048388135334,0.383371859931862
"1J00_A",0.503349607819943,0.451337001197931,0.421448054856866,-0.128125296807239,0.795543301620515,0.805359170866451,0.242060656899345,0.975121411873264,0.39248353703479,0.437157283081791
"1J09_A",0.447617637320271,0.420471392956776,0.396294267663922,0.0606786956597968,0.792362369960861,0.787027258155717,0.286077312930623,0.969291319077211,0.359712671312916,0.419165854397933
"1JH6_A",0.498251472284621,0.505290279706181,0.498786891750695,0.100333597997577,0.823225725222273,0.845459085020916,0.366696568439172,0.979809344587808,0.414392728154638,0.457483040362683
"1JMS_A",0.48435417051938,0.486161103078132,0.479572390053617,0.116048723598397,0.804919492804297,0.803003185008935,0.324679439545541,0.974099516184861,0.402668909064174,0.442032952002558
"1JOA_A",0.43596179351303,0.412688488960165,0.398327852533939,0.0786106742383205,0.831644658208163,0.830750881086413,0.300140951748966,0.9777503852461,0.392333933465352,0.427305721801711
"1JS4_A",0.548533742667103,0.501882902236832,0.505075234455399,0.207863365726784,0.792165866624337,0.776642686313101,0.294619069852432,0.982931341733069,0.426930550072638,0.457982956614399
"1K30_A",0.431937551199794,0.338137357669827,0.348962393011137,-0.114621707524061,0.832947229951368,0.840752516249993,0.242698145129747,0.978022551368758,0.350354884767263,0.385239390380481
"1KL7_A",0.482744242518065,0.51838121502245,0.512222266655228,0.0617163679000552,0.818915821421472,0.82595634741692,0.35868271800297,0.98664260372218,0.381322294072151,0.407572591571312
"1KNP_A",0.535557523271688,0.555159878995113,0.552986011113999,0.122807620308438,0.800777061877982,0.794322059247163,0.237744196559739,0.985509755011513,0.333245170117513,0.371947542622216
"1L1D_A",0.663280677272075,0.592766169384445,0.603155932014074,0.329659623747369,0.820874440566019,0.814038630986699,0.384607980882239,0.966512481033267,0.442790747117818,0.495568227559219
"1L1L_A",0.398685301410304,0.364936830073298,0.357288493927467,0.027712015853897,0.8023506592748,0.800114882877284,0.274819769014949,0.981916600818747,0.392202523848562,0.415268253288734
"1L6P_A",0.514778779814383,0.47975397800194,0.476323729238076,0.00897706034342084,0.820323991873421,0.839442069863093,0.435341379665017,0.962886915050187,0.484307166059975,0.544111774720851
"1L7N_A",0.553289270456147,0.561213306639651,0.527105471693716,0.0471168646851015,0.827628081570559,0.799271125247023,0.205400674775105,0.984576911074434,0.321964999962842,0.363295690560516
"1L7Q_A",0.467861622145184,0.346886895925009,0.341891196956445,0.100443035039396,0.787132209200218,0.787119500002124,0.351188884608501,0.983390404619635,0.453200407578908,0.491129657734049
"1L8T_A",0.401061989051724,0.454199250768404,0.433566355337389,0.109409766145269,0.804953393933664,0.798657839831132,0.33335962361756,0.980321857174878,0.437928794597904,0.488556096939095
"1L9X_A",0.545918470514447,0.498694065704265,0.510008486788429,0.182990512913366,0.841435872621845,0.833932254968276,0.33826014053518,0.987641141587202,0.471234893795548,0.494009968760646
"1LBA_A",0.590334012001159,0.512631874411879,0.515492704272624,0.0692116865130659,0.795828379747233,0.761366160517593,0.258530073359292,0.970817204884401,0.350076405537454,0.406537839575512
"1LDM_A",0.474283939100087,0.461600625746315,0.437223105740065,0.142722127903637,0.823600534490461,0.810750833074118,0.370697164225714,0.977970866556365,0.447971268959421,0.485548776329056
"1LJL_A",0.479909429263971,0.573156775548585,0.558785321571743,0.085820390890792,0.776174156295554,0.793971222696089,0.321148147601585,0.979367308485767,0.392912142892691,0.447374535655556
"1LVH_A",0.517560339545306,0.476817841995511,0.457448835006246,0.0613011154509303,0.84794160239269,0.842018975780142,0.338410684179107,0.967811572985947,0.364310751762032,0.442609627572939
"1M53_A",0.576432486939549,0.569884559620523,0.579478611772131,0.132040368035336,0.810034905069926,0.803956901049312,0.290970342429001,0.988216491432123,0.32522638714228,0.358538006402361
"1MBB_A",0.499452781479655,0.50278204341716,0.494790829737571,-0.00839146212335014,0.82627421717404,0.819491128769795,0.247026841918114,0.977749324508604,0.365147972146859,0.40729583999754
"1MJ9_A",0.433116244401053,0.456995556278789,0.45071137287379,0.0830969420909218,0.857085689960076,0.858864283074295,0.399555612883023,0.978871793704649,0.478862522730105,0.501503454627819
"1MLA_A",0.493696482359653,0.511934258846081,0.498317207508867,0.0844257222611395,0.741292452124447,0.737185107143044,0.182917706580214,0.977710795402704,0.34840363144027,0.387162317606536
"1MRQ_A",0.521937374311066,0.5044151091253,0.504362103794343,0.187626426332304,0.83288421388013,0.823649757250464,0.329719521562963,0.98182532966089,0.423021189734059,0.451275890044335
"1MUD_A",0.570218633949804,0.471742439149834,0.48391921647826,0.120942238146182,0.766587430429629,0.758647952852018,0.314406841982661,0.970450454395672,0.442495576670929,0.502707633012277
"1MUG_A",0.503080169903561,0.464527017927625,0.435401357792588,0.0486754147178103,0.836385790680153,0.831448992507503,0.424882945924895,0.969652174445636,0.438642907387991,0.496093758632645
"1NDH_A",0.495463895119013,0.438201506235779,0.420942352546534,0.0702803191790452,0.794706491334648,0.803476350255082,0.33200755668343,0.976382935677909,0.385485729543295,0.442264776449271
"1NDI_A",0.605817109594152,0.600963367602862,0.599789806123621,0.14744735150524,0.836645748728071,0.84403950342322,0.313699813975059,0.987503850862116,0.366831650548638,0.393668679588984
"1NLU_A",0.54252049889659,0.51553385883131,0.506855920751564,0.130326271291426,0.796637260967433,0.788400139083201,0.311100059152985,0.980855025726767,0.466316425189859,0.497981652686859
"1O8A_A",0.598287148278932,0.553159511003097,0.539034865034496,0.0398454861957714,0.823640708908704,0.810709359045507,0.217337996719957,0.984230866491064,0.302817800121621,0.34220059576824
"1O98_A",0.50851146079549,0.551820752732226,0.54127048013093,0.0388269490529656,0.831110587275868,0.811943217816539,0.332002349201118,0.987446836725371,0.413841146274437,0.441500556593827
"1OG1_A",0.524758903682671,0.522731285287278,0.52382690598494,0.157720774863397,0.820208426152105,0.793733068809807,0.244274317430097,0.970200739426094,0.371152773323205,0.430362032096539
"1OGO_X",0.156638158514659,0.130946483123868,0.114191334465737,0.027744679016769,0.804267106983204,0.785167877348246,0.376893579883945,0.984432735312345,0.497836813232955,0.527502936300752
"1OJ4_A",0.596073188751472,0.587432242664511,0.571842020644839,0.193407605274081,0.820120359808077,0.814858658264113,0.333657981245975,0.978448945029321,0.432180716871769,0.472355491919349
"1ONR_A",0.63224192436064,0.663348183117781,0.678701436773772,0.182833023667849,0.798643858551024,0.813772358437879,0.273614641128374,0.981605640164268,0.354559476778591,0.38910985223384
"1OPM_A",0.460476591224636,0.412626602809192,0.427935224454698,0.232752023002811,0.831088328276572,0.825155882639442,0.515997043305008,0.979636276830339,0.619314854611621,0.65354819796272
"1OXA_A",0.383062436122215,0.324174033417303,0.319946611031969,0.185607325108813,0.799419563279902,0.790723278305716,0.308683580332143,0.975794924607185,0.403133675676295,0.445172654985394
"1OYG_A",0.452708285003877,0.451064349616533,0.441768923929857,0.158357744912941,0.828125127381991,0.801689437554218,0.311751219957493,0.986877780181203,0.437809559545634,0.470587765302503
"1P1X_A",0.569307973306816,0.517082394465558,0.501794995177774,0.0777504778619313,0.793136080953407,0.778334457186535,0.303770751544517,0.978880429416417,0.417686915152465,0.455652670212324
"1P3D_A",0.512689682181613,0.532827428304246,0.518181406472995,0.106662912157588,0.789978616536935,0.773296823382695,0.360092533441269,0.977635037138028,0.438617254659277,0.485879409860771
"1P5D_X",0.54342481447919,0.563861826208528,0.557874087614499,0.0812962292052693,0.817913504719487,0.812595502858504,0.333909662779753,0.983562358538807,0.436212291334572,0.468573302724116
"1PA9_A",0.41799858578087,0.477106064574183,0.472586843412528,0.0327721622552274,0.804587921735152,0.796333999906007,0.27859406528684,0.971926534456036,0.396698060112667,0.430465454051557
"1PII_A",0.61235665558941,0.629183220027106,0.6300480675422,0.269788134763787,0.777806656121813,0.780385758394375,0.379693011992234,0.981606587250519,0.52183434884537,0.549487624875401
"1PKN_A",0.406581859430113,0.410690967365746,0.390858869023754,0.0541261885711434,0.829909993388655,0.828762405370095,0.280753311866049,0.980210553061327,0.319145910077617,0.360524488299238
"1PMI_A",0.497140721464323,0.485227460434288,0.484800695219464,0.0824552421034817,0.834369574975808,0.828446531600738,0.383494336730751,0.984713919170749,0.447750137517053,0.479386438792914
"1PP4_A",0.5166717105072,0.491824701835479,0.478389139327571,0.0420948213290507,0.790724586874287,0.760160436561041,0.255331957567804,0.971749464811164,0.407955750614447,0.463348155340642
"1PS9_A",0.532856938682636,0.502404606196908,0.506749326818347,0.0836013245309183,0.809580282512903,0.793296550169202,0.278843642512604,0.98170736070709,0.362378910429625,0.407508915372557
"1PTD_A",0.471201057298358,0.527970154283569,0.521054237367475,0.232224731335233,0.817284677685123,0.832813581042667,0.366134234111811,0.985099466716709,0.363638791493703,0.39686813733411
"1PUD_A",0.457823565044393,0.446477467282034,0.445970228005707,-0.0370565305151524,0.818596296002941,0.797998270619556,0.240476230366819,0.977044635248484,0.348487359059619,0.376656470703949
"1PYL_A",0.509135320325487,0.430484880325328,0.455320459830507,0.0646182516097199,0.762479750760895,0.794458035377218,0.398514006722858,0.944251167098875,0.529797048533369,0.570453179710823
"1Q91_A",0.431169439502328,0.417400828916709,0.405149604860802,0.0925971918574788,0.834085505583479,0.847386520678257,0.471102074014927,0.970455618517632,0.489121688108928,0.534674788704342
"1QAM_A",0.33399501802365,0.349038205154777,0.348256952732293,0.0883417625880981,0.824310507539341,0.828910585242126,0.377018471357571,0.98833654077909,0.455235903340441,0.471982811427498
