"pdb","variable","value"
"132L_A","sd.rsa",0.252816911404662
"132L_A","r.rsa.seqent",0.541964999059899
"132L_A","r.rsa.varea",0.942964738377714
"132L_A","r.rsa.veccentricity",0.902525428600532
"132L_A","r.rsa.vedge",0.914343970360247
"132L_A","r.rsa.vnfaces",0.131168615396514
"132L_A","r.rsa.vsphericity",-0.652198387859923
"132L_A","r.rsa.vvolume",0.936375444849988
"132L_A","r.rsa.wcnSC",-0.943065482473695
"132L_A","r.rsa.zr4s_JC",0.633201192954643
"132L_A","sum.seqent",169.76309999
"132L_A","mean.seqent",1.36905725798387
"132L_A","median.seqent",1.4463506265
"132L_A","sd.seqent",0.714101274962818
"132L_A","r.seqent.varea",0.556196350893304
"132L_A","r.seqent.veccentricity",0.537615559541105
"132L_A","r.seqent.vedge",0.532287429500578
"132L_A","r.seqent.vnfaces",-0.0618609755262634
"132L_A","r.seqent.vsphericity",-0.467991093571476
"132L_A","r.seqent.vvolume",0.555192409084132
"132L_A","r.seqent.wcnSC",-0.600486235158123
"132L_A","r.seqent.zr4s_JC",0.899208948208949
"132L_A","sum.varea",349.781663000302
"132L_A","mean.varea",2.82081986290566
"132L_A","median.varea",2.56259463305828
"132L_A","sd.varea",0.630105290939613
"132L_A","r.varea.veccentricity",0.942722265932337
"132L_A","r.varea.vedge",0.981261998426436
"132L_A","r.varea.vnfaces",0.152747687648621
"132L_A","r.varea.vsphericity",-0.663527930763179
"132L_A","r.varea.vvolume",0.995870967741936
"132L_A","r.varea.wcnSC",-0.950760031471283
"132L_A","r.varea.zr4s_JC",0.64563296249992
"132L_A","sum.veccentricity",1351.4499723188
"132L_A","mean.veccentricity",10.8987900993452
"132L_A","median.veccentricity",3.129563152075
"132L_A","sd.veccentricity",12.0314775611653
"132L_A","r.veccentricity.vedge",0.933066876475216
"132L_A","r.veccentricity.vnfaces",0.0633715336740097
"132L_A","r.veccentricity.vsphericity",-0.706140047206924
"132L_A","r.veccentricity.vvolume",0.935641227380016
"132L_A","r.veccentricity.wcnSC",-0.903678992918962
"132L_A","r.veccentricity.zr4s_JC",0.632745228976297
"132L_A","sum.vedge",279.567441516647
"132L_A","mean.vedge",2.25457614126329
"132L_A","median.vedge",2.10131688037843
"132L_A","sd.vedge",0.326687935410185
"132L_A","r.vedge.vnfaces",0.248543791969302
"132L_A","r.vedge.vsphericity",-0.628047206923682
"132L_A","r.vedge.vvolume",0.987631785995279
"132L_A","r.vedge.wcnSC",-0.915826907946499
"132L_A","r.vedge.zr4s_JC",0.628310841544115
"132L_A","sum.vnfaces",1637
"132L_A","mean.vnfaces",13.2016129032258
"132L_A","median.vnfaces",13
"132L_A","sd.vnfaces",2.12984918245278
"132L_A","r.vnfaces.vsphericity",0.287467925441534
"132L_A","r.vnfaces.vvolume",0.187815392614359
"132L_A","r.vnfaces.wcnSC",-0.0420449426682387
"132L_A","r.vnfaces.zr4s_JC",-0.0416094519897418
"132L_A","sum.vsphericity",93.0109253224496
"132L_A","mean.vsphericity",0.75008810743911
"132L_A","median.vsphericity",0.769384772487376
"132L_A","sd.vsphericity",0.105371872074729
"132L_A","r.vsphericity.vvolume",-0.637217938630999
"132L_A","r.vsphericity.wcnSC",0.689800157356412
"132L_A","r.vsphericity.zr4s_JC",-0.538291832514521
"132L_A","sum.vvolume",373.256398924625
"132L_A","mean.vvolume",3.01013224939214
"132L_A","median.vvolume",2.57022385314027
"132L_A","sd.vvolume",0.900273613761205
"132L_A","r.vvolume.wcnSC",-0.943968528717545
"132L_A","r.vvolume.zr4s_JC",0.642211969498656
"132L_A","sum.wcnSC",85.936996047756
"132L_A","mean.wcnSC",0.69304029070771
"132L_A","median.wcnSC",0.664485480659
"132L_A","sd.wcnSC",0.167710193991453
"132L_A","r.wcnSC.zr4s_JC",-0.677491943320344
"132L_A","sum.zr4s_JC",0.00239999999999947
"132L_A","mean.zr4s_JC",1.93548387096731e-05
"132L_A","median.zr4s_JC",-0.08193
"132L_A","sd.zr4s_JC",0.999975148386111
"13PK_A","sum.bfSC",17419.6942261901
"13PK_A","mean.bfSC",41.9751668100966
"13PK_A","median.bfSC",38.8366666667
"13PK_A","sd.bfSC",15.9604704992655
"13PK_A","r.bfSC.ddgent",0.564826420605455
"13PK_A","r.bfSC.hbe",0.172673854270943
"13PK_A","r.bfSC.hpshh",0.469282817870968
"13PK_A","r.bfSC.mvsphericity",-0.593323442597359
"13PK_A","r.bfSC.rsa",0.595520217564702
"13PK_A","r.bfSC.seqent",0.344225033863761
"13PK_A","r.bfSC.varea",0.637048940842556
"13PK_A","r.bfSC.veccentricity",0.603067018005239
"13PK_A","r.bfSC.vedge",0.59952886786165
"13PK_A","r.bfSC.vnfaces",0.0171700122696608
"13PK_A","r.bfSC.vsphericity",-0.548946928755238
"13PK_A","r.bfSC.vvolume",0.632517183915578
"13PK_A","r.bfSC.wcnSC",-0.649565145926153
"13PK_A","r.bfSC.zr4s_JC",0.398810911268636
"13PK_A","sum.ddgent",894.885890955
"13PK_A","mean.ddgent",2.15635154446988
"13PK_A","median.ddgent",2.376050132
"13PK_A","sd.ddgent",0.704217904617891
"13PK_A","r.ddgent.hbe",0.261468841718786
"13PK_A","r.ddgent.hpshh",0.445150640227536
"13PK_A","r.ddgent.mvsphericity",-0.688328229305181
"13PK_A","r.ddgent.rsa",0.792999127530461
"13PK_A","r.ddgent.seqent",0.462321840679066
"13PK_A","r.ddgent.varea",0.780598648775705
"13PK_A","r.ddgent.veccentricity",0.694638252004674
"13PK_A","r.ddgent.vedge",0.74059079125868
"13PK_A","r.ddgent.vnfaces",0.0520613561157342
"13PK_A","r.ddgent.vsphericity",-0.646952190031027
"13PK_A","r.ddgent.vvolume",0.77386468952734
"13PK_A","r.ddgent.wcnSC",-0.699037622060147
"13PK_A","r.ddgent.zr4s_JC",0.53779003105569
"13PK_A","sum.hbe",-356
"13PK_A","mean.hbe",-0.857831325301205
"13PK_A","median.hbe",-0.825
"13PK_A","sd.hbe",0.462466993711328
"13PK_A","r.hbe.hpshh",0.202236951261454
"13PK_A","r.hbe.mvsphericity",-0.299017198454091
"13PK_A","r.hbe.rsa",0.375219804449883
"13PK_A","r.hbe.seqent",0.0136685621775628
"13PK_A","r.hbe.varea",0.287191882479407
"13PK_A","r.hbe.veccentricity",0.273472490809992
"13PK_A","r.hbe.vedge",0.247677327569573
"13PK_A","r.hbe.vnfaces",-0.0137200069864029
"13PK_A","r.hbe.vsphericity",-0.258842206494089
"13PK_A","r.hbe.vvolume",0.274364996002376
"13PK_A","r.hbe.wcnSC",-0.247878414111037
"13PK_A","r.hbe.zr4s_JC",0.0418161908664824
"13PK_A","sum.hpshh",422.2
"13PK_A","mean.hpshh",1.01734939759036
"13PK_A","median.hpshh",0.74
"13PK_A","sd.hpshh",1.32157449313744
"13PK_A","r.hpshh.mvsphericity",-0.562565121692266
"13PK_A","r.hpshh.rsa",0.523149893636334
"13PK_A","r.hpshh.seqent",0.086073703055746
"13PK_A","r.hpshh.varea",0.477442564342937
"13PK_A","r.hpshh.veccentricity",0.487001825673128
"13PK_A","r.hpshh.vedge",0.461489980960492
"13PK_A","r.hpshh.vnfaces",0.0215081518032088
"13PK_A","r.hpshh.vsphericity",-0.532714019428326
"13PK_A","r.hpshh.vvolume",0.458199807983022
"13PK_A","r.hpshh.wcnSC",-0.422421007532557
"13PK_A","r.hpshh.zr4s_JC",0.107721539180517
"13PK_A","sum.mvsphericity",214.360379331898
"13PK_A","mean.mvsphericity",0.516531034534694
"13PK_A","median.mvsphericity",0.820364487443216
"13PK_A","sd.mvsphericity",0.593571176018784
"13PK_A","r.mvsphericity.rsa",-0.860415949186069
"13PK_A","r.mvsphericity.seqent",-0.422730644976024
"13PK_A","r.mvsphericity.varea",-0.858913244953056
"13PK_A","r.mvsphericity.veccentricity",-0.854796275402614
"13PK_A","r.mvsphericity.vedge",-0.781438966568616
"13PK_A","r.mvsphericity.vnfaces",0.105069656662487
"13PK_A","r.mvsphericity.vsphericity",0.941843292904058
"13PK_A","r.mvsphericity.vvolume",-0.823548206202737
"13PK_A","r.mvsphericity.wcnSC",0.835650125585956
"13PK_A","r.mvsphericity.zr4s_JC",-0.520640003384416
"13PK_A","sum.rsa",86.9378909120214
"13PK_A","mean.rsa",0.209488893763907
"13PK_A","median.rsa",0.122580645161
"13PK_A","sd.rsa",0.224885846475774
"13PK_A","r.rsa.seqent",0.436090266945205
"13PK_A","r.rsa.varea",0.926486749780802
"13PK_A","r.rsa.veccentricity",0.863735774450557
"13PK_A","r.rsa.vedge",0.872436140021453
"13PK_A","r.rsa.vnfaces",0.0763347890390328
"13PK_A","r.rsa.vsphericity",-0.807301613855725
"13PK_A","r.rsa.vvolume",0.915905313026975
"13PK_A","r.rsa.wcnSC",-0.84173079398531
"13PK_A","r.rsa.zr4s_JC",0.520149021745785
"13PK_A","sum.seqent",390.216023385
"13PK_A","mean.seqent",0.940279574421687
"13PK_A","median.seqent",0.935248765
"13PK_A","sd.seqent",0.659535802477081
"13PK_A","r.seqent.varea",0.488577737271648
"13PK_A","r.seqent.veccentricity",0.442544260550712
"13PK_A","r.seqent.vedge",0.448792756546006
"13PK_A","r.seqent.vnfaces",-0.053195775335498
"13PK_A","r.seqent.vsphericity",-0.396136149585826
"13PK_A","r.seqent.vvolume",0.488218138796681
"13PK_A","r.seqent.wcnSC",-0.583052177723805
"13PK_A","r.seqent.zr4s_JC",0.916237063733827
"13PK_A","sum.varea",1074.90275504626
"13PK_A","mean.varea",2.5901271205934
"13PK_A","median.varea",2.29936563414619
"13PK_A","sd.varea",0.561666268394218
"13PK_A","r.varea.veccentricity",0.901337456850815
"13PK_A","r.varea.vedge",0.958292534687244
"13PK_A","r.varea.vnfaces",0.10409272043326
"13PK_A","r.varea.vsphericity",-0.804285368900351
"13PK_A","r.varea.vvolume",0.995505936790641
"13PK_A","r.varea.wcnSC",-0.899064485366214
"13PK_A","r.varea.zr4s_JC",0.577218087865293
"13PK_A","sum.veccentricity",2953.36869260206
"13PK_A","mean.veccentricity",7.116551066511
"13PK_A","median.veccentricity",1.0741487459
"13PK_A","sd.veccentricity",11.0572037941056
"13PK_A","r.veccentricity.vedge",0.867059374622235
"13PK_A","r.veccentricity.vnfaces",0.0297085705777699
"13PK_A","r.veccentricity.vsphericity",-0.806522074921761
"13PK_A","r.veccentricity.vvolume",0.897320385219809
"13PK_A","r.veccentricity.wcnSC",-0.82518401364656
"13PK_A","r.veccentricity.zr4s_JC",0.531991414417824
"13PK_A","sum.vedge",891.769060351537
"13PK_A","mean.vedge",2.14884110928081
"13PK_A","median.vedge",1.9926277347588
"13PK_A","sd.vedge",0.299366879168829
"13PK_A","r.vedge.vnfaces",0.271554636855532
"13PK_A","r.vedge.vsphericity",-0.726141018925199
"13PK_A","r.vedge.vvolume",0.968632053296799
"13PK_A","r.vedge.wcnSC",-0.825147580287706
"13PK_A","r.vedge.zr4s_JC",0.527896504649718
"13PK_A","sum.vnfaces",5794
"13PK_A","mean.vnfaces",13.9614457831325
"13PK_A","median.vnfaces",14
"13PK_A","sd.vnfaces",2.39735317641941
"13PK_A","r.vnfaces.vsphericity",0.17107186142194
"13PK_A","r.vnfaces.vvolume",0.139219300885204
"13PK_A","r.vnfaces.wcnSC",0.0868081251796266
"13PK_A","r.vnfaces.zr4s_JC",-0.0632568798833543
"13PK_A","sum.vsphericity",323.77144429777
"13PK_A","mean.vsphericity",0.780172154934385
"13PK_A","median.vsphericity",0.820616964229478
"13PK_A","sd.vsphericity",0.0981666958204587
"13PK_A","r.vsphericity.vvolume",-0.765433976709514
"13PK_A","r.vsphericity.wcnSC",0.778322990960498
"13PK_A","r.vsphericity.zr4s_JC",-0.483129393658688
"13PK_A","sum.vvolume",1116.73668731863
"13PK_A","mean.vvolume",2.69093177667139
"13PK_A","median.vvolume",2.30063678120146
"13PK_A","sd.vvolume",0.783477183116119
"13PK_A","r.vvolume.wcnSC",-0.890495426522142
"13PK_A","r.vvolume.zr4s_JC",0.574958992376301
"13PK_A","sum.wcnSC",482.372494781034
"13PK_A","mean.wcnSC",1.16234336091815
"13PK_A","median.wcnSC",1.1591314536
"13PK_A","sd.wcnSC",0.284084337248418
"13PK_A","r.wcnSC.zr4s_JC",-0.693551553400881
"13PK_A","sum.zr4s_JC",-0.00380800000000088
"13PK_A","mean.zr4s_JC",-9.17590361445997e-06
"13PK_A","median.zr4s_JC",-0.3288
"13PK_A","sd.zr4s_JC",1.00001324329163
"1A26_A","sum.bfSC",13423.2603809521
"1A26_A","mean.bfSC",38.2429070682396
"1A26_A","median.bfSC",34.7633333333
"1A26_A","sd.bfSC",15.9818487070924
"1A26_A","r.bfSC.ddgent",0.597833596808304
"1A26_A","r.bfSC.hbe",0.366583259161719
"1A26_A","r.bfSC.hpshh",0.465185946419039
"1A26_A","r.bfSC.mvsphericity",-0.694156169813256
"1A26_A","r.bfSC.rsa",0.72381770653859
"1A26_A","r.bfSC.seqent",0.500017517206234
"1A26_A","r.bfSC.varea",0.694208339869045
"1A26_A","r.bfSC.veccentricity",0.677961668745261
"1A26_A","r.bfSC.vedge",0.622154277816232
"1A26_A","r.bfSC.vnfaces",-0.00532311662860112
"1A26_A","r.bfSC.vsphericity",-0.645068309819925
"1A26_A","r.bfSC.vvolume",0.675491361103576
"1A26_A","r.bfSC.wcnSC",-0.721452070252809
"1A26_A","r.bfSC.zr4s_JC",0.578103805655509
"1A26_A","sum.ddgent",815.250921116
"1A26_A","mean.ddgent",2.32265219691168
"1A26_A","median.ddgent",2.526623138
"1A26_A","sd.ddgent",0.596849487771268
"1A26_A","r.ddgent.hbe",0.238830959613034
"1A26_A","r.ddgent.hpshh",0.49642600418977
"1A26_A","r.ddgent.mvsphericity",-0.760925463425463
"1A26_A","r.ddgent.rsa",0.824918359146008
"1A26_A","r.ddgent.seqent",0.598248418248418
"1A26_A","r.ddgent.varea",0.803455433455434
"1A26_A","r.ddgent.veccentricity",0.763628871128871
"1A26_A","r.ddgent.vedge",0.747241092241092
"1A26_A","r.ddgent.vnfaces",0.0876209737300184
"1A26_A","r.ddgent.vsphericity",-0.708505106005106
"1A26_A","r.ddgent.vvolume",0.788680763680764
"1A26_A","r.ddgent.wcnSC",-0.714247141747142
"1A26_A","r.ddgent.zr4s_JC",0.650012831195376
"1A26_A","sum.hbe",-272.075
"1A26_A","mean.hbe",-0.77514245014245
"1A26_A","median.hbe",-0.75
"1A26_A","sd.hbe",0.450412486751209
"1A26_A","r.hbe.hpshh",0.103572261378532
"1A26_A","r.hbe.mvsphericity",-0.325113120432986
"1A26_A","r.hbe.rsa",0.395434740846378
"1A26_A","r.hbe.seqent",0.114191565179472
"1A26_A","r.hbe.varea",0.287165423296302
"1A26_A","r.hbe.veccentricity",0.313249469038067
"1A26_A","r.hbe.vedge",0.232959919065318
"1A26_A","r.hbe.vnfaces",-0.0502115943401509
"1A26_A","r.hbe.vsphericity",-0.246740661918129
"1A26_A","r.hbe.vvolume",0.275231411008872
"1A26_A","r.hbe.wcnSC",-0.312185867696436
"1A26_A","r.hbe.zr4s_JC",0.119506632874695
"1A26_A","sum.hpshh",384.55
"1A26_A","mean.hpshh",1.09558404558405
"1A26_A","median.hpshh",0.74
"1A26_A","sd.hpshh",1.35811029982383
"1A26_A","r.hpshh.mvsphericity",-0.565165453559512
"1A26_A","r.hpshh.rsa",0.542115371077289
"1A26_A","r.hpshh.seqent",0.2362460402502
"1A26_A","r.hpshh.varea",0.527692727349902
"1A26_A","r.hpshh.veccentricity",0.495350526934059
"1A26_A","r.hpshh.vedge",0.497443625692427
"1A26_A","r.hpshh.vnfaces",0.139815654972345
"1A26_A","r.hpshh.vsphericity",-0.524636385933696
"1A26_A","r.hpshh.vvolume",0.508645806801413
"1A26_A","r.hpshh.wcnSC",-0.472796796738245
"1A26_A","r.hpshh.zr4s_JC",0.271368402477522
"1A26_A","sum.mvsphericity",174.77299385395
"1A26_A","mean.mvsphericity",0.49792875741866
"1A26_A","median.mvsphericity",0.802389998723893
"1A26_A","sd.mvsphericity",0.597164516077856
"1A26_A","r.mvsphericity.rsa",-0.868973404695607
"1A26_A","r.mvsphericity.seqent",-0.552035742035742
"1A26_A","r.mvsphericity.varea",-0.887541347541348
"1A26_A","r.mvsphericity.veccentricity",-0.868130203130203
"1A26_A","r.mvsphericity.vedge",-0.792334054834055
"1A26_A","r.mvsphericity.vnfaces",0.0275089640932345
"1A26_A","r.mvsphericity.vsphericity",0.921456043956044
"1A26_A","r.mvsphericity.vvolume",-0.849290986790987
"1A26_A","r.mvsphericity.wcnSC",0.863727938727939
"1A26_A","r.mvsphericity.zr4s_JC",-0.650934562626979
"1A26_A","sum.rsa",88.3815280620453
"1A26_A","mean.rsa",0.251799225247992
"1A26_A","median.rsa",0.19391634981
"1A26_A","sd.rsa",0.236521890490593
"1A26_A","r.rsa.seqent",0.574162481303212
"1A26_A","r.rsa.varea",0.94113424089576
"1A26_A","r.rsa.veccentricity",0.908649725015363
"1A26_A","r.rsa.vedge",0.885695482026971
"1A26_A","r.rsa.vnfaces",0.128960408419542
"1A26_A","r.rsa.vsphericity",-0.796393377607471
"1A26_A","r.rsa.vvolume",0.932071217224158
"1A26_A","r.rsa.wcnSC",-0.855967097621143
"1A26_A","r.rsa.zr4s_JC",0.667137826832943
"1A26_A","sum.seqent",628.29168576
"1A26_A","mean.seqent",1.79000480273504
"1A26_A","median.seqent",1.92966029
"1A26_A","sd.seqent",0.614454568171407
"1A26_A","r.seqent.varea",0.561639471639472
"1A26_A","r.seqent.veccentricity",0.543380508380508
"1A26_A","r.seqent.vedge",0.51783855033855
"1A26_A","r.seqent.vnfaces",-0.055064281302811
"1A26_A","r.seqent.vsphericity",-0.516860361860362
"1A26_A","r.seqent.vvolume",0.553474303474303
"1A26_A","r.seqent.wcnSC",-0.563024475524476
"1A26_A","r.seqent.zr4s_JC",0.913156817872793
"1A26_A","sum.varea",929.931916599323
"1A26_A","mean.varea",2.64937867977015
"1A26_A","median.varea",2.38082605683634
"1A26_A","sd.varea",0.537282205738522
"1A26_A","r.varea.veccentricity",0.94209928959929
"1A26_A","r.varea.vedge",0.958765678765679
"1A26_A","r.varea.vnfaces",0.167430957217728
"1A26_A","r.varea.vsphericity",-0.811747974247974
"1A26_A","r.varea.vvolume",0.994828782328782
"1A26_A","r.varea.wcnSC",-0.88782412032412
"1A26_A","r.varea.zr4s_JC",0.67600890437006
"1A26_A","sum.veccentricity",2435.85248944594
"1A26_A","mean.veccentricity",6.93975068218218
"1A26_A","median.veccentricity",1.44606174769
"1A26_A","sd.veccentricity",9.87852272861373
"1A26_A","r.veccentricity.vedge",0.911230158730159
"1A26_A","r.veccentricity.vnfaces",0.147440300547604
"1A26_A","r.veccentricity.vsphericity",-0.798890831390831
"1A26_A","r.veccentricity.vvolume",0.938359140859141
"1A26_A","r.veccentricity.wcnSC",-0.832521922521922
"1A26_A","r.veccentricity.zr4s_JC",0.65623226363406
"1A26_A","sum.vedge",763.67315943195
"1A26_A","mean.vedge",2.17570700692863
"1A26_A","median.vedge",2.02892895098695
"1A26_A","sd.vedge",0.284729483548242
"1A26_A","r.vedge.vnfaces",0.342337929891391
"1A26_A","r.vedge.vsphericity",-0.711051726051726
"1A26_A","r.vedge.vvolume",0.973995448995449
"1A26_A","r.vedge.wcnSC",-0.809930902430902
"1A26_A","r.vedge.zr4s_JC",0.629934265486447
"1A26_A","sum.vnfaces",4905
"1A26_A","mean.vnfaces",13.974358974359
"1A26_A","median.vnfaces",14
"1A26_A","sd.vnfaces",2.48582796253897
"1A26_A","r.vnfaces.vsphericity",0.152032339937237
"1A26_A","r.vnfaces.vvolume",0.214687189110386
"1A26_A","r.vnfaces.wcnSC",0.0113219237160506
"1A26_A","r.vnfaces.zr4s_JC",-0.0241203082737868
"1A26_A","sum.vsphericity",270.592221569609
"1A26_A","mean.vsphericity",0.770918010169826
"1A26_A","median.vsphericity",0.80294611573004
"1A26_A","sd.vsphericity",0.0960950925168208
"1A26_A","r.vsphericity.vvolume",-0.768631646131646
"1A26_A","r.vsphericity.wcnSC",0.79519203019203
"1A26_A","r.vsphericity.zr4s_JC",-0.609423208904071
"1A26_A","sum.vvolume",973.078317662932
"1A26_A","mean.vvolume",2.77230289932459
"1A26_A","median.vvolume",2.39632839535723
"1A26_A","sd.vvolume",0.750634769057067
"1A26_A","r.vvolume.wcnSC",-0.87253441003441
"1A26_A","r.vvolume.zr4s_JC",0.667645055361238
"1A26_A","sum.wcnSC",342.225414003156
"1A26_A","mean.wcnSC",0.975001179496171
"1A26_A","median.wcnSC",0.970437626654
"1A26_A","sd.wcnSC",0.234829189020164
"1A26_A","r.wcnSC.zr4s_JC",-0.69814488896621
"1A26_A","sum.zr4s_JC",-0.00630000000000088
"1A26_A","mean.zr4s_JC",-1.79487179487204e-05
"1A26_A","median.zr4s_JC",-0.2218
"1A26_A","sd.zr4s_JC",0.999998413536346
"1A2T_A","sum.bfSC",5312.2430595237
"1A2T_A","mean.bfSC",39.6436049218187
"1A2T_A","median.bfSC",36.46666666665
"1A2T_A","sd.bfSC",11.240235692227
"1A2T_A","r.bfSC.ddgent",0.592323077155116
"1A2T_A","r.bfSC.hbe",0.104144038347957
"1A2T_A","r.bfSC.hpshh",0.513876996225244
"1A2T_A","r.bfSC.mvsphericity",-0.649451113983775
"1A2T_A","r.bfSC.rsa",0.657261382359818
"1A2T_A","r.bfSC.seqent",0.454940609935834
"1A2T_A","r.bfSC.varea",0.690970438462575
"1A2T_A","r.bfSC.veccentricity",0.674251983822303
"1A2T_A","r.bfSC.vedge",0.680479009663108
"1A2T_A","r.bfSC.vnfaces",-0.0458555067846734
"1A2T_A","r.bfSC.vsphericity",-0.4956533015472
"1A2T_A","r.bfSC.vvolume",0.688997840368831
"1A2T_A","r.bfSC.wcnSC",-0.714833638410778
"1A2T_A","r.bfSC.zr4s_JC",0.475314572403612
"1A2T_A","sum.ddgent",316.198476242
"1A2T_A","mean.ddgent",2.35969012120896
"1A2T_A","median.ddgent",2.5470607985
"1A2T_A","sd.ddgent",0.589244753677895
"1A2T_A","r.ddgent.hbe",0.191185117776103
"1A2T_A","r.ddgent.hpshh",0.412741718795303
"1A2T_A","r.ddgent.mvsphericity",-0.728385640718712
"1A2T_A","r.ddgent.rsa",0.825970034704242
"1A2T_A","r.ddgent.seqent",0.485545918394304
"1A2T_A","r.ddgent.varea",0.783134453048043
"1A2T_A","r.ddgent.veccentricity",0.728161199017444
"1A2T_A","r.ddgent.vedge",0.769488397610943
"1A2T_A","r.ddgent.vnfaces",-0.0280323815827329
"1A2T_A","r.ddgent.vsphericity",-0.640444394568511
"1A2T_A","r.ddgent.vvolume",0.785648200102246
"1A2T_A","r.ddgent.wcnSC",-0.763787578398733
"1A2T_A","r.ddgent.zr4s_JC",0.562343336584473
"1A2T_A","sum.hbe",-107.9
"1A2T_A","mean.hbe",-0.805223880597015
"1A2T_A","median.hbe",-0.8125
"1A2T_A","sd.hbe",0.451533254952152
"1A2T_A","r.hbe.hpshh",0.100182121300221
"1A2T_A","r.hbe.mvsphericity",-0.318812321930205
"1A2T_A","r.hbe.rsa",0.372892645282995
"1A2T_A","r.hbe.seqent",-0.0757712799065651
"1A2T_A","r.hbe.varea",0.287950101775121
"1A2T_A","r.hbe.veccentricity",0.27207496686832
"1A2T_A","r.hbe.vedge",0.239651176246287
"1A2T_A","r.hbe.vnfaces",-0.0512529046653109
"1A2T_A","r.hbe.vsphericity",-0.124429227574826
"1A2T_A","r.hbe.vvolume",0.288182092275802
"1A2T_A","r.hbe.wcnSC",-0.256057644235294
