"pdb","wcn","variable","value"
"13PK_A","wcnCA","resvol",-0.0881709474855904
"13PK_A","wcnCA","rsa",-0.787218291091104
"13PK_A","wcnCA","seqent",-0.542094827010984
"13PK_A","wcnCB","asa",-0.808482195847946
"13PK_A","wcnCB","ddgent",-0.694648493640112
"13PK_A","wcnCB","hbe_mean",-0.294557779048346
"13PK_A","wcnCB","hpshh",-0.366836190615623
"13PK_A","wcnCB","resvol",-0.100850662704692
"13PK_A","wcnCB","rsa",-0.82883212864737
"13PK_A","wcnCB","seqent",-0.577719855652003
"13PK_A","wcnN","asa",-0.64745759615563
"13PK_A","wcnN","ddgent",-0.525595022229386
"13PK_A","wcnN","hbe_mean",-0.363226188187397
"13PK_A","wcnN","hpshh",-0.270938632399481
"13PK_A","wcnN","resvol",-0.0680939503844304
"13PK_A","wcnN","rsa",-0.667763562808361
"13PK_A","wcnN","seqent",-0.482794678125173
"13PK_A","wcnO","asa",-0.72219891522802
"13PK_A","wcnO","ddgent",-0.581724557091241
"13PK_A","wcnO","hbe_mean",-0.431820795627097
"13PK_A","wcnO","hpshh",-0.271444152453272
"13PK_A","wcnO","resvol",-0.0413478780276679
"13PK_A","wcnO","rsa",-0.749906286892761
"13PK_A","wcnO","seqent",-0.467856935635375
"13PK_A","wcnSC","asa",-0.828413669957603
"13PK_A","wcnSC","ddgent",-0.699037622060147
"13PK_A","wcnSC","hbe_mean",-0.247878414111037
"13PK_A","wcnSC","hpshh",-0.422421007532557
"13PK_A","wcnSC","resvol",-0.116986677511001
"13PK_A","wcnSC","rsa",-0.84173079398531
"13PK_A","wcnSC","seqent",-0.583052177723805
"1A26_A","wcnAA","asa",-0.792615108294179
"1A26_A","wcnAA","ddgent",-0.667521922521923
"1A26_A","wcnAA","hbe_mean",-0.370892526143816
"1A26_A","wcnAA","hpshh",-0.407785010227011
"1A26_A","wcnAA","resvol",0.0572217328295287
"1A26_A","wcnAA","rsa",-0.820205309042946
"1A26_A","wcnAA","seqent",-0.539326784326784
"1A26_A","wcnC","asa",-0.652158801287923
"1A26_A","wcnC","ddgent",-0.546242923742924
"1A26_A","wcnC","hbe_mean",-0.505599773256129
"1A26_A","wcnC","hpshh",-0.263580936500177
"1A26_A","wcnC","resvol",0.141757733370541
"1A26_A","wcnC","rsa",-0.703440228893231
"1A26_A","wcnC","seqent",-0.453709901209901
"1A26_A","wcnCA","asa",-0.701463797159797
"1A26_A","wcnCA","ddgent",-0.61038073038073
"1A26_A","wcnCA","hbe_mean",-0.446981655734632
"1A26_A","wcnCA","hpshh",-0.317385117925575
"1A26_A","wcnCA","resvol",0.143190452239332
"1A26_A","wcnCA","rsa",-0.75015251131427
"1A26_A","wcnCA","seqent",-0.492121767121767
"1A26_A","wcnCB","asa",-0.776217567908035
"1A26_A","wcnCB","ddgent",-0.679819902319902
"1A26_A","wcnCB","hbe_mean",-0.403918430276724
"1A26_A","wcnCB","hpshh",-0.384601264258745
"1A26_A","wcnCB","resvol",0.132693764627646
"1A26_A","wcnCB","rsa",-0.817929483098743
"1A26_A","wcnCB","seqent",-0.547615162615163
"1A26_A","wcnN","asa",-0.620135619505247
"1A26_A","wcnN","ddgent",-0.524377566877567
"1A26_A","wcnN","hbe_mean",-0.511127474853011
"1A26_A","wcnN","hpshh",-0.2497096024762
"1A26_A","wcnN","resvol",0.143521079670591
"1A26_A","wcnN","rsa",-0.670438877593953
"1A26_A","wcnN","seqent",-0.417177822177822
"1A26_A","wcnO","asa",-0.646240446015216
"1A26_A","wcnO","ddgent",-0.535487845487846
"1A26_A","wcnO","hbe_mean",-0.524594993772098
"1A26_A","wcnO","hpshh",-0.251209123460435
"1A26_A","wcnO","resvol",0.13441380948972
"1A26_A","wcnO","rsa",-0.696835819505323
"1A26_A","wcnO","seqent",-0.447450327450327
"1A26_A","wcnSC","asa",-0.829785718699867
"1A26_A","wcnSC","ddgent",-0.714247141747142
"1A26_A","wcnSC","hbe_mean",-0.312185867696436
"1A26_A","wcnSC","hpshh",-0.472796796738245
"1A26_A","wcnSC","resvol",0.0868656179041495
"1A26_A","wcnSC","rsa",-0.855967097621143
"1A26_A","wcnSC","seqent",-0.563024475524476
"1A2T_A","wcnAA","asa",-0.865547907693755
"1A2T_A","wcnAA","ddgent",-0.705482612002644
"1A2T_A","wcnAA","hbe_mean",-0.365362587878639
"1A2T_A","wcnAA","hpshh",-0.421262770341089
"1A2T_A","wcnAA","resvol",-0.246039207590298
"1A2T_A","wcnAA","rsa",-0.891711978533305
"1A2T_A","wcnAA","seqent",-0.489935011497955
"1A2T_A","wcnC","asa",-0.711015102302048
"1A2T_A","wcnC","ddgent",-0.54762528211075
"1A2T_A","wcnC","hbe_mean",-0.477164547556194
"1A2T_A","wcnC","hpshh",-0.321347497502015
"1A2T_A","wcnC","resvol",-0.0979792387286392
"1A2T_A","wcnC","rsa",-0.760135767198036
"1A2T_A","wcnC","seqent",-0.342197140107899
"1A2T_A","wcnCA","asa",-0.805705654619998
"1A2T_A","wcnCA","ddgent",-0.666180376313919
"1A2T_A","wcnCA","hbe_mean",-0.411890403133458
"1A2T_A","wcnCA","hpshh",-0.38697836324057
"1A2T_A","wcnCA","resvol",-0.143813415915891
"1A2T_A","wcnCA","rsa",-0.850605485094205
"1A2T_A","wcnCA","seqent",-0.393571973646715
"1A2T_A","wcnCB","asa",-0.855843286443438
"1A2T_A","wcnCB","ddgent",-0.734256038105213
"1A2T_A","wcnCB","hbe_mean",-0.347012887631242
"1A2T_A","wcnCB","hpshh",-0.43723630103617
"1A2T_A","wcnCB","resvol",-0.173130433535581
"1A2T_A","wcnCB","rsa",-0.900714784671965
"1A2T_A","wcnCB","seqent",-0.496448824672237
"1A2T_A","wcnN","asa",-0.679802604847958
"1A2T_A","wcnN","ddgent",-0.54380478559583
"1A2T_A","wcnN","hbe_mean",-0.501443725439271
"1A2T_A","wcnN","hpshh",-0.268919882264361
"1A2T_A","wcnN","resvol",-0.132528571436854
"1A2T_A","wcnN","rsa",-0.72601842564208
"1A2T_A","wcnN","seqent",-0.273919310514226
"1A2T_A","wcnO","asa",-0.679123855303065
"1A2T_A","wcnO","ddgent",-0.51153505654684
"1A2T_A","wcnO","hbe_mean",-0.529968578936958
"1A2T_A","wcnO","hpshh",-0.25482573768114
"1A2T_A","wcnO","resvol",-0.0861726677211202
"1A2T_A","wcnO","rsa",-0.736238906225214
"1A2T_A","wcnO","seqent",-0.306353711029048
"1A2T_A","wcnSC","asa",-0.878798496235586
"1A2T_A","wcnSC","ddgent",-0.763787578398733
"1A2T_A","wcnSC","hbe_mean",-0.256057644235294
"1A2T_A","wcnSC","hpshh",-0.463978138574575
"1A2T_A","wcnSC","resvol",-0.208788435116819
"1A2T_A","wcnSC","rsa",-0.911990749455945
"1A2T_A","wcnSC","seqent",-0.544045546817854
"1A4L_A","wcnAA","asa",-0.855995777622865
"1A4L_A","wcnAA","ddgent",-0.706321805860899
"1A4L_A","wcnAA","hbe_mean",-0.257519457243418
"1A4L_A","wcnAA","hpshh",-0.365793797780224
"1A4L_A","wcnAA","resvol",-0.109264384215836
"1A4L_A","wcnAA","rsa",-0.862301601875128
"1A4L_A","wcnAA","seqent",-0.569402546793889
"1A4L_A","wcnC","asa",-0.746622394996895
"1A4L_A","wcnC","ddgent",-0.588739366062574
"1A4L_A","wcnC","hbe_mean",-0.387262019336273
"1A4L_A","wcnC","hpshh",-0.260066307227024
"1A4L_A","wcnC","resvol",-0.0265339774088123
"1A4L_A","wcnC","rsa",-0.76852816376453
"1A4L_A","wcnC","seqent",-0.452647846023688
"1A4L_A","wcnCA","asa",-0.788158191828282
"1A4L_A","wcnCA","ddgent",-0.642436034074158
"1A4L_A","wcnCA","hbe_mean",-0.333751991331779
"1A4L_A","wcnCA","hpshh",-0.294407260017777
"1A4L_A","wcnCA","resvol",-0.0416689991913562
"1A4L_A","wcnCA","rsa",-0.80901224863349
"1A4L_A","wcnCA","seqent",-0.494405200233073
"1A4L_A","wcnCB","asa",-0.842560753788279
"1A4L_A","wcnCB","ddgent",-0.717707383313207
"1A4L_A","wcnCB","hbe_mean",-0.291184707593254
"1A4L_A","wcnCB","hpshh",-0.3530011558018
"1A4L_A","wcnCB","resvol",-0.0559490456782913
"1A4L_A","wcnCB","rsa",-0.861371055214224
"1A4L_A","wcnCB","seqent",-0.565809380415768
"1A4L_A","wcnN","asa",-0.677736477282202
"1A4L_A","wcnN","ddgent",-0.528656569628532
"1A4L_A","wcnN","hbe_mean",-0.378232539416627
"1A4L_A","wcnN","hpshh",-0.229457421536757
"1A4L_A","wcnN","resvol",-0.0254130288651967
"1A4L_A","wcnN","rsa",-0.700886311176746
"1A4L_A","wcnN","seqent",-0.409680905414884
"1A4L_A","wcnO","asa",-0.752044870703482
"1A4L_A","wcnO","ddgent",-0.613822317679422
"1A4L_A","wcnO","hbe_mean",-0.39960639064607
"1A4L_A","wcnO","hpshh",-0.272081060692551
"1A4L_A","wcnO","resvol",-0.0123686140105338
"1A4L_A","wcnO","rsa",-0.774859752362197
"1A4L_A","wcnO","seqent",-0.433955208745956
"1A4L_A","wcnSC","asa",-0.868484133787288
"1A4L_A","wcnSC","ddgent",-0.731284028101471
"1A4L_A","wcnSC","hbe_mean",-0.235979427129473
"1A4L_A","wcnSC","hpshh",-0.391524614804416
"1A4L_A","wcnSC","resvol",-0.0762964281399184
"1A4L_A","wcnSC","rsa",-0.880255990692548
"1A4L_A","wcnSC","seqent",-0.603277942170343
"1A65_A","wcnAA","asa",-0.824114359793491
"1A65_A","wcnAA","ddgent",-0.690429699033522
"1A65_A","wcnAA","hbe_mean",-0.38816984735527
"1A65_A","wcnAA","hpshh",-0.198665903738073
"1A65_A","wcnAA","resvol",0.170748248782457
"1A65_A","wcnAA","rsa",-0.834325445672475
"1A65_A","wcnAA","seqent",-0.50205499828866
"1A65_A","wcnC","asa",-0.729871268938095
"1A65_A","wcnC","ddgent",-0.587062631284429
"1A65_A","wcnC","hbe_mean",-0.415012807362259
"1A65_A","wcnC","hpshh",-0.136552453266865
"1A65_A","wcnC","resvol",0.247546416315525
"1A65_A","wcnC","rsa",-0.761489673269465
"1A65_A","wcnC","seqent",-0.450670609413226
"1A65_A","wcnCA","asa",-0.766617758958208
"1A65_A","wcnCA","ddgent",-0.63683472010933
"1A65_A","wcnCA","hbe_mean",-0.413150892055823
"1A65_A","wcnCA","hpshh",-0.160157260129429
"1A65_A","wcnCA","resvol",0.253503939552875
"1A65_A","wcnCA","rsa",-0.797855664143985
"1A65_A","wcnCA","seqent",-0.481301450100089
"1A65_A","wcnCB","asa",-0.822896898333416
"1A65_A","wcnCB","ddgent",-0.706391167375755
"1A65_A","wcnCB","hbe_mean",-0.412994837873816
"1A65_A","wcnCB","hpshh",-0.181194398206715
"1A65_A","wcnCB","resvol",0.228598083391479
"1A65_A","wcnCB","rsa",-0.845084497576862
"1A65_A","wcnCB","seqent",-0.518324296082081
"1A65_A","wcnN","asa",-0.725218902420305
"1A65_A","wcnN","ddgent",-0.604033695048005
"1A65_A","wcnN","hbe_mean",-0.434655383346893
"1A65_A","wcnN","hpshh",-0.14264103740424
"1A65_A","wcnN","resvol",0.234803993543945
"1A65_A","wcnN","rsa",-0.752748715569493
"1A65_A","wcnN","seqent",-0.479211055765008
"1A65_A","wcnO","asa",-0.726034426393831
"1A65_A","wcnO","ddgent",-0.573167313891287
"1A65_A","wcnO","hbe_mean",-0.446555956198654
"1A65_A","wcnO","hpshh",-0.134153648254509
"1A65_A","wcnO","resvol",0.25797720869434
"1A65_A","wcnO","rsa",-0.758846580864583
"1A65_A","wcnO","seqent",-0.435346518734795
"1A65_A","wcnSC","asa",-0.844773439306927
"1A65_A","wcnSC","ddgent",-0.730000571769759
"1A65_A","wcnSC","hbe_mean",-0.369342747054082
"1A65_A","wcnSC","hpshh",-0.221722784060679
"1A65_A","wcnSC","resvol",0.195944164043556
"1A65_A","wcnSC","rsa",-0.856309386357596
"1A65_A","wcnSC","seqent",-0.529780995550581
"1A8H_A","wcnAA","asa",-0.766203714776177
"1A8H_A","wcnAA","ddgent",-0.640869763479054
"1A8H_A","wcnAA","hbe_mean",-0.349154942631016
"1A8H_A","wcnAA","hpshh",-0.42288116657827
"1A8H_A","wcnAA","resvol",-0.0239988434752447
"1A8H_A","wcnAA","rsa",-0.778176469453002
"1A8H_A","wcnAA","seqent",-0.279176373146719
"1A8H_A","wcnC","asa",-0.630020103992992
"1A8H_A","wcnC","ddgent",-0.513773607094428
"1A8H_A","wcnC","hbe_mean",-0.449325683142812
"1A8H_A","wcnC","hpshh",-0.307423531426067
"1A8H_A","wcnC","resvol",0.0845295663231134
"1A8H_A","wcnC","rsa",-0.662197291372382
"1A8H_A","wcnC","seqent",-0.202006925983442
"1A8H_A","wcnCA","asa",-0.68038717280433
"1A8H_A","wcnCA","ddgent",-0.57997911991648
"1A8H_A","wcnCA","hbe_mean",-0.407370565064651
"1A8H_A","wcnCA","hpshh",-0.338170582419868
"1A8H_A","wcnCA","resvol",0.0779381485382702
"1A8H_A","wcnCA","rsa",-0.713441617083711
"1A8H_A","wcnCA","seqent",-0.250875957829605
"1A8H_A","wcnCB","asa",-0.747153579662157
"1A8H_A","wcnCB","ddgent",-0.645217812871251
"1A8H_A","wcnCB","hbe_mean",-0.389749841785452
"1A8H_A","wcnCB","hpshh",-0.40774056015849
"1A8H_A","wcnCB","resvol",0.0583194844172345
"1A8H_A","wcnCB","rsa",-0.77645858368131
"1A8H_A","wcnCB","seqent",-0.290193111011802
"1A8H_A","wcnN","asa",-0.597468874116884
"1A8H_A","wcnN","ddgent",-0.482366121464486
"1A8H_A","wcnN","hbe_mean",-0.442345757638261
"1A8H_A","wcnN","hpshh",-0.269487901698736
"1A8H_A","wcnN","resvol",0.0693028013900557
"1A8H_A","wcnN","rsa",-0.626938780332953
"1A8H_A","wcnN","seqent",-0.182828514222573
"1A8H_A","wcnO","asa",-0.629464059674824
"1A8H_A","wcnO","ddgent",-0.52135667742671
"1A8H_A","wcnO","hbe_mean",-0.463407283179216
"1A8H_A","wcnO","hpshh",-0.307798926318082
"1A8H_A","wcnO","resvol",0.0931705081244852
"1A8H_A","wcnO","rsa",-0.663751855323999
"1A8H_A","wcnO","seqent",-0.185090567545168
"1A8H_A","wcnSC","asa",-0.793556697683045
"1A8H_A","wcnSC","ddgent",-0.678964443857775
"1A8H_A","wcnSC","hbe_mean",-0.321712731080303
"1A8H_A","wcnSC","hpshh",-0.457192134560729
"1A8H_A","wcnSC","resvol",0.00860081463389909
"1A8H_A","wcnSC","rsa",-0.810698245581599
"1A8H_A","wcnSC","seqent",-0.311421423079739
"1A8S_A","wcnAA","asa",-0.873944012952466
"1A8S_A","wcnAA","ddgent",-0.697867074960248
"1A8S_A","wcnAA","hbe_mean",-0.349496679216081
"1A8S_A","wcnAA","hpshh",-0.299315354262808
"1A8S_A","wcnAA","resvol",-0.0407788432775892
"1A8S_A","wcnAA","rsa",-0.884294663908358
"1A8S_A","wcnAA","seqent",-0.421564178978938
"1A8S_A","wcnC","asa",-0.765333466754452
"1A8S_A","wcnC","ddgent",-0.591095786995315
"1A8S_A","wcnC","hbe_mean",-0.403887540517506
"1A8S_A","wcnC","hpshh",-0.194547559136131
"1A8S_A","wcnC","resvol",0.0388465294099909
"1A8S_A","wcnC","rsa",-0.799067915607712
"1A8S_A","wcnC","seqent",-0.361893952145487
"1A8S_A","wcnCA","asa",-0.812144695178571
"1A8S_A","wcnCA","ddgent",-0.667199052557576
"1A8S_A","wcnCA","hbe_mean",-0.367234176202855
"1A8S_A","wcnCA","hpshh",-0.231243739715581
"1A8S_A","wcnCA","resvol",0.0507745610200956
"1A8S_A","wcnCA","rsa",-0.848911666686927
"1A8S_A","wcnCA","seqent",-0.420616601844814
"1A8S_A","wcnCB","asa",-0.860743209314055
"1A8S_A","wcnCB","ddgent",-0.717928861606406
"1A8S_A","wcnCB","hbe_mean",-0.361134671751379
"1A8S_A","wcnCB","hpshh",-0.281230847302951
"1A8S_A","wcnCB","resvol",0.0380259699414569
"1A8S_A","wcnCB","rsa",-0.889292801318532
"1A8S_A","wcnCB","seqent",-0.445012952821781
"1A8S_A","wcnN","asa",-0.716545884378427
"1A8S_A","wcnN","ddgent",-0.547876393679313
"1A8S_A","wcnN","hbe_mean",-0.382941454652007
"1A8S_A","wcnN","hpshh",-0.197055961795246
"1A8S_A","wcnN","resvol",0.044162984565868
"1A8S_A","wcnN","rsa",-0.756658465699986
"1A8S_A","wcnN","seqent",-0.328645290163895
"1A8S_A","wcnO","asa",-0.758547098595527
"1A8S_A","wcnO","ddgent",-0.593950971741869
"1A8S_A","wcnO","hbe_mean",-0.427981158275345
"1A8S_A","wcnO","hpshh",-0.212719582266085
"1A8S_A","wcnO","resvol",0.055333850110423
"1A8S_A","wcnO","rsa",-0.79045230093819
"1A8S_A","wcnO","seqent",-0.358071202437266
"1A8S_A","wcnSC","asa",-0.879187997855351
"1A8S_A","wcnSC","ddgent",-0.719879304894333
"1A8S_A","wcnSC","hbe_mean",-0.325224609879677
"1A8S_A","wcnSC","hpshh",-0.317895391969562
"1A8S_A","wcnSC","resvol",0.0137148961278654
"1A8S_A","wcnSC","rsa",-0.899400119607694
"1A8S_A","wcnSC","seqent",-0.442272853489959
"1AF7_A","wcnAA","asa",-0.809161398061279
"1AF7_A","wcnAA","ddgent",-0.67294603207012
"1AF7_A","wcnAA","hbe_mean",-0.382970476486522
"1AF7_A","wcnAA","hpshh",-0.37213213133082
"1AF7_A","wcnAA","resvol",-0.0410383389776719
"1AF7_A","wcnAA","rsa",-0.826838625718471
"1AF7_A","wcnAA","seqent",-0.628637016466124
"1AF7_A","wcnC","asa",-0.675438705476036
"1AF7_A","wcnC","ddgent",-0.563319600107921
"1AF7_A","wcnC","hbe_mean",-0.481425634790796
"1AF7_A","wcnC","hpshh",-0.217843343537046
"1AF7_A","wcnC","resvol",0.0532559492770823
"1AF7_A","wcnC","rsa",-0.722685976089735
"1AF7_A","wcnC","seqent",-0.553951362954511
"1AF7_A","wcnCA","asa",-0.720465673726337
"1AF7_A","wcnCA","ddgent",-0.629393088663162
"1AF7_A","wcnCA","hbe_mean",-0.432289954199336
"1AF7_A","wcnCA","hpshh",-0.298870276765903
"1AF7_A","wcnCA","resvol",0.0537473982969501
"1AF7_A","wcnCA","rsa",-0.763365519871471
"1AF7_A","wcnCA","seqent",-0.610693943386987
"1AF7_A","wcnCB","asa",-0.783424606811218
"1AF7_A","wcnCB","ddgent",-0.687940089107972
"1AF7_A","wcnCB","hbe_mean",-0.418348213191007
"1AF7_A","wcnCB","hpshh",-0.343015206668726
"1AF7_A","wcnCB","resvol",0.0640314675241598
"1AF7_A","wcnCB","rsa",-0.823822036952375
"1AF7_A","wcnCB","seqent",-0.657226925446449
"1AF7_A","wcnN","asa",-0.638372280372621
"1AF7_A","wcnN","ddgent",-0.529489488613576
"1AF7_A","wcnN","hbe_mean",-0.463498705405181
"1AF7_A","wcnN","hpshh",-0.242867597082301
"1AF7_A","wcnN","resvol",0.0475896241816614
"1AF7_A","wcnN","rsa",-0.685943247164858
"1AF7_A","wcnN","seqent",-0.550877574380863
"1AF7_A","wcnO","asa",-0.676596501735986
"1AF7_A","wcnO","ddgent",-0.553898947767561
"1AF7_A","wcnO","hbe_mean",-0.532812684248107
"1AF7_A","wcnO","hpshh",-0.194962814394136
"1AF7_A","wcnO","resvol",0.0376732620373361
"1AF7_A","wcnO","rsa",-0.722188761865457
"1AF7_A","wcnO","seqent",-0.505431414889765
"1AF7_A","wcnSC","asa",-0.83230476074723
"1AF7_A","wcnSC","ddgent",-0.713145248911672
"1AF7_A","wcnSC","hbe_mean",-0.357624561710394
"1AF7_A","wcnSC","hpshh",-0.401567543833863
"1AF7_A","wcnSC","resvol",0.014977466012415
"1AF7_A","wcnSC","rsa",-0.857813143798241
"1AF7_A","wcnSC","seqent",-0.661516753549755
"1AGM_A","wcnAA","asa",-0.840143042026106
"1AGM_A","wcnAA","ddgent",-0.650545445193832
"1AGM_A","wcnAA","hbe_mean",-0.448216932190945
"1AGM_A","wcnAA","hpshh",-0.235117918557364
"1AGM_A","wcnAA","resvol",0.152350530699558
"1AGM_A","wcnAA","rsa",-0.854447159264794
"1AGM_A","wcnAA","seqent",-0.32524060009644
"1AGM_A","wcnC","asa",-0.752798871427396
"1AGM_A","wcnC","ddgent",-0.553078623686015
"1AGM_A","wcnC","hbe_mean",-0.512073921971607
"1AGM_A","wcnC","hpshh",-0.173420867955093
"1AGM_A","wcnC","resvol",0.204713182282275
"1AGM_A","wcnC","rsa",-0.780881701961601
"1AGM_A","wcnC","seqent",-0.214046199218105
"1AGM_A","wcnCA","asa",-0.780572905995383
"1AGM_A","wcnCA","ddgent",-0.613271685827729
"1AGM_A","wcnCA","hbe_mean",-0.470714626304231
"1AGM_A","wcnCA","hpshh",-0.183657152430287
"1AGM_A","wcnCA","resvol",0.217809821060054
"1AGM_A","wcnCA","rsa",-0.81024015456396
"1AGM_A","wcnCA","seqent",-0.276842548186861
"1AGM_A","wcnCB","asa",-0.826376358329489
"1AGM_A","wcnCB","ddgent",-0.67047071574927
"1AGM_A","wcnCB","hbe_mean",-0.445271284511722
"1AGM_A","wcnCB","hpshh",-0.226178918521977
"1AGM_A","wcnCB","resvol",0.218245480270636
"1AGM_A","wcnCB","rsa",-0.853657049422697
"1AGM_A","wcnCB","seqent",-0.335207593885606
"1AGM_A","wcnN","asa",-0.707498358462335
"1AGM_A","wcnN","ddgent",-0.540714486537749
"1AGM_A","wcnN","hbe_mean",-0.513253776378473
"1AGM_A","wcnN","hpshh",-0.153975342426682
"1AGM_A","wcnN","resvol",0.228917941555307
"1AGM_A","wcnN","rsa",-0.739269076550988
"1AGM_A","wcnN","seqent",-0.173411972332692
"1AGM_A","wcnO","asa",-0.762052712544142
"1AGM_A","wcnO","ddgent",-0.54721400066055
"1AGM_A","wcnO","hbe_mean",-0.524546552954478
"1AGM_A","wcnO","hpshh",-0.189056812638721
"1AGM_A","wcnO","resvol",0.197341380538159
"1AGM_A","wcnO","rsa",-0.788032763540375
"1AGM_A","wcnO","seqent",-0.232081865898483
"1AGM_A","wcnSC","asa",-0.847235222742904
"1AGM_A","wcnSC","ddgent",-0.692902609867049
"1AGM_A","wcnSC","hbe_mean",-0.407123930333702
"1AGM_A","wcnSC","hpshh",-0.256978103530005
"1AGM_A","wcnSC","resvol",0.201727736017935
"1AGM_A","wcnSC","rsa",-0.86764229475439
"1AGM_A","wcnSC","seqent",-0.369133954083659
"1AGY_A","wcnAA","asa",-0.901772813514995
"1AGY_A","wcnAA","ddgent",-0.728040270099733
"1AGY_A","wcnAA","hbe_mean",-0.523152137804815
"1AGY_A","wcnAA","hpshh",-0.330852644254063
"1AGY_A","wcnAA","resvol",-0.00602722976382137
"1AGY_A","wcnAA","rsa",-0.920777602512889
"1AGY_A","wcnAA","seqent",-0.490688231149079
"1AGY_A","wcnC","asa",-0.769863501809888
"1AGY_A","wcnC","ddgent",-0.595922448351745
"1AGY_A","wcnC","hbe_mean",-0.644006789540103
"1AGY_A","wcnC","hpshh",-0.211248936160363
"1AGY_A","wcnC","resvol",0.108487769654923
"1AGY_A","wcnC","rsa",-0.815328514210099
"1AGY_A","wcnC","seqent",-0.384084370198418
"1AGY_A","wcnCA","asa",-0.824394971112996
"1AGY_A","wcnCA","ddgent",-0.676142445903142
"1AGY_A","wcnCA","hbe_mean",-0.59253391342542
"1AGY_A","wcnCA","hpshh",-0.2855906959799
"1AGY_A","wcnCA","resvol",0.120543806578473
"1AGY_A","wcnCA","rsa",-0.871542440482889
"1AGY_A","wcnCA","seqent",-0.454679585683745
"1AGY_A","wcnCB","asa",-0.873294848068364
"1AGY_A","wcnCB","ddgent",-0.744075479753507
"1AGY_A","wcnCB","hbe_mean",-0.54206038106522
"1AGY_A","wcnCB","hpshh",-0.308234663073479
"1AGY_A","wcnCB","resvol",0.101969969763766
"1AGY_A","wcnCB","rsa",-0.915307291659223
"1AGY_A","wcnCB","seqent",-0.50171480951942
"1AGY_A","wcnN","asa",-0.719365182687799
"1AGY_A","wcnN","ddgent",-0.552178785681324
"1AGY_A","wcnN","hbe_mean",-0.623254509768086
"1AGY_A","wcnN","hpshh",-0.244653433589655
"1AGY_A","wcnN","resvol",0.107983791662371
"1AGY_A","wcnN","rsa",-0.76328450793828
