                 pdb     free_param_best         sp_cor_best                nres
              1DNP_A              -3.600              -0.787                 469
              1DVE_A              -2.900              -0.797                 214
              1E0C_A              -2.800              -0.807                 270
              1E1A_A              -3.200              -0.785                 312
              1E6E_A              -3.400              -0.765                 457
              1EB6_A              -3.500              -0.741                 177
              1EH5_A              -3.100              -0.793                 279
              1EUG_A              -2.900              -0.798                 225
              1EUU_A              -3.300              -0.751                 601
              1EX1_A              -3.500              -0.742                 602
              1EXN_A              -3.500              -0.764                 267
              1EXP_A              -3.400              -0.754                 312
              1EYP_A              -3.000              -0.744                 212
              1FF3_A              -3.100              -0.800                 210
              1FGH_A              -3.600              -0.702                 753
              1FHL_A              -3.000              -0.761                 334
              1FOA_A              -3.100              -0.822                 342
              1G24_A              -3.900              -0.766                 210
              1G6T_A              -3.800              -0.717                 427
              1G8O_A              -3.000              -0.810                 287
              1GA8_A              -2.700              -0.787                 271
              1GAL_A              -3.500              -0.727                 581
              1GCU_A              -3.300              -0.774                 292
              1GOG_A              -3.100              -0.715                 639
              1GP5_A              -3.300              -0.800                 346
              1GQ8_A              -2.900              -0.764                 318
              1H19_A              -3.600              -0.709                 610
              1H3I_A              -3.400              -0.807                 293
              1HKA_A              -3.300              -0.781                 158
              1HPL_A              -3.400              -0.776                 449
              1HPM_A              -3.800              -0.717                 378
              1HQC_A              -3.000              -0.761                 314
              1I1E_A              -3.500              -0.771                1287
              1I1I_P              -3.500              -0.728                 665
              1I9A_A              -2.900              -0.795                 175
              1IDJ_A              -3.300              -0.764                 359
              1IG8_A              -3.400              -0.726                 469
              1IM5_A              -3.000              -0.759                 179
              1INP_A              -3.100              -0.791                 400
              1IU4_A              -3.100              -0.792                 331
              1J00_A              -2.900              -0.755                 176
              1J09_A              -3.100              -0.737                 468
              1JH6_A              -3.000              -0.824                 181
              1JMS_A              -3.300              -0.754                 360
              1JOA_A              -3.500              -0.759                 446
              1JS4_A              -3.500              -0.747                 605
              1K30_A              -3.300              -0.793                 363
              1KL7_A              -3.100              -0.716                 503
              1KNP_A              -3.600              -0.747                 529
              1L1D_A              -2.700              -0.815                 142
              1L1L_A              -3.600              -0.733                 717
              1L6P_A              -2.700              -0.844                 121
              1L7N_A              -3.000              -0.749                 207
              1L7Q_A              -3.300              -0.734                 571
              1L8T_A              -3.200              -0.725                 263
              1L9X_A              -2.800              -0.813                 288
              1LBA_A              -2.900              -0.749                 146
              1LDM_A              -2.900              -0.768                 329
              1LJL_A              -1.700              -0.743                 130
              1LVH_A              -3.100              -0.775                 220
              1M53_A              -3.200              -0.724                 556
              1MBB_A              -3.400              -0.775                 340
              1MJ9_A              -3.400              -0.796                 273
              1MLA_A              -3.800              -0.702                 305
              1MRQ_A              -3.200              -0.760                 323
              1MUD_A              -3.500              -0.767                 225
              1MUG_A              -2.700              -0.796                 165
              1NDH_A              -3.300              -0.748                 270
              1NDI_A              -3.500              -0.774                 596
              1NLU_A              -3.200              -0.793                 368
              1O8A_A              -3.400              -0.742                 574
              1O98_A              -3.400              -0.726                 509
              1OG1_A              -3.300              -0.791                 223
              1OGO_X              -3.100              -0.751                 572
              1OJ4_A              -3.600              -0.791                 277
              1ONR_A              -3.500              -0.744                 316
              1OPM_A              -3.500              -0.822                 310
              1OXA_A              -3.300              -0.737                 403
              1OYG_A              -3.200              -0.751                 440
              1P1X_A              -3.100              -0.759                 250
              1P3D_A              -3.800              -0.663                 449
              1P5D_X              -3.500              -0.732                 454
              1PA9_A              -3.200              -0.774                 279
              1PII_A              -3.300              -0.727                 452
              1PKN_A              -3.400              -0.783                 514
              1PMI_A              -3.200              -0.771                 440
              1PP4_A              -3.300              -0.746                 233
              1PS9_A              -3.800              -0.718                 671
              1PTD_A              -2.700              -0.798                 296
              1PUD_A              -3.500              -0.752                 372
              1PYL_A              -2.700              -0.802                  95
              1Q91_A              -3.100              -0.792                 194
              1QAM_A              -3.400              -0.821                 235
              1QAZ_A              -3.400              -0.758                 351
              1QBA_A              -3.400              -0.722                 858
              1QFM_A              -3.500              -0.721                 705
              1QGX_A              -3.400              -0.808                 354
              1QJE_A              -3.500              -0.747                 327
              1QK2_A              -3.300              -0.780                 363
              1QWN_A              -3.600              -0.757                1014
              1R1J_A              -3.400              -0.776                 696
              1R44_A              -3.300              -0.791                 202
              1R4Z_A              -2.400              -0.796                 179
              1RBN_A              -2.700              -0.781                 124
              1RDD_A              -3.200              -0.780                 155
              1RU4_A              -3.300              -0.780                 400
              1S3I_A              -3.200              -0.748                 307
              1S95_A              -2.800              -0.810                 324
              1SCA_A              -3.600              -0.759                 274
              1SLL_A              -3.400              -0.752                 679
              1SML_A              -2.900              -0.836                 266
              1SNZ_A              -2.900              -0.712                 344
              1TAH_B              -3.000              -0.765                 318
              1TLP_E              -3.500              -0.694                 316
              1U3F_A              -2.700              -0.799                 164
              1U5U_A              -3.400              -0.768                 366
              1UAS_A              -2.900              -0.736                 362
              1UN1_A              -2.600              -0.773                 267
              1VID_A              -3.200              -0.797                 213
              1VLB_A              -4.000              -0.745                 907
              1VNC_A              -3.300              -0.772                 576
              1VQ1_A              -3.100              -0.781                 263
              1W0H_A              -3.000              -0.726                 194
              1XQW_A              -3.300              -0.819                 290
              1Y9M_A              -3.200              -0.760                 517
              1YON_A              -3.400              -0.797                 292
              1YSC_A              -3.200              -0.805                 421
              1ZE1_A              -2.900              -0.769                 308
              1ZIO_A              -2.800              -0.706                 217
              206L_A              -2.800              -0.725                 162
              2A0N_A              -3.500              -0.786                 251
              2ABK_A              -3.300              -0.775                 211
              2ACY_A              -2.300              -0.856                  98
              2AYH_A              -2.500              -0.731                 214
              2CPO_A              -3.100              -0.804                 298
              2CPU_A              -3.000              -0.740                 495
              2DLN_A              -3.400              -0.747                 306
              2EBN_A              -3.000              -0.783                 285
              2ENG_A              -3.200              -0.808                 205
              2F61_A              -3.000              -0.778                 497
              2F9R_A              -3.300              -0.771                 285
              2NLR_A              -3.500              -0.745                 222
              2NMT_A              -3.100              -0.763                 422
              2PEC_A              -3.700              -0.786                 352
              2PIA_A              -3.200              -0.691                 321
              2PTH_A              -2.900              -0.779                 193
              2SQC_A              -3.600              -0.748                 623
              2THI_A              -3.600              -0.808                 362
              2TPS_A              -3.300              -0.768                 226
              5EAT_A              -3.600              -0.744                 532
              7ATJ_A              -3.400              -0.805                 305
