                 pdb     free_param_best         sp_cor_best                nres
              1CZF_A               9.200              -0.579                 335
              1D1Q_A              13.200              -0.667                 159
              1D4C_A              10.900              -0.671                 570
              1D6O_A               8.700              -0.638                 107
              1DDJ_A              10.200              -0.742                 247
              1DGK_N              10.800              -0.656                 898
              1DGS_A               9.800              -0.632                 581
              1DIN_A              11.400              -0.712                 232
              1DNP_A              10.600              -0.687                 469
              1DVE_A              11.400              -0.702                 214
              1E0C_A              12.700              -0.719                 270
              1E1A_A              10.600              -0.705                 312
              1E6E_A              11.200              -0.669                 457
              1EB6_A               8.600              -0.610                 177
              1EH5_A              10.600              -0.680                 279
              1EUG_A              11.600              -0.699                 225
              1EUU_A              11.300              -0.637                 601
              1EX1_A              11.600              -0.642                 602
              1EXN_A              10.400              -0.715                 267
              1EXP_A              10.400              -0.642                 312
              1EYP_A              11.600              -0.703                 212
              1FF3_A              10.600              -0.706                 210
              1FGH_A              11.500              -0.630                 753
              1FHL_A              11.700              -0.657                 334
              1FOA_A              13.300              -0.739                 342
              1G24_A              12.200              -0.637                 210
              1G6T_A              10.900              -0.604                 427
              1G8O_A              11.900              -0.694                 287
              1GA8_A              11.300              -0.724                 271
              1GAL_A              10.100              -0.628                 581
              1GCU_A              10.400              -0.726                 292
              1GOG_A              11.600              -0.646                 639
              1GP5_A              11.000              -0.715                 346
              1GQ8_A              12.200              -0.634                 318
              1H19_A              10.800              -0.638                 610
              1H3I_A               9.800              -0.674                 293
              1HKA_A              11.900              -0.668                 158
              1HPL_A               9.100              -0.653                 449
              1HPM_A              10.800              -0.609                 378
              1HQC_A              11.900              -0.676                 314
              1I1E_A              11.000              -0.705                1287
              1I1I_P              11.300              -0.667                 665
              1I9A_A              11.500              -0.689                 175
              1IDJ_A              11.200              -0.594                 359
              1IG8_A               8.800              -0.645                 469
              1IM5_A              11.100              -0.664                 179
              1INP_A              12.000              -0.707                 400
              1IU4_A              10.500              -0.716                 331
              1J00_A              12.000              -0.655                 176
              1J09_A              10.800              -0.653                 468
              1JH6_A              10.700              -0.730                 181
              1JMS_A              10.600              -0.660                 360
              1JOA_A              10.600              -0.688                 446
              1JS4_A              10.100              -0.653                 605
              1K30_A               9.800              -0.713                 363
              1KL7_A              11.600              -0.673                 503
              1KNP_A              10.900              -0.678                 529
              1L1D_A              12.300              -0.729                 142
              1L1L_A              10.800              -0.659                 717
              1L6P_A              12.100              -0.656                 121
              1L7N_A              10.500              -0.651                 207
              1L7Q_A              12.200              -0.652                 571
              1L8T_A               9.700              -0.665                 263
              1L9X_A              12.000              -0.706                 288
              1LBA_A              13.700              -0.616                 146
              1LDM_A              10.600              -0.703                 329
              1LJL_A              12.000              -0.677                 130
              1LVH_A              10.400              -0.715                 220
              1M53_A              11.700              -0.633                 556
              1MBB_A              11.100              -0.684                 340
              1MJ9_A              11.700              -0.712                 273
              1MLA_A              10.000              -0.599                 305
              1MRQ_A              10.400              -0.656                 323
              1MUD_A              10.900              -0.654                 225
              1MUG_A              11.700              -0.734                 165
              1NDH_A              11.000              -0.663                 270
              1NDI_A              10.600              -0.721                 596
              1NLU_A              12.900              -0.678                 368
              1O8A_A              10.900              -0.665                 574
              1O98_A              11.400              -0.654                 509
              1OG1_A              10.200              -0.644                 223
              1OGO_X              12.600              -0.662                 572
              1OJ4_A               9.700              -0.703                 277
              1ONR_A               9.600              -0.707                 316
              1OPM_A               8.500              -0.677                 310
              1OXA_A              11.400              -0.657                 403
              1OYG_A              10.500              -0.668                 440
              1P1X_A               9.400              -0.685                 250
              1P3D_A              11.700              -0.639                 449
              1P5D_X              10.900              -0.673                 454
              1PA9_A              10.800              -0.695                 279
              1PII_A              10.900              -0.658                 452
              1PKN_A              10.500              -0.717                 514
              1PMI_A              11.200              -0.698                 440
              1PP4_A              12.100              -0.615                 233
              1PS9_A              11.000              -0.658                 671
              1PTD_A              11.200              -0.709                 296
              1PUD_A              10.100              -0.670                 372
              1PYL_A              11.000              -0.670                  95
              1Q91_A               8.500              -0.717                 194
              1QAM_A              11.500              -0.715                 235
              1QAZ_A               9.600              -0.656                 351
              1QBA_A              10.300              -0.621                 858
              1QFM_A              11.400              -0.639                 705
              1QGX_A               9.400              -0.742                 354
              1QJE_A              11.500              -0.634                 327
              1QK2_A              10.900              -0.710                 363
              1QWN_A              12.400              -0.635                1014
              1R1J_A              10.700              -0.660                 696
              1R44_A              11.100              -0.644                 202
              1R4Z_A               8.200              -0.705                 179
              1RBN_A               9.300              -0.687                 124
              1RDD_A              11.700              -0.664                 155
              1RU4_A               8.800              -0.664                 400
              1S3I_A               9.300              -0.667                 307
              1S95_A              10.600              -0.701                 324
              1SCA_A              10.200              -0.670                 274
              1SLL_A              10.700              -0.653                 679
              1SML_A              10.700              -0.746                 266
              1SNZ_A              10.900              -0.607                 344
              1TAH_B              10.600              -0.672                 318
              1TLP_E               7.500              -0.599                 316
              1U3F_A              12.700              -0.687                 164
              1U5U_A              10.200              -0.661                 366
              1UAS_A              11.500              -0.656                 362
              1UN1_A              11.300              -0.634                 267
              1VID_A              11.800              -0.690                 213
              1VLB_A              10.100              -0.619                 907
              1VNC_A              11.300              -0.684                 576
              1VQ1_A               9.700              -0.652                 263
              1W0H_A              10.100              -0.581                 194
              1XQW_A              11.300              -0.704                 290
              1Y9M_A              10.600              -0.647                 517
              1YON_A               9.600              -0.721                 292
              1YSC_A              11.600              -0.717                 421
              1ZE1_A              11.300              -0.684                 308
              1ZIO_A               9.700              -0.655                 217
              206L_A              12.800              -0.609                 162
              2A0N_A               9.900              -0.699                 251
              2ABK_A              10.600              -0.669                 211
              2ACY_A              12.100              -0.692                  98
              2AYH_A              11.300              -0.582                 214
              2CPO_A              12.300              -0.685                 298
              2CPU_A              10.300              -0.634                 495
              2DLN_A              11.600              -0.666                 306
              2EBN_A              11.700              -0.667                 285
              2ENG_A               8.600              -0.697                 205
              2F61_A              11.400              -0.714                 497
              2F9R_A              10.100              -0.664                 285
              2NLR_A              10.200              -0.602                 222
              2NMT_A              10.900              -0.710                 422
              2PEC_A               9.700              -0.606                 352
              2PIA_A              11.400              -0.648                 321
              2PTH_A              10.900              -0.625                 193
              2SQC_A              11.100              -0.660                 623
              2THI_A              11.800              -0.701                 362
              2TPS_A               9.000              -0.716                 226
              5EAT_A              11.000              -0.661                 532
              7ATJ_A              10.400              -0.643                 305
