                 pdb     free_param_best         sp_cor_best                nres
              1LJL_A              12.300              -0.777                 130
              1LVH_A               8.700              -0.828                 220
              1M53_A              10.900              -0.726                 556
              1MBB_A               7.500              -0.788                 340
              1MJ9_A               9.200              -0.816                 273
              1MLA_A               9.700              -0.688                 305
              1MRQ_A               7.000              -0.768                 323
              1MUD_A               9.600              -0.748                 225
              1MUG_A               6.900              -0.806                 165
              1NDH_A               6.700              -0.770                 270
              1NDI_A              10.300              -0.790                 596
              1NLU_A               9.200              -0.776                 368
              1O8A_A              10.700              -0.741                 574
              1O98_A               7.700              -0.761                 509
              1OG1_A               7.100              -0.776                 223
              1OGO_X               9.800              -0.748                 572
              1OJ4_A               7.900              -0.782                 277
              1ONR_A               7.800              -0.754                 316
              1OPM_A               7.700              -0.777                 310
              1OXA_A               9.800              -0.767                 403
              1OYG_A               8.600              -0.757                 440
              1P1X_A               9.200              -0.766                 250
              1P3D_A               7.200              -0.711                 449
              1P5D_X               8.100              -0.751                 454
              1PA9_A              10.400              -0.762                 279
              1PII_A              10.200              -0.723                 452
              1PKN_A               9.600              -0.797                 514
              1PMI_A               6.900              -0.776                 440
              1PP4_A               7.800              -0.722                 233
              1PS9_A               7.600              -0.725                 671
              1PTD_A              12.700              -0.786                 296
              1PUD_A               9.600              -0.754                 372
              1PYL_A               8.700              -0.753                  95
              1Q91_A               8.100              -0.797                 194
              1QAM_A               9.700              -0.806                 235
              1QAZ_A              10.200              -0.748                 351
              1QBA_A               9.200              -0.726                 858
              1QFM_A               9.000              -0.745                 705
              1QGX_A               8.000              -0.818                 354
              1QJE_A               9.100              -0.751                 327
              1QK2_A               8.100              -0.760                 363
              1QWN_A               8.600              -0.733                1014
              1R1J_A               7.200              -0.769                 696
              1R44_A               8.600              -0.775                 202
              1R4Z_A               9.500              -0.784                 179
              1RBN_A               9.300              -0.762                 124
              1RDD_A               8.700              -0.786                 155
              1RU4_A               9.400              -0.770                 400
              1S3I_A               8.300              -0.749                 307
              1S95_A              10.100              -0.803                 324
              1SCA_A               9.500              -0.745                 274
              1SLL_A               9.800              -0.746                 679
              1SML_A               9.600              -0.819                 266
              1SNZ_A              10.800              -0.725                 344
              1TAH_B               9.200              -0.754                 318
              1TLP_E               7.700              -0.686                 316
              1U3F_A               7.900              -0.804                 164
              1U5U_A              10.100              -0.753                 366
              1UAS_A               9.500              -0.755                 362
              1UN1_A              11.400              -0.755                 267
              1VID_A               9.400              -0.783                 213
              1VLB_A               8.100              -0.713                 907
              1VNC_A              10.500              -0.748                 576
              1VQ1_A               6.300              -0.786                 263
              1W0H_A               6.100              -0.719                 194
              1XQW_A               9.600              -0.798                 290
              1Y9M_A              10.000              -0.748                 517
              1YON_A               6.800              -0.797                 292
              1YSC_A               9.700              -0.774                 421
              1ZE1_A              12.000              -0.788                 308
              1ZIO_A               8.500              -0.748                 217
              206L_A               9.400              -0.729                 162
              2A0N_A               6.700              -0.789                 251
              2ABK_A               7.200              -0.759                 211
              2ACY_A               8.300              -0.851                  98
              2AYH_A               9.000              -0.711                 214
              2CPO_A              10.000              -0.783                 298
              2CPU_A               8.200              -0.718                 495
              2DLN_A               9.000              -0.744                 306
              2EBN_A               7.300              -0.783                 285
              2ENG_A               8.700              -0.767                 205
              2F61_A              11.000              -0.774                 497
              2F9R_A               9.000              -0.762                 285
              2NLR_A               8.400              -0.734                 222
              2NMT_A               9.700              -0.771                 422
              2PEC_A               9.000              -0.754                 352
              2PIA_A               8.300              -0.723                 321
              2PTH_A               8.600              -0.773                 193
              2SQC_A               7.200              -0.743                 623
              2THI_A               8.500              -0.797                 362
              2TPS_A              10.100              -0.755                 226
              5EAT_A               9.000              -0.759                 532
              7ATJ_A               6.400              -0.789                 305
