                 pdb     free_param_best         sp_cor_best                nres
              1JH6_A              -2.800              -0.502                 181
              1JMS_A              -1.800              -0.540                 360
              1JOA_A              -2.800              -0.494                 446
              1JS4_A              -2.800              -0.604                 605
              1K30_A               8.600               0.520                 363
              1KL7_A              -1.700              -0.716                 503
              1KNP_A              -3.100              -0.608                 529
              1L1D_A              -2.900              -0.624                 142
              1L1L_A              -1.600              -0.513                 717
              1L6P_A              -2.300              -0.514                 121
              1L7N_A              -3.900              -0.630                 207
              1L7Q_A              -3.700              -0.319                 571
              1L8T_A              -1.400              -0.585                 263
              1L9X_A               0.300               0.614                 288
              1LBA_A              -0.800              -0.633                 146
              1LDM_A              -0.900              -0.540                 329
              1LJL_A              -3.700              -0.650                 130
              1LVH_A              -1.700              -0.633                 220
              1M53_A              -2.600              -0.614                 556
              1MBB_A              -1.300              -0.697                 340
              1MJ9_A              -0.100              -0.617                 273
              1MLA_A              -1.600              -0.622                 305
              1MRQ_A              -2.600              -0.506                 323
              1MUD_A              -1.500              -0.549                 225
              1MUG_A              -2.800              -0.570                 165
              1NDH_A              -2.000              -0.510                 270
              1NDI_A              -2.900              -0.591                 596
              1NLU_A              -2.000              -0.589                 368
              1O8A_A              -3.100              -0.548                 574
              1O98_A              -0.800              -0.704                 509
              1OG1_A              -3.300              -0.601                 223
              1OGO_X              -1.900              -0.123                 572
              1OJ4_A              -2.400              -0.711                 277
              1ONR_A              -0.900              -0.796                 316
              1OPM_A              -2.600              -0.435                 310
              1OXA_A              -3.300              -0.324                 403
              1OYG_A              -1.900              -0.488                 440
              1P1X_A              -1.300              -0.619                 250
              1P3D_A              -2.900              -0.651                 449
              1P5D_X              -2.100              -0.642                 454
              1PA9_A              -0.400              -0.558                 279
              1PII_A              -3.300              -0.681                 452
              1PKN_A              -1.800              -0.528                 514
              1PMI_A              -0.700              -0.642                 440
              1PP4_A              -2.600              -0.498                 233
              1PS9_A              -2.700              -0.619                 671
              1PTD_A              -1.400              -0.620                 296
              1PUD_A              -2.200              -0.531                 372
              1PYL_A              -3.400              -0.482                  95
              1Q91_A              -1.000              -0.503                 194
              1QAM_A              -1.500              -0.431                 235
              1QAZ_A              -6.500              -0.111                 351
              1QBA_A              -2.700              -0.498                 858
              1QFM_A              -3.400              -0.559                 705
              1QGX_A              -2.000              -0.575                 354
              1QJE_A              -2.900              -0.350                 327
              1QK2_A              -2.600              -0.581                 363
              1QWN_A              -2.400              -0.539                1014
              1R1J_A              -3.400              -0.520                 696
              1R44_A              -2.400              -0.685                 202
              1R4Z_A              -1.700              -0.568                 179
              1RBN_A              -2.700              -0.640                 124
              1RDD_A              -3.800              -0.508                 155
              1RU4_A              -3.000              -0.367                 400
              1S3I_A              -0.800              -0.528                 307
              1S95_A              -2.000              -0.640                 324
              1SCA_A              -3.100              -0.713                 274
              1SLL_A              -4.300              -0.275                 679
              1SML_A              -2.700              -0.402                 266
              1SNZ_A              -3.200              -0.547                 344
              1TAH_B              -1.800              -0.529                 318
              1TLP_E              -1.900              -0.609                 316
              1U3F_A              -1.500              -0.533                 164
              1U5U_A              20.800               0.148                 366
              1UAS_A              -1.500              -0.607                 362
              1UN1_A              -2.900              -0.554                 267
              1VID_A              -3.100              -0.506                 213
              1VLB_A              -4.300              -0.383                 907
              1VNC_A              -2.800              -0.283                 576
              1VQ1_A              -2.100              -0.675                 263
              1W0H_A              -2.700              -0.593                 194
              1XQW_A              -3.200              -0.491                 290
              1Y9M_A              -1.800              -0.608                 517
              1YON_A              -2.000              -0.550                 292
              1YSC_A              -2.600              -0.631                 421
              1ZE1_A              -1.600              -0.499                 308
              1ZIO_A              -2.700              -0.669                 217
              206L_A              -2.700              -0.497                 162
              2A0N_A              15.800               0.652                 251
              2ABK_A              -1.200              -0.565                 211
              2ACY_A              -3.000              -0.466                  98
              2AYH_A              -1.800              -0.499                 214
              2CPO_A              -2.600              -0.202                 298
              2CPU_A              -2.700              -0.584                 495
              2DLN_A              -1.700              -0.704                 306
              2EBN_A               2.000               0.433                 285
              2ENG_A              -2.700              -0.560                 205
              2F61_A              -2.600              -0.516                 497
              2F9R_A              30.000               0.482                 285
              2NLR_A              -2.800              -0.359                 222
              2NMT_A              -2.800              -0.507                 422
              2PEC_A              -2.000              -0.455                 352
              2PIA_A              -2.700              -0.628                 321
              2PTH_A              -2.100              -0.487                 193
              2SQC_A              -3.600              -0.550                 623
              2THI_A              -4.000              -0.173                 362
              2TPS_A              21.600               0.660                 226
              5EAT_A              -4.500              -0.375                 532
              7ATJ_A              -3.000              -0.694                 305
