                 pdb     free_param_best         sp_cor_best                nres
              1EH5_A              25.600              -0.512                 279
              1EUG_A               8.500              -0.622                 225
              1EUU_A               9.000              -0.158                 601
              1EX1_A              17.100              -0.458                 602
              1EXN_A              21.000              -0.299                 267
              1EXP_A              23.000              -0.524                 312
              1EYP_A              11.700              -0.282                 212
              1FF3_A              10.200              -0.465                 210
              1FGH_A              27.300              -0.625                 753
              1FHL_A              22.300              -0.459                 334
              1FOA_A              19.400              -0.575                 342
              1G24_A              21.100              -0.446                 210
              1G6T_A              23.000              -0.569                 427
              1G8O_A              12.100              -0.470                 287
              1GA8_A              32.800              -0.549                 271
              1GAL_A              24.100              -0.447                 581
              1GCU_A              10.900              -0.440                 292
              1GOG_A              11.100              -0.358                 639
              1GP5_A              11.100              -0.448                 346
              1GQ8_A              10.000              -0.506                 318
              1H19_A              18.000              -0.582                 610
              1H3I_A              15.700              -0.216                 293
              1HKA_A               8.400              -0.474                 158
              1HPL_A               9.800              -0.566                 449
              1HPM_A              28.900              -0.611                 378
              1HQC_A              21.900              -0.330                 314
              1I1E_A              10.800              -0.361                1287
              1I1I_P              41.700              -0.425                 665
              1I9A_A              19.400              -0.483                 175
              1IDJ_A               8.700              -0.564                 359
              1IG8_A              21.800              -0.543                 469
              1IM5_A               8.600              -0.549                 179
              1INP_A              35.800              -0.423                 400
              1IU4_A              11.500              -0.301                 331
              1J00_A              27.900              -0.447                 176
              1J09_A              27.100              -0.488                 468
              1JH6_A              10.700              -0.425                 181
              1JMS_A              11.900              -0.502                 360
              1JOA_A              13.500              -0.440                 446
              1JS4_A              15.600              -0.542                 605
              1K30_A              44.200              -0.470                 363
              1KL7_A              37.000              -0.658                 503
              1KNP_A               9.700              -0.562                 529
              1L1D_A              11.000              -0.569                 142
              1L1L_A              21.800              -0.465                 717
              1L6P_A              15.100              -0.360                 121
              1L7N_A               9.500              -0.581                 207
              1L7Q_A              12.400              -0.304                 571
              1L8T_A              21.100              -0.546                 263
              1L9X_A              22.800              -0.583                 288
              1LBA_A              20.400              -0.554                 146
              1LDM_A              20.600              -0.478                 329
              1LJL_A              12.600              -0.588                 130
              1LVH_A              16.600              -0.604                 220
              1M53_A              15.000              -0.578                 556
              1MBB_A              23.300              -0.614                 340
              1MJ9_A              23.000              -0.588                 273
              1MLA_A              18.600              -0.498                 305
              1MRQ_A              14.900              -0.486                 323
              1MUD_A              17.400              -0.439                 225
              1MUG_A              22.100              -0.515                 165
              1NDH_A              12.200              -0.413                 270
              1NDI_A              10.900              -0.542                 596
              1NLU_A              18.400              -0.554                 368
              1O8A_A              11.400              -0.436                 574
              1O98_A              29.400              -0.641                 509
              1OG1_A              11.900              -0.467                 223
              1OGO_X               4.900              -0.124                 572
              1OJ4_A              12.700              -0.613                 277
              1ONR_A              28.700              -0.724                 316
              1OPM_A               8.800              -0.410                 310
              1OXA_A              12.500              -0.322                 403
              1OYG_A              18.700              -0.464                 440
              1P1X_A              24.600              -0.547                 250
              1P3D_A              17.800              -0.543                 449
              1P5D_X              20.100              -0.550                 454
              1PA9_A              22.300              -0.539                 279
              1PII_A              11.100              -0.596                 452
              1PKN_A              34.600              -0.465                 514
              1PMI_A              32.700              -0.582                 440
              1PP4_A              11.200              -0.429                 233
              1PS9_A              19.600              -0.571                 671
              1PTD_A              20.900              -0.580                 296
              1PUD_A              13.000              -0.435                 372
              1PYL_A              11.700              -0.322                  95
              1Q91_A              24.500              -0.462                 194
              1QAM_A              13.300              -0.375                 235
              1QAZ_A               3.700              -0.158                 351
              1QBA_A              12.800              -0.409                 858
              1QFM_A               9.700              -0.468                 705
              1QGX_A              23.700              -0.508                 354
              1QJE_A              12.200              -0.332                 327
              1QK2_A              29.400              -0.516                 363
              1QWN_A              25.300              -0.480                1014
              1R1J_A               8.400              -0.447                 696
              1R44_A              10.900              -0.594                 202
              1R4Z_A              11.000              -0.493                 179
              1RBN_A              11.500              -0.507                 124
              1RDD_A               9.300              -0.372                 155
              1RU4_A               7.700              -0.361                 400
              1S3I_A              30.800              -0.470                 307
              1S95_A              11.100              -0.553                 324
              1SCA_A              10.300              -0.617                 274
              1SLL_A               7.900              -0.206                 679
              1SML_A              12.100              -0.351                 266
              1SNZ_A              10.100              -0.405                 344
              1TAH_B              20.400              -0.486                 318
              1TLP_E               9.400              -0.481                 316
              1U3F_A              14.100              -0.515                 164
              1U5U_A              42.800              -0.159                 366
              1UAS_A              21.300              -0.547                 362
              1UN1_A              11.400              -0.446                 267
              1VID_A              11.200              -0.450                 213
              1VLB_A               9.000              -0.293                 907
              1VNC_A               8.300              -0.272                 576
              1VQ1_A              17.900              -0.557                 263
              1W0H_A              12.100              -0.548                 194
              1XQW_A              12.000              -0.474                 290
              1Y9M_A              24.100              -0.561                 517
              1YON_A              18.700              -0.455                 292
              1YSC_A              18.200              -0.559                 421
              1ZE1_A              28.300              -0.425                 308
              1ZIO_A              12.100              -0.543                 217
              206L_A              12.800              -0.404                 162
              2A0N_A              35.800              -0.611                 251
              2ABK_A              21.300              -0.468                 211
              2ACY_A               9.300              -0.470                  98
              2AYH_A              11.200              -0.392                 214
              2CPO_A              49.400               0.162                 298
              2CPU_A              12.500              -0.501                 495
              2DLN_A              23.200              -0.637                 306
              2EBN_A              30.400              -0.394                 285
              2ENG_A               8.900              -0.433                 205
              2F61_A              18.700              -0.468                 497
              2F9R_A              37.800              -0.449                 285
              2NLR_A              16.100              -0.283                 222
              2NMT_A              16.000              -0.454                 422
              2PEC_A              20.100              -0.418                 352
              2PIA_A              13.000              -0.570                 321
              2PTH_A              18.000              -0.432                 193
              2SQC_A              13.800              -0.477                 623
              2THI_A              10.500              -0.165                 362
              2TPS_A              33.100              -0.586                 226
              5EAT_A              10.300              -0.316                 532
              7ATJ_A              10.400              -0.577                 305
