                 pdb     free_param_best         sp_cor_best                nres
              1J00_A              48.200              -0.423                 176
              1J09_A              11.400              -0.499                 468
              1JH6_A               4.000              -0.421                 181
              1JMS_A               4.600              -0.495                 360
              1JOA_A               5.000              -0.453                 446
              1JS4_A               5.000              -0.553                 605
              1K30_A              49.800              -0.457                 363
              1KL7_A              39.600              -0.662                 503
              1KNP_A               3.600              -0.557                 529
              1L1D_A               2.600              -0.568                 142
              1L1L_A              10.400              -0.468                 717
              1L6P_A               8.000              -0.315                 121
              1L7N_A               2.600              -0.552                 207
              1L7Q_A               2.600              -0.295                 571
              1L8T_A               9.000              -0.556                 263
              1L9X_A               9.800              -0.584                 288
              1LBA_A              25.800              -0.560                 146
              1LDM_A              17.600              -0.484                 329
              1LJL_A               6.400              -0.552                 130
              1LVH_A               6.600              -0.604                 220
              1M53_A               3.600              -0.594                 556
              1MBB_A              14.200              -0.632                 340
              1MJ9_A              40.000              -0.599                 273
              1MLA_A               5.200              -0.521                 305
              1MRQ_A               3.600              -0.476                 323
              1MUD_A               8.800              -0.451                 225
              1MUG_A              21.800              -0.489                 165
              1NDH_A              19.000              -0.421                 270
              1NDI_A               3.200              -0.541                 596
              1NLU_A              15.200              -0.552                 368
              1O8A_A               3.800              -0.437                 574
              1O98_A              20.800              -0.652                 509
              1OG1_A               8.000              -0.464                 223
              1OGO_X              12.200              -0.090                 572
              1OJ4_A               4.600              -0.628                 277
              1ONR_A              31.000              -0.732                 316
              1OPM_A               2.400              -0.382                 310
              1OXA_A               2.200              -0.317                 403
              1OYG_A               5.800              -0.462                 440
              1P1X_A              37.000              -0.550                 250
              1P3D_A               5.800              -0.562                 449
              1P5D_X               7.000              -0.579                 454
              1PA9_A              10.200              -0.538                 279
              1PII_A               3.200              -0.582                 452
              1PKN_A              47.000              -0.472                 514
              1PMI_A              24.400              -0.595                 440
              1PP4_A               5.400              -0.419                 233
              1PS9_A               5.400              -0.579                 671
              1PTD_A               7.400              -0.575                 296
              1PUD_A               5.600              -0.446                 372
              1PYL_A              11.800              -0.263                  95
              1Q91_A               8.200              -0.452                 194
              1QAM_A               5.800              -0.367                 235
              1QAZ_A               0.200               0.082                 351
              1QBA_A               3.400              -0.451                 858
              1QFM_A               3.200              -0.471                 705
              1QGX_A               8.000              -0.511                 354
              1QJE_A               4.600              -0.297                 327
              1QK2_A              44.000              -0.503                 363
              1QWN_A               3.800              -0.499                1014
              1R1J_A               3.200              -0.410                 696
              1R44_A               5.000              -0.581                 202
              1R4Z_A               4.800              -0.476                 179
              1RBN_A               3.200              -0.496                 124
              1RDD_A               4.400              -0.355                 155
              1RU4_A               1.800              -0.358                 400
              1S3I_A              31.000              -0.480                 307
              1S95_A               3.800              -0.555                 324
              1SCA_A               3.600              -0.616                 274
              1SLL_A               2.200              -0.203                 679
              1SML_A               4.400              -0.338                 266
              1SNZ_A               3.000              -0.388                 344
              1TAH_B               4.000              -0.500                 318
              1TLP_E               2.600              -0.514                 316
              1U3F_A               9.600              -0.488                 164
              1U5U_A               1.400              -0.136                 366
              1UAS_A               7.600              -0.547                 362
              1UN1_A               3.400              -0.450                 267
              1VID_A               4.400              -0.435                 213
              1VLB_A               2.200              -0.316                 907
              1VNC_A               3.200              -0.247                 576
              1VQ1_A               9.000              -0.585                 263
              1W0H_A               3.600              -0.537                 194
              1XQW_A               3.600              -0.467                 290
              1Y9M_A               9.000              -0.563                 517
              1YON_A               5.200              -0.461                 292
              1YSC_A               3.200              -0.580                 421
              1ZE1_A              12.400              -0.434                 308
              1ZIO_A               3.800              -0.540                 217
              206L_A               3.800              -0.396                 162
              2A0N_A              50.000              -0.559                 251
              2ABK_A              10.600              -0.490                 211
              2ACY_A               3.200              -0.327                  98
              2AYH_A               3.000              -0.393                 214
              2CPO_A               4.800              -0.125                 298
              2CPU_A               3.800              -0.514                 495
              2DLN_A               6.200              -0.642                 306
              2EBN_A              47.200              -0.392                 285
              2ENG_A               1.800              -0.457                 205
              2F61_A               4.600              -0.475                 497
              2F9R_A              49.800              -0.360                 285
              2NLR_A               6.400              -0.288                 222
              2NMT_A               4.000              -0.443                 422
              2PEC_A               3.400              -0.426                 352
              2PIA_A               4.000              -0.564                 321
              2PTH_A              34.200              -0.416                 193
              2SQC_A               2.800              -0.498                 623
              2THI_A               2.600              -0.148                 362
              2TPS_A              31.800              -0.582                 226
              5EAT_A               2.600              -0.274                 532
              7ATJ_A               3.800              -0.578                 305
