                 pdb     free_param_best         sp_cor_best                nres
              1W0H_A               8.400              -0.586                 194
              1XQW_A               5.400              -0.503                 290
              1Y9M_A              17.000              -0.601                 517
              1YON_A              11.200              -0.555                 292
              1YSC_A               7.000              -0.622                 421
              1ZE1_A              16.000              -0.482                 308
              1ZIO_A               6.600              -0.652                 217
              206L_A               8.800              -0.487                 162
              2A0N_A              49.800              -0.617                 251
              2ABK_A              17.400              -0.557                 211
              2ACY_A               6.000              -0.488                  98
              2AYH_A               7.800              -0.497                 214
              2CPO_A               6.600              -0.202                 298
              2CPU_A               8.000              -0.586                 495
              2DLN_A              17.200              -0.695                 306
              2EBN_A              49.600              -0.432                 285
              2ENG_A               7.200              -0.522                 205
              2F61_A              11.200              -0.505                 497
              2F9R_A              50.000              -0.414                 285
              2NLR_A              10.600              -0.340                 222
              2NMT_A               9.800              -0.513                 422
              2PEC_A              10.200              -0.455                 352
              2PIA_A               6.400              -0.653                 321
              2PTH_A              12.000              -0.481                 193
              2SQC_A               5.200              -0.560                 623
              2THI_A               5.600              -0.195                 362
              2TPS_A              29.600              -0.654                 226
              5EAT_A               4.000              -0.382                 532
              7ATJ_A               6.400              -0.680                 305
