"pdb","varea","variable","value"
"1A26_A","vareaCA","seqent",0.538198644286177
"1A26_A","vareaSC","ddgent",0.803455433455434
"1A26_A","vareaSC","hbe",0.287165423296302
"1A26_A","vareaSC","hpshh",0.527692727349902
"1A26_A","vareaSC","r4s_JC",0.675944532068229
"1A26_A","vareaSC","rsa",0.94113424089576
"1A26_A","vareaSC","seqent",0.561639471639472
"1A2T_A","vareaAA","ddgent",0.761882317734635
"1A2T_A","vareaAA","hbe",0.38772098419694
"1A2T_A","vareaAA","hpshh",0.437489054694356
"1A2T_A","vareaAA","r4s_JC",0.588346049901669
"1A2T_A","vareaAA","rsa",0.945828624745957
"1A2T_A","vareaAA","seqent",0.489675655996376
"1A2T_A","vareaCA","ddgent",0.74650556740109
"1A2T_A","vareaCA","hbe",0.410867649313253
"1A2T_A","vareaCA","hpshh",0.394500912710947
"1A2T_A","vareaCA","r4s_JC",0.524563672094425
"1A2T_A","vareaCA","rsa",0.895120468884028
"1A2T_A","vareaCA","seqent",0.429836855415632
"1A2T_A","vareaSC","ddgent",0.783134453048043
"1A2T_A","vareaSC","hbe",0.287950101775121
"1A2T_A","vareaSC","hpshh",0.46826744322934
"1A2T_A","vareaSC","r4s_JC",0.630090389208655
"1A2T_A","vareaSC","rsa",0.936421590615484
"1A2T_A","vareaSC","seqent",0.531481767808652
"1A4L_A","vareaAA","ddgent",0.785503105898679
"1A4L_A","vareaAA","hbe",0.303837748973967
"1A4L_A","vareaAA","hpshh",0.462138219393155
"1A4L_A","vareaAA","r4s_JC",0.663862305209251
"1A4L_A","vareaAA","rsa",0.936382215780789
"1A4L_A","vareaAA","seqent",0.535726224603173
"1A4L_A","vareaCA","ddgent",0.741116638529698
"1A4L_A","vareaCA","hbe",0.358967892674958
"1A4L_A","vareaCA","hpshh",0.394269625277569
"1A4L_A","vareaCA","r4s_JC",0.61432909348379
"1A4L_A","vareaCA","rsa",0.884666122309818
"1A4L_A","vareaCA","seqent",0.475524348122476
"1A4L_A","vareaSC","ddgent",0.792245529382654
"1A4L_A","vareaSC","hbe",0.230396414683335
"1A4L_A","vareaSC","hpshh",0.445079499471418
"1A4L_A","vareaSC","r4s_JC",0.701437177615049
"1A4L_A","vareaSC","rsa",0.932323732601227
"1A4L_A","vareaSC","seqent",0.579428332369104
"1A65_A","vareaAA","ddgent",0.73662832059974
"1A65_A","vareaAA","hbe",0.399082998972489
"1A65_A","vareaAA","hpshh",0.209067348488041
"1A65_A","vareaAA","r4s_JC",0.594292824876973
"1A65_A","vareaAA","rsa",0.902898333971312
"1A65_A","vareaAA","seqent",0.486743936546066
"1A65_A","vareaCA","ddgent",0.683022625281377
"1A65_A","vareaCA","hbe",0.40803502926171
"1A65_A","vareaCA","hpshh",0.176246388473102
"1A65_A","vareaCA","r4s_JC",0.565659362975146
"1A65_A","vareaCA","rsa",0.840683136051054
"1A65_A","vareaCA","seqent",0.437910042422432
"1A65_A","vareaSC","ddgent",0.769139149075373
"1A65_A","vareaSC","hbe",0.333949386687214
"1A65_A","vareaSC","hpshh",0.199230411338349
"1A65_A","vareaSC","r4s_JC",0.619023068805377
"1A65_A","vareaSC","rsa",0.89502818455456
"1A65_A","vareaSC","seqent",0.500441566111912
"1A8H_A","vareaAA","ddgent",0.753924921793885
"1A8H_A","vareaAA","hbe",0.427936559291022
"1A8H_A","vareaAA","hpshh",0.536957328683956
"1A8H_A","vareaAA","r4s_JC",0.333685342671483
"1A8H_A","vareaAA","rsa",0.92742013926921
"1A8H_A","vareaAA","seqent",0.290598580374208
"1A8H_A","vareaCA","ddgent",0.701386869547478
"1A8H_A","vareaCA","hbe",0.483292125494938
"1A8H_A","vareaCA","hpshh",0.469594991183355
"1A8H_A","vareaCA","r4s_JC",0.305670789686488
"1A8H_A","vareaCA","rsa",0.852063934347216
"1A8H_A","vareaCA","seqent",0.265312012750991
"1A8H_A","vareaSC","ddgent",0.772339235893086
"1A8H_A","vareaSC","hbe",0.35006881286599
"1A8H_A","vareaSC","hpshh",0.545780240000499
"1A8H_A","vareaSC","r4s_JC",0.352474392036248
"1A8H_A","vareaSC","rsa",0.919045866863749
"1A8H_A","vareaSC","seqent",0.301698638613963
"1A8S_A","vareaAA","ddgent",0.741086468276249
"1A8S_A","vareaAA","hbe",0.37929278353325
"1A8S_A","vareaAA","hpshh",0.316966419650498
"1A8S_A","vareaAA","r4s_JC",0.451568362587309
"1A8S_A","vareaAA","rsa",0.933949404827888
"1A8S_A","vareaAA","seqent",0.387720074036314
"1A8S_A","vareaCA","ddgent",0.696869736103313
"1A8S_A","vareaCA","hbe",0.376361753225483
"1A8S_A","vareaCA","hpshh",0.251704488091198
"1A8S_A","vareaCA","r4s_JC",0.469366359626311
"1A8S_A","vareaCA","rsa",0.854317652582297
"1A8S_A","vareaCA","seqent",0.407025520410341
"1A8S_A","vareaSC","ddgent",0.758478854764814
"1A8S_A","vareaSC","hbe",0.338353926681461
"1A8S_A","vareaSC","hpshh",0.327762544485197
"1A8S_A","vareaSC","r4s_JC",0.501271812942989
"1A8S_A","vareaSC","rsa",0.926095442036222
"1A8S_A","vareaSC","seqent",0.412389225775517
"1AF7_A","vareaAA","ddgent",0.76957582563422
"1AF7_A","vareaAA","hbe",0.477444822535446
"1AF7_A","vareaAA","hpshh",0.463375826943245
"1AF7_A","vareaAA","r4s_JC",0.64852677907368
"1AF7_A","vareaAA","rsa",0.924077894255819
"1AF7_A","vareaAA","seqent",0.605465177589757
"1AF7_A","vareaCA","ddgent",0.734242983294078
"1AF7_A","vareaCA","hbe",0.489076554643969
"1AF7_A","vareaCA","hpshh",0.400877048156655
"1AF7_A","vareaCA","r4s_JC",0.628328945598014
"1AF7_A","vareaCA","rsa",0.855365634532082
"1AF7_A","vareaCA","seqent",0.592708575817133
"1AF7_A","vareaSC","ddgent",0.788433464345873
"1AF7_A","vareaSC","hbe",0.428079833154488
"1AF7_A","vareaSC","hpshh",0.489061330266632
"1AF7_A","vareaSC","r4s_JC",0.658129682874472
"1AF7_A","vareaSC","rsa",0.933049952573111
"1AF7_A","vareaSC","seqent",0.615476137699471
"1AGM_A","vareaAA","ddgent",0.758115738462548
"1AGM_A","vareaAA","hbe",0.484675832171485
"1AGM_A","vareaAA","hpshh",0.300336915228734
"1AGM_A","vareaAA","r4s_JC",0.58418245808995
"1AGM_A","vareaAA","rsa",0.934890289949417
"1AGM_A","vareaAA","seqent",0.366514516278598
"1AGM_A","vareaCA","ddgent",0.724146889624446
"1AGM_A","vareaCA","hbe",0.51038958646401
"1AGM_A","vareaCA","hpshh",0.27143919468287
"1AGM_A","vareaCA","r4s_JC",0.550765430250755
"1AGM_A","vareaCA","rsa",0.890701146945301
"1AGM_A","vareaCA","seqent",0.321948599181593
"1AGM_A","vareaSC","ddgent",0.768613113165322
"1AGM_A","vareaSC","hbe",0.420501046999438
"1AGM_A","vareaSC","hpshh",0.320451520642525
"1AGM_A","vareaSC","r4s_JC",0.588756855473191
"1AGM_A","vareaSC","rsa",0.920945117617632
"1AGM_A","vareaSC","seqent",0.378510843309716
"1AGY_A","vareaAA","ddgent",0.775318710779189
"1AGY_A","vareaAA","hbe",0.501676059963957
"1AGY_A","vareaAA","hpshh",0.309652076509578
"1AGY_A","vareaAA","r4s_JC",0.66936721539286
"1AGY_A","vareaAA","rsa",0.934393088798429
"1AGY_A","vareaAA","seqent",0.507156681008383
"1AGY_A","vareaCA","ddgent",0.730065076330486
"1AGY_A","vareaCA","hbe",0.509838806514721
"1AGY_A","vareaCA","hpshh",0.270240895918865
"1AGY_A","vareaCA","r4s_JC",0.655195809423624
"1AGY_A","vareaCA","rsa",0.888107843714874
"1AGY_A","vareaCA","seqent",0.505439517060034
"1AGY_A","vareaSC","ddgent",0.769179937780373
"1AGY_A","vareaSC","hbe",0.467135505483571
"1AGY_A","vareaSC","hpshh",0.339928814956546
"1AGY_A","vareaSC","r4s_JC",0.691281606979444
"1AGY_A","vareaSC","rsa",0.932640319552131
"1AGY_A","vareaSC","seqent",0.527439306731022
"1AH7_A","vareaAA","ddgent",0.7842781254845
"1AH7_A","vareaAA","hbe",0.431210927292621
"1AH7_A","vareaAA","hpshh",0.38369081347038
"1AH7_A","vareaAA","r4s_JC",0.667028563983641
"1AH7_A","vareaAA","rsa",0.938791438705845
"1AH7_A","vareaAA","seqent",0.45993640089808
"1AH7_A","vareaCA","ddgent",0.755124888819982
"1AH7_A","vareaCA","hbe",0.445297599318411
"1AH7_A","vareaCA","hpshh",0.352322884999429
"1AH7_A","vareaCA","r4s_JC",0.673170210265571
"1AH7_A","vareaCA","rsa",0.868199771840014
"1AH7_A","vareaCA","seqent",0.480468612937526
"1AH7_A","vareaSC","ddgent",0.777369868379179
"1AH7_A","vareaSC","hbe",0.390034093239194
"1AH7_A","vareaSC","hpshh",0.41758848612382
"1AH7_A","vareaSC","r4s_JC",0.660695973008963
"1AH7_A","vareaSC","rsa",0.932730496691256
"1AH7_A","vareaSC","seqent",0.442775088148633
"1AJ0_A","vareaAA","ddgent",0.725342139742256
"1AJ0_A","vareaAA","hbe",0.424698558767192
"1AJ0_A","vareaAA","hpshh",0.42225380322239
"1AJ0_A","vareaAA","r4s_JC",0.520290699072362
"1AJ0_A","vareaAA","rsa",0.925873366476802
"1AJ0_A","vareaAA","seqent",0.481600883882994
"1AJ0_A","vareaCA","ddgent",0.680307129129777
"1AJ0_A","vareaCA","hbe",0.458827932657327
"1AJ0_A","vareaCA","hpshh",0.372227152408051
"1AJ0_A","vareaCA","r4s_JC",0.478049654895619
"1AJ0_A","vareaCA","rsa",0.870883965117009
"1AJ0_A","vareaCA","seqent",0.450865435832664
"1AJ0_A","vareaSC","ddgent",0.741612556356638
"1AJ0_A","vareaSC","hbe",0.361250865864382
"1AJ0_A","vareaSC","hpshh",0.451095453896147
"1AJ0_A","vareaSC","r4s_JC",0.549526181889131
"1AJ0_A","vareaSC","rsa",0.92817304986197
"1AJ0_A","vareaSC","seqent",0.502890800079231
"1AK0_A","vareaAA","ddgent",0.742532071558544
"1AK0_A","vareaAA","hbe",0.445519090853405
"1AK0_A","vareaAA","hpshh",0.369482357406478
"1AK0_A","vareaAA","r4s_JC",0.679755510724175
"1AK0_A","vareaAA","rsa",0.9383699058121
"1AK0_A","vareaAA","seqent",0.567985274798851
"1AK0_A","vareaCA","ddgent",0.681577522843037
"1AK0_A","vareaCA","hbe",0.434382516214416
"1AK0_A","vareaCA","hpshh",0.304009686576684
"1AK0_A","vareaCA","r4s_JC",0.653607606340067
"1AK0_A","vareaCA","rsa",0.858097136265485
"1AK0_A","vareaCA","seqent",0.524976117527695
"1AK0_A","vareaSC","ddgent",0.760111916206327
"1AK0_A","vareaSC","hbe",0.392122182189965
"1AK0_A","vareaSC","hpshh",0.393244763209868
"1AK0_A","vareaSC","r4s_JC",0.700315060356331
"1AK0_A","vareaSC","rsa",0.934491082101924
"1AK0_A","vareaSC","seqent",0.585769584646354
"1AKO_A","vareaAA","ddgent",0.818886229642897
"1AKO_A","vareaAA","hbe",0.402413524280574
"1AKO_A","vareaAA","hpshh",0.434812307859221
"1AKO_A","vareaAA","r4s_JC",0.532486498139496
"1AKO_A","vareaAA","rsa",0.938042582959698
"1AKO_A","vareaAA","seqent",0.461117083130041
"1AKO_A","vareaCA","ddgent",0.77584509680826
"1AKO_A","vareaCA","hbe",0.418307523467304
"1AKO_A","vareaCA","hpshh",0.379005163341796
"1AKO_A","vareaCA","r4s_JC",0.544997106231806
"1AKO_A","vareaCA","rsa",0.865915471547879
"1AKO_A","vareaCA","seqent",0.47462618146187
"1AKO_A","vareaSC","ddgent",0.816591409104596
"1AKO_A","vareaSC","hbe",0.345140691219841
"1AKO_A","vareaSC","hpshh",0.460429475100815
"1AKO_A","vareaSC","r4s_JC",0.51834035750003
"1AKO_A","vareaSC","rsa",0.932878999955139
"1AKO_A","vareaSC","seqent",0.455352457043972
"1AMY_A","vareaAA","ddgent",0.742367627748294
"1AMY_A","vareaAA","hbe",0.328954261600759
"1AMY_A","vareaAA","hpshh",0.420693323219697
"1AMY_A","vareaAA","r4s_JC",0.482601589989572
"1AMY_A","vareaAA","rsa",0.907581881990834
"1AMY_A","vareaAA","seqent",0.410703329899938
"1AMY_A","vareaCA","ddgent",0.692621578738741
"1AMY_A","vareaCA","hbe",0.351836810016234
"1AMY_A","vareaCA","hpshh",0.350502669486565
"1AMY_A","vareaCA","r4s_JC",0.452080569319019
"1AMY_A","vareaCA","rsa",0.839383896416474
"1AMY_A","vareaCA","seqent",0.381983311591768
"1AMY_A","vareaSC","ddgent",0.768325228878578
"1AMY_A","vareaSC","hbe",0.262905493029283
"1AMY_A","vareaSC","hpshh",0.440993716701256
"1AMY_A","vareaSC","r4s_JC",0.492068184204361
"1AMY_A","vareaSC","rsa",0.917370418810517
"1AMY_A","vareaSC","seqent",0.422123388188084
"1AQ2_A","vareaAA","ddgent",0.767738357312441
"1AQ2_A","vareaAA","hbe",0.456921623117088
"1AQ2_A","vareaAA","hpshh",0.418460691300031
"1AQ2_A","vareaAA","r4s_JC",0.637653829671661
"1AQ2_A","vareaAA","rsa",0.920339742118087
"1AQ2_A","vareaAA","seqent",0.534378467260751
"1AQ2_A","vareaCA","ddgent",0.72328575883922
"1AQ2_A","vareaCA","hbe",0.471618589636054
"1AQ2_A","vareaCA","hpshh",0.383669360026422
"1AQ2_A","vareaCA","r4s_JC",0.614477980226503
"1AQ2_A","vareaCA","rsa",0.866440812320007
"1AQ2_A","vareaCA","seqent",0.514961080267524
"1AQ2_A","vareaSC","ddgent",0.775270338879368
"1AQ2_A","vareaSC","hbe",0.396526541924624
"1AQ2_A","vareaSC","hpshh",0.431941955481903
"1AQ2_A","vareaSC","r4s_JC",0.663221320448832
"1AQ2_A","vareaSC","rsa",0.917697862191072
"1AQ2_A","vareaSC","seqent",0.562527205495331
"1AQL_A","vareaAA","ddgent",0.788925919275564
"1AQL_A","vareaAA","hbe",0.438551652941395
"1AQL_A","vareaAA","hpshh",0.338011534343735
"1AQL_A","vareaAA","r4s_JC",0.538392236018015
"1AQL_A","vareaAA","rsa",0.925042823051694
"1AQL_A","vareaAA","seqent",0.4766141980347
"1AQL_A","vareaCA","ddgent",0.729240262866598
"1AQL_A","vareaCA","hbe",0.465148077059526
"1AQL_A","vareaCA","hpshh",0.287873962820552
"1AQL_A","vareaCA","r4s_JC",0.503887045701971
"1AQL_A","vareaCA","rsa",0.866392244561246
"1AQL_A","vareaCA","seqent",0.435132740280401
"1AQL_A","vareaSC","ddgent",0.808378308954885
"1AQL_A","vareaSC","hbe",0.373864639538265
"1AQL_A","vareaSC","hpshh",0.371313884596356
"1AQL_A","vareaSC","r4s_JC",0.539509051217811
"1AQL_A","vareaSC","rsa",0.926838884142331
"1AQL_A","vareaSC","seqent",0.477968290587345
"1AST_A","vareaAA","ddgent",0.736188404710118
"1AST_A","vareaAA","hbe",0.382243775824314
"1AST_A","vareaAA","hpshh",0.266491417144573
"1AST_A","vareaAA","r4s_JC",0.640627818956235
"1AST_A","vareaAA","rsa",0.945856753547774
"1AST_A","vareaAA","seqent",0.589897322188456
"1AST_A","vareaCA","ddgent",0.672333308332708
"1AST_A","vareaCA","hbe",0.392393779343734
"1AST_A","vareaCA","hpshh",0.191780385521078
"1AST_A","vareaCA","r4s_JC",0.609861680664142
"1AST_A","vareaCA","rsa",0.859822609195476
"1AST_A","vareaCA","seqent",0.561363085463811
"1AST_A","vareaSC","ddgent",0.773542338558464
"1AST_A","vareaSC","hbe",0.308823741496756
"1AST_A","vareaSC","hpshh",0.324362084552393
"1AST_A","vareaSC","r4s_JC",0.644493556218417
"1AST_A","vareaSC","rsa",0.94319575664959
"1AST_A","vareaSC","seqent",0.596871307759146
"1B04_A","vareaAA","ddgent",0.790983290417241
"1B04_A","vareaAA","hbe",0.356639818220264
"1B04_A","vareaAA","hpshh",0.463278150775729
"1B04_A","vareaAA","r4s_JC",0.510965122023289
"1B04_A","vareaAA","rsa",0.944519167189438
"1B04_A","vareaAA","seqent",0.450608763981055
"1B04_A","vareaCA","ddgent",0.751990840091317
"1B04_A","vareaCA","hbe",0.348287343849106
"1B04_A","vareaCA","hpshh",0.351873656301306
"1B04_A","vareaCA","r4s_JC",0.519731745689269
"1B04_A","vareaCA","rsa",0.866752085803448
"1B04_A","vareaCA","seqent",0.453845084876151
"1B04_A","vareaSC","ddgent",0.802755021787008
"1B04_A","vareaSC","hbe",0.295420032596899
"1B04_A","vareaSC","hpshh",0.494100972096224
"1B04_A","vareaSC","r4s_JC",0.493571331337771
"1B04_A","vareaSC","rsa",0.940847685561727
"1B04_A","vareaSC","seqent",0.433459830263623
"1B2R_A","vareaAA","ddgent",0.735433357951518
"1B2R_A","vareaAA","hbe",0.476169929326797
"1B2R_A","vareaAA","hpshh",0.481705150769239
"1B2R_A","vareaAA","r4s_JC",0.578647871729157
"1B2R_A","vareaAA","rsa",0.925233519571407
"1B2R_A","vareaAA","seqent",0.435715174684063
"1B2R_A","vareaCA","ddgent",0.683902044555798
"1B2R_A","vareaCA","hbe",0.471658795832031
"1B2R_A","vareaCA","hpshh",0.428384037134108
"1B2R_A","vareaCA","r4s_JC",0.549598187008153
"1B2R_A","vareaCA","rsa",0.86550676704518
"1B2R_A","vareaCA","seqent",0.386249425204717
"1B2R_A","vareaSC","ddgent",0.761459230587386
"1B2R_A","vareaSC","hbe",0.428493327387138
"1B2R_A","vareaSC","hpshh",0.510142841028008
"1B2R_A","vareaSC","r4s_JC",0.59988573549555
"1B2R_A","vareaSC","rsa",0.92648115105168
"1B2R_A","vareaSC","seqent",0.456753369112278
"1BF2_A","vareaAA","ddgent",0.702352058953719
"1BF2_A","vareaAA","hbe",0.41894815536513
"1BF2_A","vareaAA","hpshh",0.124162506465688
"1BF2_A","vareaAA","r4s_JC",0.43398761476949
"1BF2_A","vareaAA","rsa",0.906677034691424
"1BF2_A","vareaAA","seqent",0.333875561757039
"1BF2_A","vareaCA","ddgent",0.645585740000757
"1BF2_A","vareaCA","hbe",0.425151661411707
"1BF2_A","vareaCA","hpshh",0.0793721388722939
"1BF2_A","vareaCA","r4s_JC",0.434429036569484
"1BF2_A","vareaCA","rsa",0.837395703481782
"1BF2_A","vareaCA","seqent",0.325771873226951
"1BF2_A","vareaSC","ddgent",0.726550781423611
"1BF2_A","vareaSC","hbe",0.346990390017421
"1BF2_A","vareaSC","hpshh",0.147848225509593
"1BF2_A","vareaSC","r4s_JC",0.447572396163273
"1BF2_A","vareaSC","rsa",0.898281778520994
"1BF2_A","vareaSC","seqent",0.356957273660711
"1BG0_A","vareaAA","ddgent",0.758900179590445
"1BG0_A","vareaAA","hbe",0.29492077650531
"1BG0_A","vareaAA","hpshh",0.492037523725191
"1BG0_A","vareaAA","r4s_JC",0.657330014358203
"1BG0_A","vareaAA","rsa",0.933310648521845
"1BG0_A","vareaAA","seqent",0.58150713920275
"1BG0_A","vareaCA","ddgent",0.704477007748875
"1BG0_A","vareaCA","hbe",0.342249500667491
"1BG0_A","vareaCA","hpshh",0.405413696939889
"1BG0_A","vareaCA","r4s_JC",0.639342165043122
"1BG0_A","vareaCA","rsa",0.874901957238958
"1BG0_A","vareaCA","seqent",0.572520730059338
"1BG0_A","vareaSC","ddgent",0.772882636200548
"1BG0_A","vareaSC","hbe",0.251854942750218
"1BG0_A","vareaSC","hpshh",0.522314842162217
"1BG0_A","vareaSC","r4s_JC",0.634386657286795
"1BG0_A","vareaSC","rsa",0.919494518260699
"1BG0_A","vareaSC","seqent",0.557897530956922
"1BH2_A","vareaAA","ddgent",0.751078272153818
"1BH2_A","vareaAA","hbe",0.405319317754925
"1BH2_A","vareaAA","hpshh",0.444795700259083
"1BH2_A","vareaAA","r4s_JC",0.500436246001811
"1BH2_A","vareaAA","rsa",0.91962412644173
"1BH2_A","vareaAA","seqent",0.492752171178108
"1BH2_A","vareaCA","ddgent",0.726329267496727
"1BH2_A","vareaCA","hbe",0.413959163409855
"1BH2_A","vareaCA","hpshh",0.42544797548312
"1BH2_A","vareaCA","r4s_JC",0.467025274639717
"1BH2_A","vareaCA","rsa",0.873506296059151
"1BH2_A","vareaCA","seqent",0.453711473540984
"1BH2_A","vareaSC","ddgent",0.770721753185673
"1BH2_A","vareaSC","hbe",0.362136409914085
"1BH2_A","vareaSC","hpshh",0.44719721483708
"1BH2_A","vareaSC","r4s_JC",0.536554342062391
"1BH2_A","vareaSC","rsa",0.927418773270321
"1BH2_A","vareaSC","seqent",0.529963753982435
"1BOL_A","vareaAA","ddgent",0.71906654945431
"1BOL_A","vareaAA","hbe",0.406865543229172
"1BOL_A","vareaAA","hpshh",0.463702998479463
"1BOL_A","vareaAA","r4s_JC",0.586483549550329
"1BOL_A","vareaAA","rsa",0.935380655660708
"1BOL_A","vareaAA","seqent",0.440053900119608
"1BOL_A","vareaCA","ddgent",0.668905071701168
"1BOL_A","vareaCA","hbe",0.422528754974017
"1BOL_A","vareaCA","hpshh",0.384635214023288
"1BOL_A","vareaCA","r4s_JC",0.560649688145161
"1BOL_A","vareaCA","rsa",0.865721077173865
"1BOL_A","vareaCA","seqent",0.412351622791726
"1BOL_A","vareaSC","ddgent",0.75269472341485
"1BOL_A","vareaSC","hbe",0.352777460897018
"1BOL_A","vareaSC","hpshh",0.490738500952832
"1BOL_A","vareaSC","r4s_JC",0.624728983573616
"1BOL_A","vareaSC","rsa",0.931959676833791
"1BOL_A","vareaSC","seqent",0.486529472015329
"1BP2_A","vareaAA","ddgent",0.771891243502599
"1BP2_A","vareaAA","hbe",0.288691895957692
"1BP2_A","vareaAA","hpshh",0.283180172794764
"1BP2_A","vareaAA","r4s_JC",0.656402864792089
"1BP2_A","vareaAA","rsa",0.943066427334992
"1BP2_A","vareaAA","seqent",0.582832497568454
"1BP2_A","vareaCA","ddgent",0.755452657646619
"1BP2_A","vareaCA","hbe",0.307893295426271
"1BP2_A","vareaCA","hpshh",0.21859329164572
"1BP2_A","vareaCA","r4s_JC",0.650334226623371
"1BP2_A","vareaCA","rsa",0.8975982474076
"1BP2_A","vareaCA","seqent",0.577078707397064
"1BP2_A","vareaSC","ddgent",0.830287239942733
"1BP2_A","vareaSC","hbe",0.202084004620419
"1BP2_A","vareaSC","hpshh",0.320256089644083
"1BP2_A","vareaSC","r4s_JC",0.695065442710753
"1BP2_A","vareaSC","rsa",0.952880562071767
"1BP2_A","vareaSC","seqent",0.62291551564583
"1BQC_A","vareaAA","ddgent",0.737026339539633
"1BQC_A","vareaAA","hbe",0.369665728207239
"1BQC_A","vareaAA","hpshh",0.340224650417616
"1BQC_A","vareaAA","r4s_JC",0.587596804166588
"1BQC_A","vareaAA","rsa",0.926658427474437
"1BQC_A","vareaAA","seqent",0.455244599711659
"1BQC_A","vareaCA","ddgent",0.67703005586911
"1BQC_A","vareaCA","hbe",0.400786141346973
"1BQC_A","vareaCA","hpshh",0.29294181475897
"1BQC_A","vareaCA","r4s_JC",0.56176595303224
"1BQC_A","vareaCA","rsa",0.860855389257618
"1BQC_A","vareaCA","seqent",0.447590164210466
"1BQC_A","vareaSC","ddgent",0.739267900520003
"1BQC_A","vareaSC","hbe",0.341673501720406
"1BQC_A","vareaSC","hpshh",0.376756961206288
"1BQC_A","vareaSC","r4s_JC",0.60703839883661
"1BQC_A","vareaSC","rsa",0.926401636630342
"1BQC_A","vareaSC","seqent",0.466609273287197
"1BS4_A","vareaAA","ddgent",0.777106817641134
"1BS4_A","vareaAA","hbe",0.429528150198254
"1BS4_A","vareaAA","hpshh",0.474585736033357
"1BS4_A","vareaAA","r4s_JC",0.605718997187166
"1BS4_A","vareaAA","rsa",0.928764889660403
"1BS4_A","vareaAA","seqent",0.525146858724022
"1BS4_A","vareaCA","ddgent",0.715834602983382
"1BS4_A","vareaCA","hbe",0.423057202361338
"1BS4_A","vareaCA","hpshh",0.381986706926092
"1BS4_A","vareaCA","r4s_JC",0.546552201254424
"1BS4_A","vareaCA","rsa",0.855792061288641
"1BS4_A","vareaCA","seqent",0.491835993989082
"1BS4_A","vareaSC","ddgent",0.806474962163585
"1BS4_A","vareaSC","hbe",0.366454130476458
"1BS4_A","vareaSC","hpshh",0.516125985773961
"1BS4_A","vareaSC","r4s_JC",0.61498675688561
"1BS4_A","vareaSC","rsa",0.94076619978256
"1BS4_A","vareaSC","seqent",0.530002319243159
"1BS9_A","vareaAA","ddgent",0.748375112294488
"1BS9_A","vareaAA","hbe",0.459806522153318
"1BS9_A","vareaAA","hpshh",0.341540460339356
"1BS9_A","vareaAA","r4s_JC",0.583504595349532
"1BS9_A","vareaAA","rsa",0.950003151827257
"1BS9_A","vareaAA","seqent",0.434487899858817
"1BS9_A","vareaCA","ddgent",0.705758240033648
"1BS9_A","vareaCA","hbe",0.457200230356126
"1BS9_A","vareaCA","hpshh",0.287732723741989
"1BS9_A","vareaCA","r4s_JC",0.549567848036926
"1BS9_A","vareaCA","rsa",0.895870328547386
"1BS9_A","vareaCA","seqent",0.41506637430161
"1BS9_A","vareaSC","ddgent",0.77526625970062
"1BS9_A","vareaSC","hbe",0.413729638162412
"1BS9_A","vareaSC","hpshh",0.374872355866966
"1BS9_A","vareaSC","r4s_JC",0.594010317687753
"1BS9_A","vareaSC","rsa",0.942110262738987
"1BS9_A","vareaSC","seqent",0.437960934793541
"1BT1_A","vareaAA","ddgent",0.785161052397066
"1BT1_A","vareaAA","hbe",0.370736818991638
