"pdb","bf","variable","value"
"13PK_A","bfC","ddgent",0.382095003840751
"13PK_A","bfC","hbe",0.180927956479306
"13PK_A","bfC","hpshh",0.202466212082593
"13PK_A","bfC","r4s_JC",0.308933733595361
"13PK_A","bfC","resvol",0.0359231869385152
"13PK_A","bfC","rsa",0.420003391549828
"13PK_A","bfC","seqent",0.248815767961243
"13PK_A","bfCA","ddgent",0.420001011572662
"13PK_A","bfCA","hbe",0.191388913535243
"13PK_A","bfCA","hpshh",0.253609938738698
"13PK_A","bfCA","r4s_JC",0.319105344429613
"13PK_A","bfCA","resvol",0.0460732871328855
"13PK_A","bfCA","rsa",0.451195896676143
"13PK_A","bfCA","seqent",0.259866281991899
"13PK_A","bfCB","ddgent",0.486602670382932
"13PK_A","bfCB","hbe",0.190336211727529
"13PK_A","bfCB","hpshh",0.348974985428337
"13PK_A","bfCB","r4s_JC",0.351545342423994
"13PK_A","bfCB","resvol",0.0592062639739583
"13PK_A","bfCB","rsa",0.519615530894931
"13PK_A","bfCB","seqent",0.291277529205914
"13PK_A","bfN","ddgent",0.384299992268625
"13PK_A","bfN","hbe",0.188916519961655
"13PK_A","bfN","hpshh",0.220104605903415
"13PK_A","bfN","r4s_JC",0.307574548231031
"13PK_A","bfN","resvol",0.0659561138015148
"13PK_A","bfN","rsa",0.412040641687761
"13PK_A","bfN","seqent",0.250540116013087
"13PK_A","bfO","ddgent",0.374090109372659
"13PK_A","bfO","hbe",0.192860145595205
"13PK_A","bfO","hpshh",0.188395997453497
"13PK_A","bfO","r4s_JC",0.29469965912301
"13PK_A","bfO","resvol",0.0224640731673282
"13PK_A","bfO","rsa",0.411924696581009
"13PK_A","bfO","seqent",0.235195780768991
"13PK_A","bfSC","ddgent",0.564826420605455
"13PK_A","bfSC","hbe",0.172673854270943
"13PK_A","bfSC","hpshh",0.469282817870968
"13PK_A","bfSC","r4s_JC",0.39851148106881
"13PK_A","bfSC","resvol",0.146425233817236
"13PK_A","bfSC","rsa",0.595520217564702
"13PK_A","bfSC","seqent",0.344225033863761
"1A26_A","bfAA","ddgent",0.541426426549348
"1A26_A","bfAA","hbe",0.429786387544735
"1A26_A","bfAA","hpshh",0.385669423980685
"1A26_A","bfAA","r4s_JC",0.546779813536418
"1A26_A","bfAA","resvol",-0.0866556877944818
"1A26_A","bfAA","rsa",0.675364047543872
"1A26_A","bfAA","seqent",0.461288220291965
"1A26_A","bfC","ddgent",0.381429021277139
"1A26_A","bfC","hbe",0.5130504449882
"1A26_A","bfC","hpshh",0.183216312831986
"1A26_A","bfC","r4s_JC",0.431638394959896
"1A26_A","bfC","resvol",-0.178198128980389
"1A26_A","bfC","rsa",0.503017019207089
"1A26_A","bfC","seqent",0.348600699731892
"1A26_A","bfCA","ddgent",0.417962947148289
"1A26_A","bfCA","hbe",0.4958257451177
"1A26_A","bfCA","hpshh",0.224689479494667
"1A26_A","bfCA","r4s_JC",0.467726748948003
"1A26_A","bfCA","resvol",-0.171235528906348
"1A26_A","bfCA","rsa",0.541272816451725
"1A26_A","bfCA","seqent",0.381557642807453
"1A26_A","bfCB","ddgent",0.504280791625712
"1A26_A","bfCB","hbe",0.465674383794967
"1A26_A","bfCB","hpshh",0.313588273530826
"1A26_A","bfCB","r4s_JC",0.524368895696079
"1A26_A","bfCB","resvol",-0.132799596075387
"1A26_A","bfCB","rsa",0.631860628494992
"1A26_A","bfCB","seqent",0.433325447695081
"1A26_A","bfN","ddgent",0.373039275029829
"1A26_A","bfN","hbe",0.493815735339269
"1A26_A","bfN","hpshh",0.182708298266519
"1A26_A","bfN","r4s_JC",0.426390367558259
"1A26_A","bfN","resvol",-0.166301067321507
"1A26_A","bfN","rsa",0.492841970571862
"1A26_A","bfN","seqent",0.335380340806124
"1A26_A","bfO","ddgent",0.384293302538354
"1A26_A","bfO","hbe",0.489172992258478
"1A26_A","bfO","hpshh",0.181189374305799
"1A26_A","bfO","r4s_JC",0.42836669131762
"1A26_A","bfO","resvol",-0.187836721983785
"1A26_A","bfO","rsa",0.492937919574349
"1A26_A","bfO","seqent",0.345626515066431
"1A26_A","bfSC","ddgent",0.597833596808304
"1A26_A","bfSC","hbe",0.366583259161719
"1A26_A","bfSC","hpshh",0.465185946419039
"1A26_A","bfSC","r4s_JC",0.578156450970983
"1A26_A","bfSC","resvol",-0.0335824325524864
"1A26_A","bfSC","rsa",0.72381770653859
"1A26_A","bfSC","seqent",0.500017517206234
"1A2T_A","bfAA","ddgent",0.566633000411477
"1A2T_A","bfAA","hbe",0.178660125260852
"1A2T_A","bfAA","hpshh",0.458968110617258
"1A2T_A","bfAA","r4s_JC",0.447651241927345
"1A2T_A","bfAA","resvol",0.247519104954742
"1A2T_A","bfAA","rsa",0.657100048272409
"1A2T_A","bfAA","seqent",0.426028818387635
"1A2T_A","bfC","ddgent",0.348445854291134
"1A2T_A","bfC","hbe",0.279968480234971
"1A2T_A","bfC","hpshh",0.233564896396777
"1A2T_A","bfC","r4s_JC",0.273689447633844
"1A2T_A","bfC","resvol",0.123005474246815
"1A2T_A","bfC","rsa",0.474310201746563
"1A2T_A","bfC","seqent",0.262876224157927
"1A2T_A","bfCA","ddgent",0.429831517847797
"1A2T_A","bfCA","hbe",0.253805742875433
"1A2T_A","bfCA","hpshh",0.281216825003295
"1A2T_A","bfCA","r4s_JC",0.361343489990335
"1A2T_A","bfCA","resvol",0.161600984600529
"1A2T_A","bfCA","rsa",0.523267069244091
"1A2T_A","bfCA","seqent",0.332458833244782
"1A2T_A","bfCB","ddgent",0.508261376469537
"1A2T_A","bfCB","hbe",0.163591740717181
"1A2T_A","bfCB","hpshh",0.328691915380161
"1A2T_A","bfCB","r4s_JC",0.39852139478174
"1A2T_A","bfCB","resvol",0.193620694261647
"1A2T_A","bfCB","rsa",0.585030094232165
"1A2T_A","bfCB","seqent",0.35539157314057
"1A2T_A","bfN","ddgent",0.409406659733513
"1A2T_A","bfN","hbe",0.26498469425775
"1A2T_A","bfN","hpshh",0.298871802823287
"1A2T_A","bfN","r4s_JC",0.2566847720497
"1A2T_A","bfN","resvol",0.107569142631128
"1A2T_A","bfN","rsa",0.514669032644634
"1A2T_A","bfN","seqent",0.222423667336151
"1A2T_A","bfO","ddgent",0.316067732386974
"1A2T_A","bfO","hbe",0.297380606628569
"1A2T_A","bfO","hpshh",0.103239895372071
"1A2T_A","bfO","r4s_JC",0.223294724098689
"1A2T_A","bfO","resvol",0.0874943789691009
"1A2T_A","bfO","rsa",0.438836128357522
"1A2T_A","bfO","seqent",0.187382945676162
"1A2T_A","bfSC","ddgent",0.592323077155116
"1A2T_A","bfSC","hbe",0.104144038347957
"1A2T_A","bfSC","hpshh",0.513876996225244
"1A2T_A","bfSC","r4s_JC",0.478097197588537
"1A2T_A","bfSC","resvol",0.297575494175289
"1A2T_A","bfSC","rsa",0.657261382359818
"1A2T_A","bfSC","seqent",0.454940609935834
"1A4L_A","bfAA","ddgent",0.53798366408985
"1A4L_A","bfAA","hbe",0.236442808219528
"1A4L_A","bfAA","hpshh",0.420326851528072
"1A4L_A","bfAA","r4s_JC",0.527095120408327
"1A4L_A","bfAA","resvol",0.0103706694685792
"1A4L_A","bfAA","rsa",0.618452897080959
"1A4L_A","bfAA","seqent",0.37881697433029
"1A4L_A","bfC","ddgent",0.355051088695434
"1A4L_A","bfC","hbe",0.223904318324155
"1A4L_A","bfC","hpshh",0.161192295686551
"1A4L_A","bfC","r4s_JC",0.396131509047018
"1A4L_A","bfC","resvol",0.00849106866156538
"1A4L_A","bfC","rsa",0.434374608442583
"1A4L_A","bfC","seqent",0.245589489747062
"1A4L_A","bfCA","ddgent",0.426621030432485
"1A4L_A","bfCA","hbe",0.228218768142517
"1A4L_A","bfCA","hpshh",0.233349428309555
"1A4L_A","bfCA","r4s_JC",0.456192107623602
"1A4L_A","bfCA","resvol",0.0784436380856311
"1A4L_A","bfCA","rsa",0.487785517037449
"1A4L_A","bfCA","seqent",0.308650080843589
"1A4L_A","bfCB","ddgent",0.434990827517066
"1A4L_A","bfCB","hbe",0.238782545364198
"1A4L_A","bfCB","hpshh",0.247825698637393
"1A4L_A","bfCB","r4s_JC",0.460511970339159
"1A4L_A","bfCB","resvol",0.064474563859929
"1A4L_A","bfCB","rsa",0.494604199558759
"1A4L_A","bfCB","seqent",0.319995618254954
"1A4L_A","bfN","ddgent",0.351486179642768
"1A4L_A","bfN","hbe",0.229504251438338
"1A4L_A","bfN","hpshh",0.170995970206765
"1A4L_A","bfN","r4s_JC",0.369401724722044
"1A4L_A","bfN","resvol",0.0403517172571521
"1A4L_A","bfN","rsa",0.430806712908849
"1A4L_A","bfN","seqent",0.234559299175036
"1A4L_A","bfO","ddgent",0.363001259221969
"1A4L_A","bfO","hbe",0.202512720917018
"1A4L_A","bfO","hpshh",0.151756308534154
"1A4L_A","bfO","r4s_JC",0.359465764225984
"1A4L_A","bfO","resvol",0.0428244411891528
"1A4L_A","bfO","rsa",0.458483690851867
"1A4L_A","bfO","seqent",0.224331570331043
"1A4L_A","bfSC","ddgent",0.529038481960073
"1A4L_A","bfSC","hbe",0.211959448478351
"1A4L_A","bfSC","hpshh",0.504236392758524
"1A4L_A","bfSC","r4s_JC",0.510499372428692
"1A4L_A","bfSC","resvol",0.0818434183533706
"1A4L_A","bfSC","rsa",0.591255243204562
"1A4L_A","bfSC","seqent",0.389767056336479
"1A65_A","bfAA","ddgent",0.535414766039763
"1A65_A","bfAA","hbe",0.377762911097936
"1A65_A","bfAA","hpshh",0.148160665503832
"1A65_A","bfAA","r4s_JC",0.516429329513697
"1A65_A","bfAA","resvol",-0.129327802653547
"1A65_A","bfAA","rsa",0.657001593597897
"1A65_A","bfAA","seqent",0.441485086996155
"1A65_A","bfC","ddgent",0.456048204025385
"1A65_A","bfC","hbe",0.358410396286283
"1A65_A","bfC","hpshh",0.0631036573523591
"1A65_A","bfC","r4s_JC",0.464117921807815
"1A65_A","bfC","resvol",-0.187847014902385
"1A65_A","bfC","rsa",0.58248448241114
"1A65_A","bfC","seqent",0.388821481476552
"1A65_A","bfCA","ddgent",0.490948157494479
"1A65_A","bfCA","hbe",0.380770175726641
"1A65_A","bfCA","hpshh",0.0817907493660068
"1A65_A","bfCA","r4s_JC",0.500435132804718
"1A65_A","bfCA","resvol",-0.175906506609561
"1A65_A","bfCA","rsa",0.610058708020484
"1A65_A","bfCA","seqent",0.423670084772832
"1A65_A","bfCB","ddgent",0.531994815353888
"1A65_A","bfCB","hbe",0.380782574761849
"1A65_A","bfCB","hpshh",0.112713154398876
"1A65_A","bfCB","r4s_JC",0.525829908792793
"1A65_A","bfCB","resvol",-0.155696127620687
"1A65_A","bfCB","rsa",0.646960845079575
"1A65_A","bfCB","seqent",0.44883445463366
"1A65_A","bfN","ddgent",0.436230641316549
"1A65_A","bfN","hbe",0.364585870139878
"1A65_A","bfN","hpshh",0.050853769089306
"1A65_A","bfN","r4s_JC",0.477280317531114
"1A65_A","bfN","resvol",-0.179801154698883
"1A65_A","bfN","rsa",0.564187907276014
"1A65_A","bfN","seqent",0.404421474742993
"1A65_A","bfO","ddgent",0.461259588171953
"1A65_A","bfO","hbe",0.378201885292451
"1A65_A","bfO","hpshh",0.0789673712202784
"1A65_A","bfO","r4s_JC",0.45797305325794
"1A65_A","bfO","resvol",-0.203494518988035
"1A65_A","bfO","rsa",0.589036044936994
"1A65_A","bfO","seqent",0.380375314061643
"1A65_A","bfSC","ddgent",0.563799083762027
"1A65_A","bfSC","hbe",0.360460882913474
"1A65_A","bfSC","hpshh",0.182658807508816
"1A65_A","bfSC","r4s_JC",0.521587514117738
"1A65_A","bfSC","resvol",-0.0876875596575474
"1A65_A","bfSC","rsa",0.666182409359188
"1A65_A","bfSC","seqent",0.448860383529917
"1A8H_A","bfAA","ddgent",0.523629390517562
"1A8H_A","bfAA","hbe",0.368572136179011
"1A8H_A","bfAA","hpshh",0.328079203359022
"1A8H_A","bfAA","r4s_JC",0.227042040517669
"1A8H_A","bfAA","resvol",0.0310382193508166
"1A8H_A","bfAA","rsa",0.613031025355251
"1A8H_A","bfAA","seqent",0.239386712614713
"1A8H_A","bfC","ddgent",0.388970149297998
"1A8H_A","bfC","hbe",0.360190116172073
"1A8H_A","bfC","hpshh",0.173774681737074
"1A8H_A","bfC","r4s_JC",0.140549865346671
"1A8H_A","bfC","resvol",-0.0266757437362903
"1A8H_A","bfC","rsa",0.467112168469661
"1A8H_A","bfC","seqent",0.165195355654803
"1A8H_A","bfCA","ddgent",0.432763740621543
"1A8H_A","bfCA","hbe",0.370358514818666
"1A8H_A","bfCA","hpshh",0.21999373815636
"1A8H_A","bfCA","r4s_JC",0.16719519162065
"1A8H_A","bfCA","resvol",-0.0215399043727813
"1A8H_A","bfCA","rsa",0.511486035663148
"1A8H_A","bfCA","seqent",0.191051295578606
"1A8H_A","bfCB","ddgent",0.499712970542182
"1A8H_A","bfCB","hbe",0.380144585346496
"1A8H_A","bfCB","hpshh",0.277883348538174
"1A8H_A","bfCB","r4s_JC",0.195580670146026
"1A8H_A","bfCB","resvol",-0.0327929984382796
"1A8H_A","bfCB","rsa",0.566443209995166
"1A8H_A","bfCB","seqent",0.21161479597304
"1A8H_A","bfN","ddgent",0.394569835930006
"1A8H_A","bfN","hbe",0.364903348670636
"1A8H_A","bfN","hpshh",0.186488263013603
"1A8H_A","bfN","r4s_JC",0.159429716003774
"1A8H_A","bfN","resvol",-0.0490483478069583
"1A8H_A","bfN","rsa",0.485964907357182
"1A8H_A","bfN","seqent",0.179079347519183
"1A8H_A","bfO","ddgent",0.370459720153509
"1A8H_A","bfO","hbe",0.351795329644585
"1A8H_A","bfO","hpshh",0.164097916564594
"1A8H_A","bfO","r4s_JC",0.133283161187845
"1A8H_A","bfO","resvol",-0.040611315686045
"1A8H_A","bfO","rsa",0.431808521083207
"1A8H_A","bfO","seqent",0.164459684668519
"1A8H_A","bfSC","ddgent",0.568302661406969
"1A8H_A","bfSC","hbe",0.352540097579588
"1A8H_A","bfSC","hpshh",0.389562088803492
"1A8H_A","bfSC","r4s_JC",0.248213383777287
"1A8H_A","bfSC","resvol",0.0624465855543514
"1A8H_A","bfSC","rsa",0.654969285006105
"1A8H_A","bfSC","seqent",0.254806604312192
"1A8S_A","bfAA","ddgent",0.410781053387152
"1A8S_A","bfAA","hbe",0.309980807024388
"1A8S_A","bfAA","hpshh",0.28568213405224
"1A8S_A","bfAA","r4s_JC",0.303664589982592
"1A8S_A","bfAA","resvol",0.0931366375682294
"1A8S_A","bfAA","rsa",0.547947702395881
"1A8S_A","bfAA","seqent",0.2188188644738
"1A8S_A","bfC","ddgent",0.341984226779454
"1A8S_A","bfC","hbe",0.284538019891125
"1A8S_A","bfC","hpshh",0.105866534803539
"1A8S_A","bfC","r4s_JC",0.259934549792189
"1A8S_A","bfC","resvol",0.00359449222552868
"1A8S_A","bfC","rsa",0.465036563035209
"1A8S_A","bfC","seqent",0.184578826119305
"1A8S_A","bfCA","ddgent",0.360383319881244
"1A8S_A","bfCA","hbe",0.322217125206172
"1A8S_A","bfCA","hpshh",0.179191492097826
"1A8S_A","bfCA","r4s_JC",0.271307058580107
"1A8S_A","bfCA","resvol",0.0311837951792453
"1A8S_A","bfCA","rsa",0.485625938059433
"1A8S_A","bfCA","seqent",0.208912817419199
"1A8S_A","bfCB","ddgent",0.414309247208754
"1A8S_A","bfCB","hbe",0.294606963814692
"1A8S_A","bfCB","hpshh",0.22527232554595
"1A8S_A","bfCB","r4s_JC",0.332973192879897
"1A8S_A","bfCB","resvol",-0.000767540483156306
"1A8S_A","bfCB","rsa",0.518046867184235
"1A8S_A","bfCB","seqent",0.245621069871113
"1A8S_A","bfN","ddgent",0.245717683777535
"1A8S_A","bfN","hbe",0.292199486475267
"1A8S_A","bfN","hpshh",0.174065971687458
"1A8S_A","bfN","r4s_JC",0.21413500288384
"1A8S_A","bfN","resvol",-0.0478500783951347
"1A8S_A","bfN","rsa",0.410128254322247
"1A8S_A","bfN","seqent",0.15228909615928
"1A8S_A","bfO","ddgent",0.290681424164332
"1A8S_A","bfO","hbe",0.351446102401431
"1A8S_A","bfO","hpshh",0.0903375531636252
"1A8S_A","bfO","r4s_JC",0.214770196636096
"1A8S_A","bfO","resvol",0.0298574585098152
"1A8S_A","bfO","rsa",0.40513938030918
"1A8S_A","bfO","seqent",0.160794873510518
"1A8S_A","bfSC","ddgent",0.447360676139054
"1A8S_A","bfSC","hbe",0.267507343251883
"1A8S_A","bfSC","hpshh",0.343081826899222
"1A8S_A","bfSC","r4s_JC",0.334934516495298
"1A8S_A","bfSC","resvol",0.140285026588555
"1A8S_A","bfSC","rsa",0.541868845399502
"1A8S_A","bfSC","seqent",0.251650299873396
"1AF7_A","bfAA","ddgent",0.516052489999421
"1AF7_A","bfAA","hbe",0.275249357735111
"1AF7_A","bfAA","hpshh",0.312409126387243
"1AF7_A","bfAA","r4s_JC",0.585099337693118
"1AF7_A","bfAA","resvol",0.0743261037752544
"1AF7_A","bfAA","rsa",0.632193517672838
"1AF7_A","bfAA","seqent",0.577545647594776
"1AF7_A","bfC","ddgent",0.404040468860275
"1AF7_A","bfC","hbe",0.312119292209848
"1AF7_A","bfC","hpshh",0.137033123399283
"1AF7_A","bfC","r4s_JC",0.484731911631631
"1AF7_A","bfC","resvol",-0.00632508060595356
"1AF7_A","bfC","rsa",0.500657914409195
"1AF7_A","bfC","seqent",0.498882619831822
"1AF7_A","bfCA","ddgent",0.43742390805413
"1AF7_A","bfCA","hbe",0.306966617435779
"1AF7_A","bfCA","hpshh",0.172957236999593
"1AF7_A","bfCA","r4s_JC",0.522432198200126
"1AF7_A","bfCA","resvol",-0.0133360065985532
"1AF7_A","bfCA","rsa",0.536139129771063
"1AF7_A","bfCA","seqent",0.53428682824192
"1AF7_A","bfCB","ddgent",0.491955697966878
"1AF7_A","bfCB","hbe",0.30970191100906
"1AF7_A","bfCB","hpshh",0.229786354262313
"1AF7_A","bfCB","r4s_JC",0.564846593996965
"1AF7_A","bfCB","resvol",-0.00540066821513142
"1AF7_A","bfCB","rsa",0.591660433778453
"1AF7_A","bfCB","seqent",0.569795335379879
"1AF7_A","bfN","ddgent",0.390986746657728
"1AF7_A","bfN","hbe",0.285102884115239
"1AF7_A","bfN","hpshh",0.170135733125315
"1AF7_A","bfN","r4s_JC",0.500599417170413
"1AF7_A","bfN","resvol",-0.0115278165218166
"1AF7_A","bfN","rsa",0.496948227291235
"1AF7_A","bfN","seqent",0.515032294951346
"1AF7_A","bfO","ddgent",0.387609848454552
"1AF7_A","bfO","hbe",0.303906959695635
"1AF7_A","bfO","hpshh",0.121903936143281
"1AF7_A","bfO","r4s_JC",0.466006111845087
"1AF7_A","bfO","resvol",-0.0112074699035712
"1AF7_A","bfO","rsa",0.479293206088586
"1AF7_A","bfO","seqent",0.482562813420569
"1AF7_A","bfSC","ddgent",0.549105944888987
"1AF7_A","bfSC","hbe",0.249504810883631
"1AF7_A","bfSC","hpshh",0.372080474617577
"1AF7_A","bfSC","r4s_JC",0.594261445313283
"1AF7_A","bfSC","resvol",0.110343825602902
"1AF7_A","bfSC","rsa",0.662596135966657
"1AF7_A","bfSC","seqent",0.578114374125225
"1AGM_A","bfAA","ddgent",0.474474077226895
"1AGM_A","bfAA","hbe",0.365408627144757
"1AGM_A","bfAA","hpshh",0.164507083646538
"1AGM_A","bfAA","r4s_JC",0.516080681602363
"1AGM_A","bfAA","resvol",-0.158475861757508
"1AGM_A","bfAA","rsa",0.626382570813319
"1AGM_A","bfAA","seqent",0.235202588485897
"1AGM_A","bfC","ddgent",0.397876024860595
"1AGM_A","bfC","hbe",0.345774893060926
"1AGM_A","bfC","hpshh",0.0480575197727816
"1AGM_A","bfC","r4s_JC",0.442299901035359
"1AGM_A","bfC","resvol",-0.131202809465814
"1AGM_A","bfC","rsa",0.551378836200589
"1AGM_A","bfC","seqent",0.157607028970296
"1AGM_A","bfCA","ddgent",0.416519145165539
"1AGM_A","bfCA","hbe",0.358565805218776
"1AGM_A","bfCA","hpshh",0.0609904773082049
"1AGM_A","bfCA","r4s_JC",0.464442215240695
"1AGM_A","bfCA","resvol",-0.134014604583048
"1AGM_A","bfCA","rsa",0.570162948040352
"1AGM_A","bfCA","seqent",0.173964019152157
"1AGM_A","bfCB","ddgent",0.472979017444806
"1AGM_A","bfCB","hbe",0.364548733162264
"1AGM_A","bfCB","hpshh",0.155941191749375
"1AGM_A","bfCB","r4s_JC",0.518519045443583
"1AGM_A","bfCB","resvol",-0.134933871884388
"1AGM_A","bfCB","rsa",0.620042601157508
"1AGM_A","bfCB","seqent",0.244757343278627
"1AGM_A","bfN","ddgent",0.40798674987738
"1AGM_A","bfN","hbe",0.364271677019641
"1AGM_A","bfN","hpshh",0.0541111865057241
"1AGM_A","bfN","r4s_JC",0.452173516544788
"1AGM_A","bfN","resvol",-0.149074411065716
"1AGM_A","bfN","rsa",0.563920815548191
"1AGM_A","bfN","seqent",0.164240621591891
"1AGM_A","bfO","ddgent",0.392282098209995
"1AGM_A","bfO","hbe",0.339061144170863
"1AGM_A","bfO","hpshh",0.0448361581292044
"1AGM_A","bfO","r4s_JC",0.438201540385037
"1AGM_A","bfO","resvol",-0.13269427778892
"1AGM_A","bfO","rsa",0.542095077615555
"1AGM_A","bfO","seqent",0.15312612900502
"1AGM_A","bfSC","ddgent",0.508973439764734
"1AGM_A","bfSC","hbe",0.365709894140696
"1AGM_A","bfSC","hpshh",0.255368360769231
"1AGM_A","bfSC","r4s_JC",0.524716592300388
"1AGM_A","bfSC","resvol",-0.135053763116943
"1AGM_A","bfSC","rsa",0.650976751672311
"1AGM_A","bfSC","seqent",0.263335319907017
"1AGY_A","bfAA","ddgent",0.60029249828622
"1AGY_A","bfAA","hbe",0.358466236954894
"1AGY_A","bfAA","hpshh",0.31174957700095
"1AGY_A","bfAA","r4s_JC",0.58762817018177
"1AGY_A","bfAA","resvol",0.08393602963538
"1AGY_A","bfAA","rsa",0.719177896770466
"1AGY_A","bfAA","seqent",0.478406929560088
"1AGY_A","bfC","ddgent",0.473830619392057
"1AGY_A","bfC","hbe",0.414072699925851
"1AGY_A","bfC","hpshh",0.211313010277591
"1AGY_A","bfC","r4s_JC",0.505892814120446
"1AGY_A","bfC","resvol",-0.0919792132942773
"1AGY_A","bfC","rsa",0.605516691494135
"1AGY_A","bfC","seqent",0.42199597783164
"1AGY_A","bfCA","ddgent",0.533785228803887
"1AGY_A","bfCA","hbe",0.465337384660326
"1AGY_A","bfCA","hpshh",0.221563497952701
"1AGY_A","bfCA","r4s_JC",0.515375010400289
"1AGY_A","bfCA","resvol",-0.0877723458326017
"1AGY_A","bfCA","rsa",0.666257992853408
"1AGY_A","bfCA","seqent",0.405939789822619
"1AGY_A","bfCB","ddgent",0.594082344286108
"1AGY_A","bfCB","hbe",0.447229507325089
"1AGY_A","bfCB","hpshh",0.233565791827798
"1AGY_A","bfCB","r4s_JC",0.569075791305602
"1AGY_A","bfCB","resvol",-0.0423332673401041
"1AGY_A","bfCB","rsa",0.719966874995687
"1AGY_A","bfCB","seqent",0.444645793200006
"1AGY_A","bfN","ddgent",0.484763582047328
"1AGY_A","bfN","hbe",0.430145389353022
"1AGY_A","bfN","hpshh",0.205499322758223
"1AGY_A","bfN","r4s_JC",0.473001518239406
"1AGY_A","bfN","resvol",-0.068458049724591
"1AGY_A","bfN","rsa",0.601363926223248
"1AGY_A","bfN","seqent",0.353200720159177
"1AGY_A","bfO","ddgent",0.510395472575979
"1AGY_A","bfO","hbe",0.483686742607363
"1AGY_A","bfO","hpshh",0.203759745151525
"1AGY_A","bfO","r4s_JC",0.474994780932735
"1AGY_A","bfO","resvol",-0.0996197602653335
"1AGY_A","bfO","rsa",0.660892574225378
"1AGY_A","bfO","seqent",0.39363199542761
"1AGY_A","bfSC","ddgent",0.619522129658524
"1AGY_A","bfSC","hbe",0.330644091838075
"1AGY_A","bfSC","hpshh",0.313764002896916
"1AGY_A","bfSC","r4s_JC",0.593582797484212
"1AGY_A","bfSC","resvol",0.1393224198537
"1AGY_A","bfSC","rsa",0.721503516083621
"1AGY_A","bfSC","seqent",0.481589523722222
"1AH7_A","bfAA","ddgent",0.577208826104025
"1AH7_A","bfAA","hbe",0.354089582191338
"1AH7_A","bfAA","hpshh",0.329938518266806
"1AH7_A","bfAA","r4s_JC",0.612252858156214
"1AH7_A","bfAA","resvol",0.0839454416021962
"1AH7_A","bfAA","rsa",0.7209865308647
"1AH7_A","bfAA","seqent",0.421711337619457
"1AH7_A","bfC","ddgent",0.496409376387815
"1AH7_A","bfC","hbe",0.42556933274097
"1AH7_A","bfC","hpshh",0.237622649712703
"1AH7_A","bfC","r4s_JC",0.547383401229462
"1AH7_A","bfC","resvol",-0.0157568882004416
"1AH7_A","bfC","rsa",0.649467849039116
"1AH7_A","bfC","seqent",0.349981333886301
"1AH7_A","bfCA","ddgent",0.531436233707499
"1AH7_A","bfCA","hbe",0.407482660737508
"1AH7_A","bfCA","hpshh",0.271710324768522
"1AH7_A","bfCA","r4s_JC",0.581982944649252
"1AH7_A","bfCA","resvol",-0.037190082127347
